This file was created using the 202005 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 2 ME portfolios
and 3 prior return portfolios in Developed_ex_US.

The portfolios are constructed daily.  ME is market cap at the end of the
previous day.  Prior return is from -250 to -20.

Missing data are indicated by -99.99.



  Average Value Weighted Returns -- Daily
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
19941025  ,-0.34  ,-0.43  ,-0.49  ,-0.55  ,-0.66  ,-0.66
19941026   ,0.21   ,0.08  ,-0.04   ,0.08   ,0.14   ,0.14
19941027   ,0.08  ,-0.33  ,-0.11  ,-0.13   ,0.00  ,-0.06
19941028   ,0.02  ,-0.29  ,-0.13  ,-0.06  ,-0.01   ,0.11
19941031   ,0.56   ,0.61   ,0.56   ,1.09   ,1.07   ,1.00
19941101  ,-0.08   ,0.16   ,0.25  ,-0.03   ,0.11   ,0.21
19941102  ,-0.13  ,-0.79  ,-0.95  ,-1.24  ,-1.37  ,-1.63
19941103  ,-0.28  ,-0.30  ,-0.20  ,-0.06  ,-0.09  ,-0.10
19941104   ,0.23   ,0.36   ,0.42   ,0.34   ,0.23   ,0.26
19941107  ,-0.79  ,-0.55  ,-0.58  ,-0.66  ,-0.77  ,-0.88
19941108   ,0.12  ,-0.18  ,-0.17   ,0.08   ,0.11   ,0.08
19941109  ,-0.66  ,-0.98  ,-0.91  ,-0.78  ,-0.89  ,-0.97
19941110  ,-0.34  ,-0.25  ,-0.26  ,-0.32  ,-0.27  ,-0.37
19941111  ,-0.19  ,-0.38  ,-0.19  ,-0.21  ,-0.31  ,-0.29
19941114  ,-0.53  ,-0.72  ,-0.59  ,-0.43  ,-0.58  ,-0.65
19941115  ,-0.81  ,-0.33  ,-0.15   ,0.04   ,0.07   ,0.06
19941116   ,0.16   ,0.28   ,0.23   ,0.33   ,0.25   ,0.30
19941117  ,-0.12   ,0.65   ,0.12  ,-0.39  ,-0.05   ,0.11
19941118  ,-0.46  ,-0.28  ,-0.33  ,-0.27  ,-0.35  ,-0.35
19941121  ,-0.36  ,-0.23  ,-0.34  ,-0.11  ,-0.19  ,-0.29
19941122  ,-1.49  ,-0.82  ,-1.24  ,-0.90  ,-0.96  ,-1.22
19941123  ,-1.49  ,-0.83  ,-1.16  ,-0.92  ,-0.92  ,-0.91
19941124   ,0.47  ,-0.59  ,-0.30  ,-0.32  ,-0.43  ,-0.53
19941125   ,0.28  ,-0.15   ,0.11  ,-0.22  ,-0.17  ,-0.42
19941128  ,-0.04   ,0.05   ,0.28   ,0.12   ,0.20   ,0.21
19941129  ,-0.09  ,-0.05  ,-0.10  ,-0.03  ,-0.11   ,0.02
19941130   ,0.32   ,0.47   ,0.89   ,0.68   ,0.64   ,0.73
19941201  ,-0.38   ,0.00  ,-0.20  ,-0.32  ,-0.44  ,-0.38
19941202  ,-0.42  ,-0.61  ,-0.56  ,-1.00  ,-0.97  ,-1.11
19941205  ,-0.05   ,0.53   ,0.41   ,0.77   ,0.92   ,0.91
19941206  ,-0.54  ,-0.24  ,-0.10  ,-0.04  ,-0.13  ,-0.15
19941207  ,-0.61  ,-0.31   ,0.04  ,-0.17  ,-0.30  ,-0.24
19941208  ,-0.69  ,-0.73  ,-0.61  ,-0.75  ,-0.68  ,-0.82
19941209  ,-1.01  ,-0.35  ,-0.37  ,-0.77  ,-0.70  ,-0.77
19941212  ,-0.64  ,-0.19  ,-0.33  ,-0.35  ,-0.36  ,-0.51
19941213  ,-0.05  ,-0.39  ,-0.34  ,-0.41  ,-0.39  ,-0.49
19941214   ,0.39   ,0.11   ,0.08   ,0.37   ,0.22   ,0.22
19941215   ,0.74   ,0.35   ,0.25   ,0.56   ,0.74   ,0.73
19941216  ,-0.06   ,0.02   ,0.07   ,0.10   ,0.12   ,0.14
19941219  ,-0.19   ,0.12   ,0.14   ,0.32   ,0.38   ,0.44
19941220   ,0.15   ,0.20   ,0.04   ,0.44   ,0.49   ,0.35
19941221  ,-0.36  ,-0.37  ,-0.28  ,-0.37  ,-0.36  ,-0.26
19941222   ,0.93   ,0.99   ,0.94   ,1.30   ,1.47   ,1.35
19941223   ,0.59   ,0.01   ,0.11  ,-0.05   ,0.01   ,0.06
19941226   ,0.25   ,0.60   ,0.37   ,0.55   ,0.43   ,0.41
19941227   ,0.12   ,0.36   ,0.28   ,0.07   ,0.09   ,0.37
19941228   ,0.64   ,1.32   ,1.32   ,1.16   ,1.19   ,1.20
19941229  ,-0.29  ,-0.39  ,-0.11  ,-0.76  ,-0.74  ,-0.56
19941230   ,1.03   ,0.57   ,0.79   ,0.43   ,0.52   ,0.48
19950102  ,-0.14  ,-0.21  ,-0.25  ,-0.35  ,-0.43  ,-0.40
19950103  ,-0.44   ,0.34  ,-0.22  ,-0.37  ,-0.25  ,-0.17
19950104   ,0.40  ,-0.24  ,-0.23  ,-0.54  ,-0.52  ,-0.58
19950105  ,-0.03   ,0.03   ,0.33  ,-0.17  ,-0.11  ,-0.12
19950106  ,-0.55  ,-0.91  ,-0.72  ,-1.20  ,-0.96  ,-0.93
19950109   ,0.01   ,0.65   ,0.73   ,0.76   ,0.66   ,0.86
19950110  ,-0.13  ,-0.20  ,-0.02  ,-0.04  ,-0.10  ,-0.13
19950111   ,0.06  ,-0.07   ,0.06  ,-0.12   ,0.01   ,0.06
19950112  ,-0.04   ,0.46   ,0.41   ,0.34   ,0.42   ,0.34
19950113  ,-0.38  ,-0.49  ,-0.23  ,-0.30  ,-0.22  ,-0.28
19950116   ,0.34   ,0.30   ,0.19   ,0.61   ,0.63   ,0.63
19950117  ,-0.52  ,-0.54  ,-0.64  ,-0.50  ,-0.84  ,-0.93
19950118   ,0.05  ,-0.22  ,-0.32   ,0.18  ,-0.12  ,-0.45
19950119   ,0.05   ,0.14   ,0.20  ,-0.42   ,0.05  ,-0.08
19950120  ,-0.60  ,-0.76  ,-0.69  ,-1.02  ,-0.99  ,-1.06
19950123  ,-1.47  ,-1.62  ,-1.71  ,-2.85  ,-2.62  ,-2.80
19950124   ,0.14   ,0.33   ,0.32   ,1.25   ,0.75   ,0.62
19950125   ,0.31   ,0.60   ,0.48   ,1.27   ,0.37   ,0.57
19950126   ,0.17   ,0.25  ,-0.20  ,-0.17   ,0.06  ,-0.05
19950127   ,0.25  ,-0.01   ,0.06  ,-0.01  ,-0.11  ,-0.01
