This file was created using the 202006 Bloomberg database.

Missing data are indicated by -99.99.



        Mkt-RF     SMB     HML     RMW     CMA      RF
200512    0.14    0.22    0.20    0.15   -0.03    0.32
200601    3.48    5.77    0.33   -0.23   -1.13    0.35
200602   -0.54   -0.56    0.71   -1.85    2.26    0.34
200603    1.39    2.92    0.11    0.07   -0.53    0.37
200604    1.15    0.14    2.60    1.42   -0.66    0.36
200605   -3.37   -2.31    2.40    0.73    1.66    0.43
200606   -0.55   -0.70    0.67    1.46    0.03    0.40
200607   -0.74   -2.79    2.68    1.31    0.49    0.40
200608    2.12    0.41   -1.01   -1.85    1.99    0.42
200609    1.33   -2.17    0.78   -0.32    1.16    0.41
200610    3.27    2.22   -0.99    0.69   -0.58    0.41
200611    1.74   -0.14    0.15   -0.38   -1.09    0.42
200612    0.65   -0.54    2.44   -1.22    2.02    0.40
200701    1.23   -0.07   -0.68    0.29    0.57    0.44
200702   -1.75    1.53    0.33   -0.33   -0.54    0.38
200703    0.90    0.00    0.29    0.93   -0.99    0.43
200704    3.86   -1.32   -1.18    1.55    0.29    0.44
200705    3.68    0.02    0.46    1.58   -1.48    0.41
200706   -1.74    0.62   -0.66    0.76   -0.01    0.40
200707   -3.43   -2.76   -2.80    0.99   -1.92    0.40
200708    0.68   -1.21   -1.34   -1.27   -0.02    0.42
200709    3.82   -1.63   -2.25   -0.37   -3.50    0.32
200710    2.32    0.55   -4.12    0.06   -0.46    0.32
200711   -5.45   -3.57   -1.00    1.82    1.39    0.34
200712   -0.56    0.59   -0.77    1.71   -1.13    0.27
200801   -6.37   -1.01    5.13   -0.46    2.37    0.21
200802   -2.24    0.37   -0.20    1.90   -1.65    0.13
200803   -1.30    0.03    0.37    1.09    1.76    0.17
200804    4.73   -1.82    0.08    2.38   -2.35    0.18
200805    2.41    2.87   -2.74    1.91   -0.87    0.18
200806   -7.90    0.99   -2.80    5.33   -1.42    0.17
200807   -1.54    2.57    1.67   -2.95    3.82    0.15
200808    1.00    2.30    1.06    1.99    2.12    0.13
200809   -9.96   -0.82    4.05   -1.39    5.22    0.15
200810  -18.41   -3.82   -0.48    2.43    3.14    0.08
200811   -7.74   -4.64   -3.11    2.64    2.60    0.03
200812    1.50    4.52   -1.57    0.09   -1.40    0.00
200901   -7.52   -1.64   -7.26    2.02   -3.00    0.00
200902   -9.89   -1.12   -5.54    1.21   -2.19    0.01
200903    8.81    0.27    1.01   -1.88   -1.93    0.02
200904   10.49    6.38    4.27    1.33   -1.04    0.01
200905    6.68   -1.61   -0.06   -1.61   -3.31    0.00
200906   -0.22    1.55   -3.11   -0.42    0.46    0.01
200907    8.14    2.17    4.59   -0.65    1.67    0.01
200908    3.02    0.18    5.49   -1.96    2.44    0.01
200909    4.54    3.26    1.52    1.49   -1.33    0.01
200910   -2.75   -3.55   -2.60    3.89   -0.87    0.00
200911    5.76   -2.10   -0.14    0.51   -0.93    0.00
200912    3.02    5.53    0.21    0.89   -0.46    0.01
201001   -3.63    0.56    0.63   -1.42    1.86    0.00
201002    3.71    1.32    2.75   -0.23    0.04    0.00
201003    6.27    1.70    1.39   -1.22    0.68    0.01
201004    1.92    4.11    2.08    0.99    1.24    0.01
201005   -7.86    0.28   -2.20    0.33    0.30    0.01
201006   -5.50   -1.75   -3.82   -0.16   -0.63    0.01
201007    6.95    0.09    1.09    0.20    2.03    0.01
201008   -4.45   -1.90   -2.18    0.70   -3.14    0.01
201009    9.47    3.57   -1.82   -0.22   -0.12    0.01
201010    3.89    0.79   -1.42    0.84    0.12    0.01
201011    0.81    3.82    0.01   -0.16    0.67    0.01
201012    6.83    1.24    3.44   -3.63    2.49    0.01
201101    1.98   -2.05    1.35    0.12    1.23    0.01
201102    4.01    1.87    0.38   -1.91   -0.39    0.01
201103    0.43    2.19   -1.72    2.16    0.75    0.01
201104    2.79    0.00   -2.25    1.20   -0.61    0.00
201105   -1.47   -0.95   -1.43    2.68   -0.73    0.00
201106   -1.87   -0.39   -0.21    2.69    0.09    0.00
201107   -2.28   -0.71   -1.96    1.93   -1.91    0.00
201108   -5.92   -2.86   -1.84    1.68   -0.67    0.01
201109   -8.57   -3.86   -0.56    2.65    0.23    0.00
201110   11.56    3.18   -0.04   -1.07   -0.14    0.00
201111   -0.45   -0.61   -0.26    1.73    1.02    0.00
201112    0.33   -0.50    2.89    0.00    2.95    0.00
201201    5.27    2.20   -2.94   -1.60   -1.43    0.00
201202    4.32   -1.32    0.15    0.42    0.14    0.00
201203    2.40   -1.13    0.71   -0.86    1.41    0.00
201204   -0.64   -0.96   -0.30    1.06    0.52    0.00
201205   -6.69   -0.42    0.44    2.01    2.71    0.01
201206    3.74    0.54    0.33   -0.98    0.68    0.00
201207    1.01   -2.24    0.72    0.77    0.10    0.00
201208    2.76    0.79    0.24   -1.12   -1.12    0.01
201209    2.80    0.89    0.68   -1.69    0.75    0.01
201210   -1.63   -0.37    3.72   -0.93    2.27    0.01
201211    0.65   -0.04   -0.74    0.75    0.86    0.01
201212    1.30    1.98    3.03   -1.59    0.70    0.01
201301    5.33    0.52    1.54   -0.76    2.22    0.00
201302    0.96   -0.91   -0.01    0.19    1.09    0.00
201303    3.71    0.82   -0.15    0.79    1.86    0.00
201304    1.27   -2.69   -0.02    0.38    0.99    0.00
201305    2.53    1.55    1.13   -1.19   -1.00    0.00
201306   -1.52    0.99    0.51   -0.26    0.14    0.00
201307    5.69    1.70   -0.24   -1.22   -0.23    0.00
201308   -2.53    0.24   -2.14    0.78   -2.32    0.00
201309    3.82    2.01   -1.43    0.09   -1.29    0.00
201310    4.09   -1.55    0.66    1.73    0.62    0.00
201311    2.79    0.89   -0.53    0.51    0.62    0.00
201312    2.64   -0.59   -0.08   -0.69   -0.42    0.00
201401   -3.42    0.62   -1.46   -3.00   -1.17    0.00
201402    4.72    0.14   -0.41   -0.09   -0.70    0.00
201403    0.62   -0.85    4.86    1.66    2.14    0.00
201404    0.25   -3.15    1.81    3.02    1.00    0.00
201405    1.98   -1.91   -0.56   -0.02   -1.17    0.00
201406    2.82    2.96    0.51   -2.09   -2.17    0.00
201407   -2.06   -4.07   -0.04    0.80   -0.01    0.00
201408    4.06    0.44   -1.00    0.50   -0.49    0.00
201409   -2.45   -3.93   -2.62    1.24   -0.79    0.00
201410    2.03    2.21   -3.47    0.29   -0.21    0.00
201411    2.22   -2.39   -2.95    1.31    0.17    0.00
201412   -0.20    1.90    0.77   -1.68    0.93    0.00
201501   -3.47   -1.19   -3.89    2.14   -1.11    0.00
201502    6.15    0.57   -1.36   -1.05   -1.96    0.00
201503   -1.20    2.50   -0.93    0.00   -0.56    0.00
201504    1.11   -2.33    3.37   -0.64   -0.32    0.00
201505    1.00    0.38   -1.78   -1.34   -0.60    0.00
201506   -1.70    2.51   -1.32   -0.55   -1.04    0.00
201507    1.05   -4.92   -5.07    0.94   -2.17    0.00
201508   -5.93    0.34    3.43    0.25    1.00    0.00
201509   -3.35   -2.90    0.71    1.55   -0.26    0.00
201510    7.53   -2.04    0.50    0.09    0.01    0.00
201511    0.45    2.14   -1.27   -2.07   -0.89    0.00
201512   -2.45   -3.10   -2.21   -0.46    0.34    0.01
201601   -5.73   -3.13    4.04    2.97    2.71    0.01
201602    0.26    1.57    0.93    1.90    2.65    0.02
201603    7.00    1.53    2.00    0.10    0.45    0.02
201604    1.12    2.58    3.73   -3.60    2.67    0.01
201605    1.39   -0.59   -2.66    0.00   -2.30    0.01
201606   -0.11    0.46    0.24    0.34    2.33    0.02
201607    3.92    2.07   -2.90    0.89   -1.68    0.02
201608    0.43    1.21    1.59   -0.97   -0.24    0.02
201609    0.34    1.35   -1.07   -1.65   -0.05    0.02
201610   -2.05   -3.27    2.89    0.21    0.42    0.02
201611    4.54    5.29    6.78   -2.62    3.29    0.01
201612    1.77    0.20    3.10    0.04    0.45    0.03
201701    2.13   -1.01   -1.84   -0.23   -1.69    0.04
201702    3.24   -1.81   -3.40    0.25   -1.52    0.04
201703    0.21    0.35   -2.95    1.63   -1.12    0.03
201704    0.84   -0.16   -3.05    1.79   -1.57    0.05
201705    0.93   -2.70   -4.28    2.34   -1.76    0.06
201706    0.99    2.50    1.66   -2.68   -0.87    0.06
201707    1.97   -1.14    0.09   -0.69   -0.05    0.07
201708    0.07   -1.41   -2.60    1.29   -2.43    0.09
201709    2.48    3.24    2.58   -1.33    1.65    0.09
201710    1.98   -1.72   -1.69    1.47   -3.48    0.09
201711    2.88   -0.13   -1.02    2.69    0.18    0.08
201712    1.18   -0.33   -0.34    0.57    1.13    0.09
201801    5.23   -2.88   -2.87    0.00   -1.08    0.11
201802   -3.95   -0.23   -2.74    0.86   -2.59    0.11
201803   -2.17    2.98    0.17   -0.46   -0.04    0.12
201804    0.35    0.46    1.36   -1.91    0.74    0.14
201805    2.51    2.86   -3.41   -1.37   -1.71    0.14
201806    0.39    0.18   -1.04    1.18    0.88    0.14
201807    3.11   -2.11    0.79    1.12    0.55    0.16
201808    3.09    0.56   -5.77    0.56   -3.46    0.16
201809    0.06   -2.24   -1.10    0.37    0.59    0.15
201810   -7.81   -3.80    3.67    0.24    2.82    0.19
201811    1.62   -1.49    0.28   -0.22    1.03    0.18
201812   -9.52   -2.19   -0.81   -0.20   -0.51    0.19
201901    8.59    2.87   -1.15   -0.86   -1.57    0.21
201902    3.39    1.98   -3.23   -0.04   -1.27    0.18
201903    0.95   -3.39   -3.76    1.34   -1.39    0.19
201904    3.90   -0.96    0.81    1.15   -1.20    0.21
201905   -6.82   -1.08   -1.18   -0.26    0.86    0.21
201906    6.99    0.52   -1.17    0.46   -0.85    0.18
201907    1.07   -1.02   -0.69    0.28    0.01    0.19
201908   -2.48   -3.36   -2.41    1.41   -0.61    0.16
201909    1.52    0.29    6.13    1.41    3.18    0.18
201910    1.83    0.02   -1.47    1.05   -0.94    0.15
201911    3.80    0.21   -2.79   -1.67   -1.39    0.12
201912    2.79    0.82    1.43   -0.20    1.55    0.14
202001   -0.34   -3.74   -6.10   -0.05   -2.85    0.13
202002   -8.23   -0.69   -2.51   -0.83   -2.38    0.12
202003  -14.09   -9.81  -10.39    0.17   -1.60    0.12
202004   13.33    3.78   -2.53    2.07   -0.44    0.00
202005    5.45    2.24   -5.41    0.89   -2.78    0.01
202006    2.43    1.52   -3.59    1.40   -0.42    0.01



 Annual Factors: January-December
      Mkt-RF     SMB     HML     RMW     CMA      RF
1991   27.39   14.42  -20.16   10.90  -20.51    5.60
1992    4.96    8.05   16.28    2.02    8.27    3.51
1993    8.75    9.15   19.86  -10.51   14.12    2.90
1994   -3.94   -3.38    1.90    1.80    4.34    3.90
1995   29.95   -5.35   -2.19    0.31    4.04    5.60
1996   16.80   -2.47    9.95    9.30    2.08    5.21
1997   25.47   -8.50   15.66    8.44    7.05    5.26
1998   17.78  -26.89  -15.70    7.52   -2.35    4.86
1999   18.89    4.11  -33.40  -18.23  -18.47    4.68
2000  -14.10    5.33   50.11   25.50   45.87    5.89
2001  -14.84   17.32   20.03   17.12   18.81    3.83
2002  -22.65    4.77   14.47   18.44   19.05    1.65
2003   31.73   22.19    5.62  -18.53    9.69    1.02
2004   11.84    9.11    9.41    8.74   -2.95    1.20
2005    4.97    1.45    7.84    7.39   -4.34    2.98
2006   10.62    1.88   12.73   -0.14    6.71    4.80
2007    3.24   -7.97  -14.24    8.26   -8.16    4.66
2008  -39.54   -0.15    1.07    9.70    9.17    1.60
2009   31.64   10.40   -5.66    7.52  -14.94    0.10
2010   18.00   15.85   -1.18   -4.61    6.09    0.12
2011   -0.87   -5.65   -5.67   13.88    1.61    0.04
2012   15.76   -0.38    7.32   -3.94    9.19    0.06
2013   32.47    3.70   -1.10    0.60    2.96    0.02
2014   10.69   -9.16   -4.72    2.23   -2.55    0.02
2015   -1.63   -7.95   -9.30   -0.76   -7.04    0.02
2016   13.04    9.84   21.90   -2.19   12.46    0.20
2017   20.72   -5.22  -20.24    8.51  -13.74    0.80
2018   -8.06   -7.69   -9.90    0.58   -2.47    1.81
2019   28.18   -4.80  -12.00    5.31   -4.16    2.14
