This file was created using the 202006 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 2 ME portfolios
and 3 prior return portfolios in Developed_ex_US.

The portfolios are constructed monthly.  ME is market cap at the end of the
previous month.  Prior return is from -12 to - 2.

Missing data are indicated by -99.99.



  Average Value Weighted Returns -- Monthly
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
200006   ,6.64   ,5.11   ,4.69   ,3.25   ,3.65   ,3.06
200007  ,-4.43  ,-3.65  ,-4.40  ,-2.64  ,-1.99  ,-6.15
200008   ,1.04   ,2.24   ,5.97   ,0.96   ,0.37   ,3.39
200009  ,-3.88  ,-2.94  ,-4.78  ,-2.57  ,-2.77  ,-8.01
200010  ,-8.15  ,-5.73  ,-9.56   ,1.13  ,-2.33  ,-7.25
200011  ,-1.94  ,-0.56  ,-6.71  ,-3.55  ,-0.57  ,-8.09
200012   ,1.31   ,1.92   ,3.08  ,-2.15   ,4.26   ,1.52
200101   ,3.81   ,1.15   ,1.79   ,5.71  ,-0.62  ,-4.04
200102  ,-5.06  ,-0.31  ,-3.05 ,-14.04  ,-6.04  ,-3.83
200103 ,-10.46  ,-5.64  ,-6.70  ,-9.55  ,-7.45  ,-6.39
200104   ,6.60   ,7.50   ,8.05  ,11.96   ,6.48   ,5.31
200105  ,-1.74   ,0.45   ,1.80  ,-7.28  ,-0.60  ,-0.86
200106  ,-7.92  ,-0.60  ,-0.87  ,-8.25  ,-1.93   ,0.62
200107  ,-5.71  ,-2.40  ,-2.97  ,-3.75  ,-2.03  ,-1.80
200108  ,-3.52   ,1.91   ,3.24  ,-7.95   ,0.41   ,1.48
200109 ,-19.28  ,-9.41  ,-9.59 ,-13.82  ,-9.52  ,-7.50
200110   ,7.26   ,2.58   ,3.35   ,6.07   ,0.79   ,2.00
200111   ,8.24   ,1.27  ,-0.62   ,8.53   ,1.45  ,-0.43
200112  ,-2.77  ,-2.35  ,-1.91  ,-1.92   ,1.17   ,0.59
200201  ,-2.37  ,-2.16  ,-0.97  ,-7.29  ,-3.83  ,-2.99
200202  ,-0.59   ,3.01   ,3.87  ,-1.75   ,2.71   ,2.28
200203   ,5.67   ,3.52   ,3.87   ,8.56   ,4.31   ,3.15
200204   ,1.25   ,3.89   ,4.82  ,-2.46   ,2.26   ,2.31
200205   ,2.85   ,5.61   ,7.20   ,0.97   ,1.99   ,3.31
200206  ,-6.38  ,-0.35  ,-0.31  ,-6.83  ,-1.98  ,-0.23
200207  ,-8.64  ,-5.47  ,-5.02 ,-10.95  ,-8.81  ,-8.05
200208  ,-3.27  ,-0.52   ,0.66  ,-0.68   ,0.71  ,-0.26
200209 ,-13.68  ,-6.02  ,-5.55 ,-14.71  ,-9.41  ,-5.45
200210  ,-0.46  ,-1.61   ,0.12   ,8.48   ,2.99   ,1.39
200211   ,5.06   ,1.72   ,1.75   ,8.55   ,2.24   ,1.40
200212  ,-3.79   ,1.54   ,3.59  ,-7.82  ,-1.26   ,2.44
200301  ,-0.75   ,0.08   ,2.03  ,-2.41  ,-3.78  ,-1.56
200302  ,-2.08   ,0.29   ,1.34  ,-4.95  ,-0.90   ,0.69
200303  ,-2.53  ,-0.26  ,-0.40  ,-2.93  ,-1.22  ,-1.07
200304  ,12.44   ,6.78   ,6.06  ,12.41   ,9.25   ,5.13
200305  ,13.39   ,7.96   ,7.64   ,8.03   ,6.52   ,6.35
200306   ,8.26   ,5.12   ,3.78   ,4.79   ,2.45   ,0.35
200307   ,5.71   ,2.49   ,2.68   ,4.41   ,1.39  ,-0.31
200308   ,7.06   ,4.25   ,6.64   ,4.58   ,2.02   ,1.86
200309   ,7.17   ,6.70   ,7.16   ,3.69   ,3.37   ,4.39
200310   ,4.65   ,4.49   ,8.07   ,3.35   ,6.38   ,8.12
200311   ,0.58   ,1.33   ,0.44   ,3.15   ,2.44  ,-0.55
200312   ,4.57   ,5.72   ,5.88   ,7.15   ,7.04   ,6.77
200401   ,4.04   ,4.74   ,7.86   ,1.33   ,1.92   ,4.36
200402   ,2.45   ,3.35   ,3.14   ,2.42   ,2.44   ,2.28
200403   ,3.97   ,5.65   ,4.73   ,0.44   ,0.17   ,2.95
200404  ,-2.53  ,-1.94  ,-2.54  ,-1.42  ,-3.32  ,-3.93
200405  ,-0.70  ,-0.82  ,-2.73   ,0.79   ,0.68  ,-1.31
200406   ,2.66   ,4.80   ,5.58   ,2.00   ,2.97   ,3.79
200407  ,-3.37  ,-2.82  ,-4.34  ,-3.35  ,-2.51  ,-5.88
200408  ,-0.34   ,1.10   ,1.44   ,0.51   ,0.40   ,2.47
200409   ,2.46   ,2.22   ,2.42   ,1.89   ,3.55   ,2.38
200410   ,3.25   ,3.94   ,4.04   ,3.83   ,4.09   ,3.37
200411   ,6.27   ,6.73   ,7.39   ,5.98   ,6.25   ,6.27
200412   ,3.05   ,4.69   ,5.12   ,3.73   ,4.96   ,3.97
200501   ,1.52   ,2.67   ,3.32  ,-2.11  ,-1.43  ,-0.47
200502   ,3.40   ,4.38   ,6.06   ,3.66   ,4.39   ,3.98
200503  ,-2.68  ,-0.73  ,-0.61  ,-1.53  ,-2.23  ,-2.26
200504  ,-3.08  ,-1.50  ,-1.46  ,-2.89  ,-1.91  ,-2.74
200505  ,-2.75  ,-2.07  ,-1.77  ,-0.19  ,-0.24   ,0.80
200506   ,1.66   ,2.57   ,3.81   ,0.77   ,2.04   ,4.43
200507   ,2.68   ,2.91   ,4.72   ,3.45   ,3.04   ,4.32
200508   ,2.25   ,3.51   ,4.69   ,2.62   ,2.96   ,6.12
200509   ,1.25   ,2.72   ,3.95   ,2.98   ,3.96   ,5.91
200510  ,-2.54  ,-1.43  ,-1.92  ,-2.50  ,-2.98  ,-4.43
200511   ,0.94   ,2.76   ,2.96   ,1.92   ,2.79   ,2.87
200512   ,5.34   ,7.13   ,8.68   ,4.71   ,5.08   ,6.47
200601   ,6.04   ,6.49   ,7.98   ,4.03   ,6.09   ,8.30
200602  ,-0.28  ,-1.17  ,-0.62   ,1.02  ,-0.17  ,-1.39
200603   ,3.19   ,4.10   ,5.90   ,3.10   ,3.25   ,4.85
200604   ,4.07   ,4.84   ,7.02   ,4.53   ,5.01   ,5.01
200605  ,-4.92  ,-5.73  ,-6.69  ,-2.09  ,-4.50  ,-6.14
200606  ,-2.28  ,-2.32  ,-3.07  ,-0.05  ,-0.05  ,-0.62
200607  ,-2.56  ,-1.45  ,-1.17   ,0.67   ,1.21   ,0.25
200608   ,2.57   ,2.41   ,3.23   ,2.30   ,3.78   ,1.86
200609  ,-1.30  ,-0.67  ,-0.40   ,0.31   ,0.22  ,-0.16
200610   ,2.47   ,2.65   ,4.89   ,4.21   ,3.76   ,3.78
200611   ,2.12   ,2.97   ,5.00   ,3.11   ,2.95   ,3.37
200612   ,1.23   ,2.73   ,3.34   ,2.11   ,2.88   ,5.13
200701   ,2.36   ,2.47   ,3.45   ,0.44   ,1.21   ,0.67
200702   ,1.77   ,2.68   ,2.80   ,0.14   ,0.56   ,2.05
200703   ,1.35   ,2.83   ,4.81   ,2.77   ,3.17   ,2.64
200704   ,2.35   ,3.16   ,7.33   ,4.72   ,4.74   ,2.96
200705   ,0.61   ,1.20   ,3.62   ,2.73   ,2.12   ,2.44
200706   ,1.28   ,1.47   ,2.43   ,1.02  ,-0.52   ,0.65
200707  ,-0.41   ,0.76   ,2.31  ,-1.67  ,-1.93   ,0.64
200708  ,-6.16  ,-5.43  ,-7.38  ,-2.07  ,-1.05  ,-2.32
200709   ,1.23   ,2.89   ,5.99   ,3.63   ,6.26   ,8.04
200710   ,4.26   ,3.44   ,6.88   ,3.66   ,4.47   ,5.80
200711  ,-7.73  ,-5.46  ,-8.53  ,-4.85  ,-2.92  ,-4.57
200712  ,-3.02  ,-1.99  ,-2.44  ,-3.27  ,-0.82  ,-1.82
200801  ,-8.42  ,-7.56 ,-10.99  ,-7.47  ,-8.77  ,-9.29
200802   ,4.35   ,3.44   ,5.70  ,-0.89   ,2.07   ,3.52
200803  ,-4.22  ,-1.48  ,-1.75  ,-0.99  ,-0.88  ,-1.89
200804   ,3.24   ,2.40   ,2.39   ,7.58   ,4.95   ,5.49
200805   ,2.63   ,1.95   ,3.20  ,-0.89   ,2.03   ,3.34
200806 ,-10.13  ,-5.65  ,-3.72 ,-13.42  ,-8.17  ,-4.40
200807  ,-5.80  ,-4.20  ,-5.54  ,-1.68  ,-2.76  ,-6.09
200808  ,-5.74  ,-5.44  ,-6.48  ,-2.53  ,-4.30  ,-5.37
200809 ,-17.75 ,-14.07 ,-14.28 ,-15.24 ,-12.82 ,-15.18
200810 ,-28.05 ,-20.28 ,-20.44 ,-26.82 ,-20.55 ,-16.70
200811  ,-8.37  ,-4.55  ,-2.29  ,-6.72  ,-4.95  ,-5.32
200812   ,7.70   ,7.07   ,7.39   ,7.74   ,7.35   ,5.03
200901  ,-4.61  ,-5.65  ,-5.23 ,-10.43  ,-9.91  ,-8.61
200902  ,-9.33  ,-9.06  ,-7.83 ,-11.02 ,-10.13  ,-9.58
200903  ,10.73   ,3.68   ,1.74  ,12.18   ,6.36   ,2.42
200904  ,26.44  ,10.88   ,4.26  ,26.22  ,12.41   ,3.35
200905  ,24.34  ,15.26  ,11.56  ,16.46  ,13.44  ,10.10
200906   ,1.37   ,2.04   ,1.91  ,-1.36  ,-1.98   ,0.94
200907   ,8.12   ,5.71   ,6.45  ,10.06   ,9.75   ,8.71
200908   ,9.59   ,5.17   ,4.22   ,6.79   ,4.05   ,0.47
200909   ,7.52   ,4.32   ,4.74   ,4.05   ,4.96   ,4.37
200910  ,-0.89  ,-0.40  ,-0.07  ,-4.06  ,-1.01  ,-1.12
200911  ,-0.93  ,-0.17   ,0.79   ,2.16   ,3.12   ,2.46
200912  ,-0.99  ,-0.56   ,1.12   ,0.95   ,1.37   ,2.29
201001  ,-0.01   ,0.12  ,-0.46  ,-3.75  ,-4.65  ,-5.10
201002  ,-0.67  ,-0.25   ,0.19  ,-0.54  ,-0.14  ,-0.01
201003   ,3.72   ,5.70   ,7.35   ,4.48   ,6.57   ,9.32
201004   ,1.69   ,2.99   ,3.57  ,-1.36  ,-0.94  ,-0.85
201005 ,-10.87 ,-10.71 ,-11.45 ,-10.57 ,-10.43 ,-11.79
201006  ,-1.60  ,-0.16  ,-1.59  ,-2.22  ,-0.42  ,-2.02
201007   ,7.25   ,6.71   ,7.55  ,11.65   ,8.12   ,9.69
201008  ,-4.42  ,-2.46  ,-1.97  ,-5.30  ,-2.62  ,-1.69
201009   ,8.84   ,9.59  ,12.14   ,9.10  ,10.22  ,10.82
201010   ,2.67   ,3.32   ,3.63   ,4.17   ,4.00   ,3.97
201011  ,-3.66  ,-1.62   ,1.23  ,-7.66  ,-4.13  ,-1.38
201012   ,9.93   ,9.85  ,10.91   ,8.54   ,7.51   ,8.67
201101   ,1.79   ,2.38   ,1.50   ,5.41   ,0.86   ,0.18
201102   ,2.08   ,2.89   ,3.83   ,3.83   ,3.47   ,2.96
201103  ,-1.25  ,-0.56  ,-1.74  ,-2.84  ,-1.19  ,-0.90
201104   ,2.58   ,3.54   ,5.10   ,4.98   ,5.95   ,6.92
201105  ,-4.40  ,-2.64  ,-2.34  ,-2.96  ,-2.65  ,-2.72
201106  ,-2.43  ,-0.33  ,-1.95  ,-2.78  ,-1.09  ,-0.28
201107  ,-0.53   ,1.65   ,1.49  ,-3.01  ,-1.44   ,0.43
201108  ,-7.80  ,-5.91  ,-7.77  ,-9.53  ,-7.12 ,-10.79
201109 ,-11.23  ,-7.92 ,-11.77  ,-9.66  ,-9.30 ,-13.30
201110   ,6.62   ,4.47   ,6.02   ,9.99   ,9.14   ,9.26
201111  ,-8.64  ,-4.40  ,-3.20  ,-7.75  ,-4.33  ,-2.34
201112  ,-2.47  ,-0.96  ,-0.44  ,-2.91  ,-1.37   ,0.20
201201  ,11.21   ,6.88   ,6.28  ,11.33   ,5.50   ,2.41
201202   ,7.55   ,4.30   ,3.37   ,9.03   ,4.43   ,4.31
201203  ,-2.66   ,1.20   ,1.89  ,-2.32  ,-0.61   ,1.44
201204  ,-3.99  ,-0.39   ,1.44  ,-6.69  ,-0.49   ,0.71
201205 ,-14.92  ,-9.00  ,-9.11 ,-15.12 ,-11.30  ,-8.14
201206   ,2.33   ,2.67   ,3.20   ,7.76   ,5.64   ,5.66
201207  ,-1.88  ,-0.38   ,1.16  ,-2.65   ,1.94   ,2.63
201208   ,2.82   ,2.20   ,2.01   ,4.00   ,2.84   ,2.60
201209   ,4.95   ,3.75   ,4.19   ,4.83   ,2.89   ,2.80
201210  ,-0.25  ,-0.67   ,0.95   ,1.70   ,0.70   ,0.65
201211  ,-0.94   ,0.43   ,0.91   ,0.84   ,1.83   ,3.39
201212   ,5.74   ,3.19   ,4.06   ,4.03   ,2.90   ,2.80
201301   ,5.48   ,5.08   ,6.96   ,4.77   ,5.30   ,5.49
201302  ,-2.36   ,0.46   ,1.80  ,-3.78  ,-0.39   ,0.60
201303  ,-1.60   ,2.72   ,5.21  ,-1.83   ,1.03   ,2.22
201304  ,-0.71   ,3.69   ,6.25   ,3.41   ,4.38   ,6.09
201305  ,-1.08  ,-2.45  ,-2.95  ,-0.40  ,-1.92  ,-2.47
201306  ,-4.41  ,-2.13  ,-3.93  ,-5.46  ,-3.54  ,-2.98
201307   ,4.49   ,4.64   ,6.22   ,5.22   ,5.16   ,6.59
201308   ,1.22  ,-0.17   ,0.00   ,0.67  ,-1.96  ,-2.02
201309   ,6.41   ,8.08  ,10.19   ,6.15   ,6.64   ,8.66
201310   ,1.35   ,3.01   ,2.76   ,3.39   ,3.43   ,3.45
201311  ,-2.10   ,0.39   ,2.24  ,-0.33   ,0.51   ,2.24
201312   ,0.74   ,2.05   ,2.56   ,1.04   ,1.71   ,2.46
201401   ,0.16   ,0.32   ,0.75  ,-3.24  ,-4.19  ,-2.65
201402   ,2.96   ,3.14   ,4.25   ,5.34   ,5.66   ,5.76
201403   ,0.24   ,0.89   ,0.10   ,0.31   ,0.43  ,-2.44
201404   ,0.07   ,0.70  ,-1.26   ,2.82   ,1.44  ,-1.46
201405   ,0.62   ,1.10   ,1.20   ,1.72   ,1.57   ,0.99
201406   ,3.69   ,3.36   ,3.87   ,0.95   ,1.42   ,1.32
201407  ,-1.82  ,-1.13  ,-1.02  ,-2.09  ,-1.68  ,-2.33
201408  ,-0.49  ,-0.09   ,0.54  ,-0.32  ,-0.10  ,-0.54
201409  ,-6.60  ,-4.73  ,-5.09  ,-4.60  ,-3.79  ,-3.50
201410  ,-5.29  ,-2.82  ,-3.12  ,-2.03  ,-1.22  ,-2.02
201411  ,-1.79  ,-0.69  ,-0.74   ,0.71   ,1.33   ,0.74
201412  ,-3.22  ,-0.37  ,-1.00  ,-4.14  ,-3.00  ,-2.21
201501  ,-3.22  ,-0.17  ,-0.09  ,-2.81  ,-0.15   ,1.92
201502   ,5.99   ,4.31   ,3.84   ,8.01   ,5.61   ,3.91
201503  ,-2.11  ,-0.36   ,0.85  ,-2.18  ,-1.06  ,-1.02
201504   ,7.75   ,6.31   ,8.42   ,6.51   ,4.60   ,3.19
201505  ,-0.28   ,1.12   ,3.86  ,-2.21  ,-0.25   ,0.31
201506  ,-1.98  ,-0.11  ,-0.15  ,-4.00  ,-2.36  ,-2.42
201507  ,-3.18  ,-0.62  ,-2.81  ,-0.48   ,1.79   ,1.61
201508  ,-4.86  ,-3.07  ,-6.18  ,-7.40  ,-6.13  ,-6.24
201509  ,-5.13  ,-2.64  ,-1.32  ,-7.77  ,-3.55  ,-3.93
201510   ,5.87   ,4.79   ,3.96   ,8.57   ,6.82   ,5.29
201511  ,-2.66  ,-0.21   ,0.89  ,-1.98  ,-1.30  ,-0.53
201512  ,-1.07   ,1.12   ,2.13  ,-2.94  ,-1.01   ,0.23
201601  ,-8.14  ,-6.65  ,-7.93  ,-8.10  ,-6.23  ,-5.81
201602   ,0.97   ,0.17  ,-0.08  ,-0.95  ,-1.76  ,-0.59
201603  ,10.66   ,7.57   ,8.77   ,7.39   ,6.54   ,6.63
201604   ,5.73   ,3.69   ,3.49   ,4.69   ,2.44   ,2.30
201605  ,-2.17  ,-0.98   ,0.67  ,-2.41  ,-0.48   ,0.71
201606  ,-5.67  ,-2.83  ,-0.82  ,-7.28  ,-2.30   ,0.81
201607   ,5.08   ,5.17   ,5.80   ,6.83   ,4.25   ,3.91
201608   ,1.17  ,-0.12  ,-0.83   ,3.08  ,-0.44  ,-3.13
201609   ,2.48   ,3.50   ,5.14  ,-0.15   ,1.67   ,2.82
201610  ,-0.31  ,-0.76  ,-1.90  ,-0.84  ,-1.92  ,-2.47
201611   ,0.15  ,-2.26  ,-4.22   ,0.01  ,-2.82  ,-4.09
201612   ,3.16   ,2.04   ,1.66   ,3.75   ,3.21   ,1.09
201701   ,3.77   ,4.72   ,6.38   ,1.91   ,3.45   ,5.02
201702   ,1.58   ,1.52   ,1.31   ,2.09   ,0.85  ,-0.76
201703   ,1.71   ,2.25   ,1.83   ,2.74   ,3.27   ,3.53
201704   ,1.43   ,2.38   ,1.60   ,3.15   ,2.83   ,2.78
201705   ,1.56   ,3.03   ,4.52   ,4.82   ,3.67   ,2.47
201706   ,1.38   ,2.18   ,1.67  ,-1.16   ,0.53   ,1.16
201707   ,2.97   ,3.73   ,4.05   ,2.27   ,3.28   ,4.29
201708  ,-0.26   ,0.58   ,1.65  ,-0.04   ,0.25   ,0.69
201709   ,1.98   ,1.81   ,3.24   ,2.04   ,2.24   ,2.48
201710   ,0.28   ,1.58   ,2.49   ,0.57   ,1.77   ,2.11
201711  ,-0.45   ,1.20   ,1.50   ,0.64   ,0.93   ,0.68
201712   ,3.37   ,3.24   ,3.28   ,2.02   ,1.99   ,0.80
