This file was created by CMPT_IND_RETS using the 202006 CRSP database.
It contains value- and equal-weighted returns for  5 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
193310 -10.20 -10.51 -12.37  -4.94 -11.62
193311   6.54   8.03   9.13   6.49   3.22
193312   2.28   1.06   8.97 -10.96   1.28
193401  32.68  29.88  32.47  28.57  35.82
193402   2.94   0.82  -4.72  -3.92   0.96
193403   1.91  -0.48   2.62  -1.90   0.41
193404  -0.26   0.07  -2.14   1.24   0.07
193405 -10.99 -11.90  -8.48  -9.77  -9.28
193406  -0.40   1.46   3.89   1.40  -2.56
193407 -16.50 -18.92 -16.12 -12.43 -22.06
193408   8.32  10.51   8.62   2.43  10.46
193409   0.57  -2.29  -0.79  -1.42  -1.35
193410   0.45  -2.96  -0.72   1.82  -4.70
193411  14.29  15.66  14.20   4.84   6.31
193412   1.67   2.27   0.16   0.10  -0.45
193501  -3.57  -2.11  -4.65  -1.53  -4.35
193502  -4.32  -5.36  -1.58  -1.05  -9.30
193503  -8.23  -6.23  -6.16  -4.70  -8.31
193504   7.62  11.15  12.34   3.30  10.32
193505   1.30   3.24   2.09  -1.33   2.85
193506   3.98   3.96  10.94   4.04   3.43
193507   9.98  12.21  14.09  10.04   9.88
193508   7.44   7.22   3.39   0.58  13.92
193509   4.27   2.08   4.38   5.85  -0.88
193510   8.62  10.16  16.62  10.08   2.83
193511  10.38  11.65   9.69   1.43  29.75
193512   2.35   9.55   8.49   8.48   3.64
193601  11.13  14.83   9.43  13.98  23.07
193602   3.36   5.00   3.67   1.26   4.83
193603   2.20   1.11  -0.31   3.47  -1.56
193604 -11.91 -12.76 -10.17 -14.09 -12.51
193605   4.59   5.05   6.20   6.25   6.59
193606   1.28  -0.86   0.58   0.78  -0.66
193607   7.43   8.74   8.95   5.92   7.33
193608   2.07   2.49   0.42  -1.07   2.19
193609   3.90   3.47   4.88   1.06   2.18
193610   6.48   7.17   4.87   3.54   6.38
193611  10.35   9.51   6.44   5.46   8.18
193612  -2.35   7.14  -0.99  -2.45   3.43
193701   6.30   9.75   4.22   8.96   6.78
193702   2.26   1.61   0.63  -3.49   6.62
193703  -1.99   1.74  -4.46  -3.36   1.43
193704  -9.88  -9.92  -9.05  -5.41 -11.48
193705  -3.10  -1.11   0.73   0.28  -4.37
193706  -6.93  -6.35  -5.30  -6.90 -12.25
193707   9.40  10.50   8.78   6.20  10.32
193708  -4.75  -5.70  -2.08  -4.45  -6.77
193709 -18.43 -20.65 -19.30 -12.57 -19.13
193710  -9.66 -10.91 -11.65  -4.84  -9.36
193711 -12.75 -10.30 -10.97  -9.71  -9.45
193712 -11.45  -8.58  -6.04  -6.68 -12.88
193801   7.19   2.05   2.82   4.12   3.98
193802   4.34   8.10   9.04   5.23   4.34
193803 -26.61 -29.30 -29.08 -16.34 -30.81
193804  18.58  21.08  21.73  13.63  21.28
193805  -6.71  -7.99  -5.92  -2.38  -6.13
193806  29.09  35.08  32.24  15.38  27.47
193807  14.63  10.09  12.53   6.46  13.00
193808  -5.31  -6.11  -4.04  -2.78  -9.34
193809  -1.74  -0.78  -1.10  -1.88  -2.82
193810  13.20  15.51  12.62   9.67  14.40
193811  -3.33  -2.65  -4.16   1.51  -7.44
193812  -0.05   5.09   5.58  -0.20   4.74
193901  -5.40  -9.25  -8.21  -5.45  -7.72
193902   4.94   3.69   3.29   4.90   3.84
193903 -14.78 -19.64 -17.63  -8.15 -17.16
193904   1.03  -0.05   0.19  -0.24  -1.75
193905   8.94   8.76  10.63   6.14   6.40
193906  -6.29  -9.15 -11.08  -3.00 -10.20
193907  12.14  15.07  17.15   8.22  12.55
193908 -10.32 -10.50 -11.67 -10.36 -11.10
193909  30.14  44.10  19.98  14.89  55.43
193910   1.72  -1.77  -0.31   2.87  -3.39
193911  -5.66  -9.71  -4.36  -3.33 -10.61
193912   1.58   2.77   1.74   0.38  -0.62
194001  -0.15  -3.89  -1.35  -1.13  -0.65
194002   4.30   2.69   2.39   1.53   1.51
194003   2.80   2.08   4.60   4.87   3.54
194004   1.19   2.07  -0.14   1.69  -0.16
194005 -27.21 -26.81 -23.83 -22.32 -27.59
194006   6.44   7.50   4.92   3.69   6.11
194007   3.25   4.04   4.37   1.51   4.06
194008   2.58   2.13   5.43  -0.98   1.14
194009   3.68   4.43   2.85   4.44   2.96
194010   3.07   6.61   6.54  -0.18   4.25
194011   1.64  -0.94  -2.59  -0.49  -1.67
194012  -2.22  -0.46   0.13  -0.68  -4.66
194101  -0.42  -4.67  -0.37   3.43   8.53
194102  -2.49  -1.98   0.38  -3.32  -1.60
194103   1.48  -0.02   2.68   0.30   4.02
194104  -6.37  -5.70  -6.40  -5.87  -4.67
194105   0.53   2.35   0.01   3.30  -1.13
194106   7.28   7.12   6.77   4.43   4.77
194107  13.42  11.31   8.06  12.65  17.57
194108   0.64  -1.53  -1.17   0.45  -1.04
194109  -0.74  -2.71  -0.34   2.58  -3.85
194110  -6.20  -6.30  -7.25  -2.48  -6.19
194111  -3.58  -3.40  -2.92   0.04  -3.79
194112  -9.11  -6.84  -6.64  -3.98 -11.12
194201  10.24   8.33   6.53   2.96  35.30
194202  -0.94  -1.07  -2.08  -5.39  -2.65
194203  -4.50  -4.68  -0.47  -4.48  -8.96
194204  -4.87  -5.42  -4.48  -3.16  -2.25
194205   4.12   1.69   6.88   7.62   1.91
194206   2.63   2.31   3.13   4.64   2.16
194207   4.79   3.41   4.95   2.45   7.16
194208   2.12   2.49   1.88   3.02   5.44
194209   3.06   4.44   5.44   2.02   9.03
194210   8.00  10.75  11.86   4.80  11.95
194211   0.53  -2.80   1.56   1.69  -3.98
194212   2.56   4.06   8.19   9.48   1.85
194301  15.65  15.33   9.15   6.07  26.50
194302   9.79  11.24   7.37   6.05  27.07
194303  12.17  10.12  10.14  11.93  11.93
194304   5.08   1.32   3.55   5.01   5.93
194305   8.30   7.71   8.84   3.56  10.54
194306   3.69   0.54   2.98   2.42  -2.50
194307  -4.97  -7.26  -7.70  -2.75  -7.46
194308   1.20   0.04   0.47  -1.00  -0.49
194309   4.10   3.08   4.84   3.85   3.14
194310   0.18  -0.26  -0.30  -0.06  -1.54
194311  -7.45  -9.24  -8.62  -5.67 -11.45
194312  10.26   9.52  11.07   5.95   9.64
194401   4.30   4.12   5.09   2.51   6.15
194402   1.79   1.07  -0.60  -2.29   2.82
194403   4.87   3.33   4.04   5.86   4.56
194404  -2.52  -3.03  -2.52  -1.86  -3.91
194405   8.10   6.15   6.89   5.44   4.90
194406  10.88   9.61   9.57   5.61  12.53
194407  -0.73  -1.33  -1.86  -2.61  -1.76
194408   4.46   2.87   1.78   0.07   1.70
194409   0.24   0.08   0.25   1.54  -0.83
194410   0.56  -0.24   0.14  -0.60  -0.07
194411   2.57   1.99   1.00   1.48   3.24
194412   4.43   6.67   5.79   5.32  13.11
194501   4.69   5.02   2.99   1.75   3.18
194502   7.24   9.11   5.89   6.28  10.48
194503  -4.83  -6.34  -6.06  -3.34  -5.42
194504   8.85   8.78   8.61   9.73   9.39
194505   4.44   1.62   1.05   3.96   3.94
194506   2.44   3.28   0.05  -3.29   8.60
194507  -2.26  -3.48  -3.69  -2.09  -5.69
194508   7.85   7.04   7.92   9.96   2.53
194509   5.84   6.69   4.48   6.96   6.71
194510   7.66   5.73   2.85   7.62   7.74
194511  10.27   8.46   7.09   9.49  12.10
194512   3.40   2.02   2.79   2.81   1.47
194601   8.78   9.46   6.29   9.56  11.60
194602  -6.35  -6.28  -7.79  -4.32  -7.37
194603   6.88   6.40   2.67  15.60   2.81
194604   6.84   5.13   2.08  13.60   3.41
194605   5.50   6.10   5.73   5.93   3.95
194606  -5.73  -4.36  -6.03  -6.93  -4.31
194607  -3.21  -4.22  -5.24  -3.90  -5.45
194608  -7.75  -6.88  -8.63  -4.91  -8.53
194609 -13.27 -12.90 -13.16  -7.74 -16.08
194610  -1.01  -1.56  -2.70  -2.37  -0.45
194611  -1.76   0.87  -1.61   1.18  -0.55
194612   4.17   6.43   7.01   7.23   0.75
194701   3.09   2.51   5.16  -2.73   4.03
194702  -0.15  -0.59  -2.79  -4.21  -0.32
194703  -3.42  -2.20  -3.34  -1.26  -4.43
194704  -9.29  -7.12  -7.83  -8.46  -9.10
194705  -3.65  -3.89  -2.92  -5.38  -4.22
194706   6.67   5.58   6.30   3.07   4.73
194707   6.06   6.21   6.89   3.97   6.78
194708  -1.67  -0.91  -2.48  -4.93  -3.47
194709   0.34   1.20   1.79  -3.97  -0.55
194710   3.84   3.98   3.06   3.60   0.88
194711  -3.16  -2.97  -2.62  -2.87  -2.90
194712   0.17   3.19   0.91   0.87   4.74
194801  -2.43  -2.34  -2.40  -5.61   2.42
194802  -6.51  -5.75  -5.95  -4.78  -5.66
194803   7.16  10.81  11.95   6.51  10.87
194804   3.24   4.11   2.57   1.52   4.85
194805   9.29   8.37  11.55   7.24   8.43
194806  -2.20  -1.09  -0.27  -1.03  -1.42
194807  -4.64  -5.57  -6.63  -4.64  -5.46
194808  -0.06  -0.34  -0.20  -1.91   0.04
194809  -4.17  -3.99  -4.37  -3.42  -5.24
194810   4.09   5.95   5.40   5.13   6.03
194811  -9.74 -11.23 -10.33  -7.32 -11.58
194812  -0.74   2.07   5.58   2.68   1.54
194901   3.23   1.06  -1.34   4.85   2.02
194902  -4.14  -3.72  -6.85  -2.45  -4.21
194903   5.81   5.94   5.11   6.21   6.47
194904  -2.92  -3.67  -5.61   0.26  -1.75
194905  -2.78  -4.76  -6.11  -2.68  -5.52
194906   0.76  -1.38  -2.59   1.04  -1.66
194907   6.07   6.48   7.14   5.39   5.72
194908   2.41   3.03   1.54   0.81   1.96
194909   4.10   4.17   6.51   3.50   4.54
194910   3.62   3.84   4.66   3.45   4.72
194911   1.16   1.21   0.63   2.58  -0.24
194912   7.09   6.12  10.04   8.13   8.53
195001   4.19   3.04   8.47   2.16   4.98
195002   0.54   2.14   3.80   3.93   1.52
195003  -0.37  -0.29   3.68  -2.92  -0.55
195004   3.89   5.12  10.32   5.63   3.94
195005   3.15   4.55  -0.46   1.45   1.78
195006  -6.85  -7.58  -9.47  -6.37  -8.19
195007   4.09   5.39  -0.89  -3.18   8.69
195008   5.01   5.45   6.98   4.05   3.25
195009   5.48   5.07   6.96   5.85   6.01
195010  -0.92   0.06  -3.19   0.55  -0.25
195011   0.58   4.44   1.27   3.28   5.52
195012   6.91   8.14   4.79   6.30  13.95
195101   7.56   7.82   8.93   4.05   6.91
195102   1.47   1.05   3.14   2.16   0.49
195103  -3.72  -3.21  -3.17  -0.04  -3.68
195104   1.91   5.83   4.49   8.90   2.44
195105  -2.01  -2.32  -3.21  -0.23  -3.88
195106  -4.87  -4.21  -4.09  -1.45  -5.40
195107   3.00   8.17   5.28  10.80   6.86
195108   4.16   5.18   6.24  -0.63   4.56
195109   1.36   2.35   2.56   0.02   4.09
195110  -2.69  -1.69  -4.06  -3.58  -3.22
195111   0.26   0.43   2.86  -1.33   2.04
195112   0.47   2.21   2.58   3.19   1.00
195201   0.40   2.55   0.92   2.52   2.10
195202  -1.64  -2.51  -1.48  -3.56  -1.69
195203   2.04   2.96   3.00   0.21   4.47
195204  -3.45  -5.45  -3.04  -4.83  -3.91
195205   2.26   2.59   1.02   1.06   2.63
195206   2.26   3.26   3.80   0.95   4.14
195207   0.64   1.46   1.86  -2.22   0.74
195208   0.63  -0.37   0.57  -0.01  -0.07
195209  -1.49  -1.99   1.76  -2.25  -1.20
195210  -1.35  -1.08  -0.43  -1.48  -1.16
195211   4.74   5.81   6.52   5.39   6.19
195212   1.69   2.27   2.61  -0.26   3.60
195301   3.00   2.04   2.31  -2.37   3.11
195302   1.94   0.94   1.20   2.07   0.60
195303  -1.07  -0.88  -2.24  -0.02  -1.47
195304  -1.58  -2.81  -1.58  -2.47  -2.70
195305   0.49   0.50  -0.11   0.65   1.46
195306  -3.52  -3.15  -2.38  -3.13  -3.04
195307   1.52   1.91   1.72   2.58   1.62
195308  -4.26  -5.04  -6.00  -1.86  -7.07
195309  -1.72  -0.66   2.23  -0.38  -2.45
195310   2.30   4.84   3.80   2.70   3.26
195311   0.86   2.72   1.37   6.31   2.75
195312  -2.16  -0.95  -0.90   0.05  -2.26
195401   6.66   7.40   6.81   5.92   7.46
195402   0.46   1.70   2.09   1.34   1.73
195403   1.21   3.90   3.68   0.15   2.86
195404  -0.65   2.67   3.33   2.18   2.24
195405   4.05   4.25   2.67   2.33   5.43
195406   1.30   1.01   3.38  -0.31   1.35
195407   7.60   6.74   7.92   7.08   7.67
195408  -0.86  -1.12  -2.62  -1.74   0.22
195409   3.83   4.53   5.88   5.43   4.28
195410  -1.22  -1.00   0.02   0.28   0.88
195411   6.48   9.73  11.81  12.04  10.55
195412   7.41   8.43   8.89   8.00  12.77
195501   1.73   1.09   2.10  -2.24   1.94
195502   3.04   4.83   5.96   3.80   4.41
195503  -0.62   0.02   0.60   4.59   0.92
195504   2.64   1.76   3.00   4.12   3.23
195505   0.29   0.47   0.99   1.05   2.09
195506   2.52   4.81   2.48   1.47   2.19
195507   2.17   0.68  -1.67   1.02  -0.94
195508  -0.66   1.51  -0.81  -0.25   0.47
195509  -0.01  -0.77  -2.87  -1.15  -1.59
195510  -1.36  -1.56  -3.35   0.94  -2.44
195511   2.75   6.79   6.05   6.97   6.44
195512   1.58   2.67   3.27   7.30   1.27
195601  -1.18  -2.17  -2.67  -4.49  -2.84
195602   1.83   4.08   3.88   4.05   3.68
195603   2.44   6.65   6.96   7.09   4.52
195604  -0.48   0.66   0.46   1.28   1.23
195605  -3.61  -3.83  -5.59  -3.51  -4.66
195606   1.15   2.93   2.64   2.26   1.29
195607   1.82   5.62   3.78   4.34   2.75
195608  -0.73  -1.97  -1.86  -3.27  -3.01
195609  -2.81  -4.12  -3.97  -3.02  -3.23
195610   1.15   0.85  -0.50   0.66   0.06
195611  -0.03   1.48  -0.55  -0.92  -0.62
195612  -0.01   3.30   4.01   6.22   2.43
195701   2.35  -1.08   0.50  -1.17   0.85
195702  -1.65  -2.37  -2.54   0.14  -3.31
195703   1.75   2.06   3.94   6.87   2.50
195704   2.12   2.42   4.73   4.60   2.87
195705   1.34   2.44   3.86   4.50   1.78
195706  -0.04  -1.66   1.01   4.11  -0.44
195707   0.60   0.33   0.10   2.11   1.17
195708  -3.18  -5.48  -6.96  -2.37  -5.70
195709  -3.21  -6.21  -5.86  -1.54  -6.60
195710  -5.75  -6.06  -8.43  -1.60  -8.80
195711   1.40   2.77   5.13   7.41  -0.63
195712  -3.51  -5.33  -6.61  -0.60  -5.48
195801  10.70  10.11  10.83   2.36  13.15
195802   0.02  -1.85  -2.35   4.28  -1.07
195803   3.58   3.64   4.93  10.34   2.08
195804   3.93   2.26   2.08   8.46   4.01
195805   3.66   4.01   5.54   2.43   3.61
195806   3.02   2.80   4.08   2.72   4.61
195807   3.92   6.49   3.96   4.17   5.55
195808   5.04   1.86   4.84   3.29   2.31
195809   5.85   4.42   5.18  11.10   6.03
195810   2.85   2.95   6.22   1.31   3.85
195811   4.54   3.05  10.33   8.59   4.44
195812   3.57   4.20   5.07   4.95   2.81
195901   5.26   4.10   2.66  -0.09   4.05
195902   3.66   1.85   8.84   4.86   1.47
195903   1.43   0.96   3.08   4.51   0.08
195904   2.29   2.00   9.39  11.06   1.24
195905   0.63   0.99   0.45  -2.46   0.92
195906   0.71   0.32   1.12   6.27  -0.26
195907   3.98   3.34   2.14   3.79   0.85
195908  -0.20  -1.61  -3.97   0.02  -2.05
195909  -2.98  -5.23  -5.88  -6.10  -4.07
195910   1.97   1.59   7.00   5.48   1.22
195911   0.91   1.86   5.07   4.80  -0.48
195912   2.60   1.96   3.99  -0.91   1.98
196001  -3.06  -4.14  -7.73  -4.71  -2.60
196002   1.05   0.29   5.46   1.20  -0.01
196003  -3.01  -2.12  -2.33   0.15  -2.70
196004  -0.89  -2.53  -2.32   1.17  -2.42
196005   1.55   1.56  11.17  11.25   0.06
196006   3.31   1.74   1.41   3.33   1.93
196007  -1.26  -1.62  -5.74  -4.15  -1.68
196008   3.85   3.48   5.66   1.92   4.11
196009  -4.94  -5.97 -10.16  -8.55  -5.73
196010  -1.38  -2.14  -6.44  -4.32  -2.12
196011   4.95   4.18   6.32   4.21   5.35
196012   2.86   4.63   3.62   6.04   2.64
196101   7.93   8.44   4.76   8.13   9.51
196102   6.57   5.81   7.65   6.55   5.56
196103   6.42   3.99   6.31   6.50   4.61
196104   0.65   0.63   2.25  -2.72   1.34
196105   4.05   4.53   3.24   1.57   4.99
196106  -3.18  -4.29  -5.71  -3.27  -4.47
196107   0.95   1.51   0.85   1.80   0.33
196108   2.90   1.61  -0.41   4.24   3.33
196109  -1.55  -3.10  -5.96  -2.54  -3.24
196110   3.35   1.80  -0.24   3.77   2.18
196111   6.41   3.63   6.15   3.06   4.70
196112  -0.66   0.17  -0.15  -2.61  -1.57
196201  -1.57  -0.45  -2.63  -3.49   1.00
196202   1.02   1.94   0.26   2.10   1.64
196203  -0.45  -0.32  -1.52   0.33  -1.66
196204  -7.08  -6.10  -9.34  -9.69  -6.73
196205  -9.48  -9.35 -12.92 -12.47  -9.51
196206  -8.31  -7.90 -11.12 -11.78  -8.74
196207   6.19   5.80   9.46   5.77   7.20
196208   2.73   2.47   4.60  -3.78   4.43
196209  -6.43  -5.21  -9.53  -5.56  -6.49
196210  -3.16  -1.56  -4.04   0.73  -2.09
196211  11.74  13.13  16.85  19.63  17.33
196212  -0.64  -0.88  -2.66  -0.25  -0.66
196301   8.18   7.73   7.78   7.00   8.24
196302  -1.74  -1.07  -3.98  -2.11  -0.43
196303   1.55   2.62  -0.26   1.27   2.80
196304   3.77   3.52   3.87   7.47   4.46
196305   2.42   3.18   3.72  -0.16   5.32
196306  -1.55  -1.58  -1.82  -1.79  -1.59
196307  -0.37  -0.43  -2.37   0.60  -1.06
196308   3.68   4.54   3.58   7.28   4.39
196309  -1.26  -1.08  -0.10  -1.33  -1.48
196310   1.85   0.41   4.49   3.80   0.95
196311  -2.45  -0.73  -2.55  -1.55  -1.96
196312  -1.32   0.14  -3.20  -0.45   0.66
196401   3.28   3.69   2.32   3.66   2.92
196402   2.07   2.32   1.24   0.97   5.13
196403   1.63   3.52   2.29  -1.40   3.47
196404   1.09   0.08  -1.64  -1.47  -0.25
196405   0.17   1.32  -0.93   0.00   0.97
196406   1.93   1.14   0.56  -0.27  -0.44
196407   2.94   3.47   1.56   4.83   2.41
196408  -0.37  -0.16  -1.71  -2.43  -1.36
196409   3.62   3.17   4.40   5.24   5.41
196410   2.11   1.73   1.13   2.29   2.57
196411   0.72  -0.13  -1.52   2.05  -0.76
196412  -1.59  -1.41  -0.60   3.48  -1.66
196501   8.02   6.91   9.70   7.71   6.06
196502   3.56   3.06   3.43   2.05   3.94
196503   1.77   1.29   1.80   0.68   1.04
196504   4.23   4.31   5.63   2.98   2.75
196505   0.51  -1.03   0.19  -1.48  -1.62
196506  -8.41  -7.90 -10.40  -6.35  -8.05
196507   2.04   3.00   4.86   4.36   3.07
196508   3.71   3.43   8.68   6.66   4.35
196509   2.20   2.85   5.49   3.21   1.84
196510   5.35   5.88   8.43   4.25   5.86
196511   3.28   4.06  13.08   4.46   5.12
196512   3.57   4.08   3.39   4.91   6.42
196601   6.49   5.98   6.01   4.41   7.58
196602   3.02   2.32   6.32  -0.27   3.40
196603  -1.47  -0.83  -1.77  -1.56   0.52
196604   3.35   4.58  10.36   4.70   4.30
196605  -8.44  -7.96 -13.01  -7.02  -9.28
196606  -0.90  -0.82   2.03   1.95  -0.89
196607  -1.82  -1.32  -2.17  -1.44  -1.78
196608 -10.09  -9.57  -8.86  -9.49 -11.87
196609  -2.00  -1.20  -3.69  -1.84  -2.28
196610  -2.48   0.80  -7.03   2.16  -2.55
196611   1.36   2.93  12.16   7.52   7.29
196612  -0.14   2.49   4.78   1.94   0.68
196701  17.27  15.63  22.73  10.14  20.07
196702   5.56   3.27   5.33   2.86   4.61
196703   4.29   6.25   7.71   8.58   6.66
196704   5.03   3.75   6.28   5.28   2.42
196705  -0.56  -0.84  -2.65  -4.43   0.57
196706   8.20   7.66  13.50   6.25   7.84
196707   9.01   7.65   4.94   5.17  11.48
196708   2.09   0.12  -2.43   2.24   1.35
196709   8.35   4.80   8.99   6.41   4.97
196710  -0.74  -3.20  -2.07  -5.90  -1.36
196711  -0.19   0.22  -0.04   1.50   0.15
196712   7.87   7.94   9.74   1.75   9.18
196801   4.05   1.10  -3.47  -5.26   6.09
196802  -4.80  -5.64  -8.74  -5.40  -4.58
196803   0.10  -1.65  -1.12  -0.16  -1.32
196804  16.08  12.37  16.82  11.00  14.48
196805  11.51   7.32   9.16   5.75  11.22
196806   1.50   2.16  -1.79   1.01   2.42
196807  -2.85  -2.49  -6.80  -3.75  -0.92
196808   4.36   3.13   2.39   2.11   4.31
196809   7.92   5.46   6.48   1.59   9.67
196810   2.18   0.55  -2.42  -0.47   0.77
196811   6.47   7.26   7.87   8.47   8.07
196812   0.48   0.68  -0.64  -0.64   0.64
196901  -0.93   0.00  -2.37  -0.49   0.91
196902  -8.59  -8.24 -10.22  -6.11  -8.90
196903   1.72   2.29   0.87   3.64   2.02
196904   0.33  -0.59   1.27   3.92   2.09
196905   0.57   0.75  -0.35   2.46  -0.52
196906 -11.31 -10.59 -12.37  -8.09 -12.91
196907 -10.16  -8.48 -11.88  -4.04 -10.45
196908   5.29   3.84   6.29  10.44   7.16
196909  -2.30  -3.32  -2.31   1.84  -1.36
196910   9.67   7.89  16.54  11.13   7.84
196911  -5.73  -5.43  -4.81  -1.41  -6.97
196912  -7.54  -5.48  -7.25   0.61  -8.97
197001  -3.69  -3.17  -5.81  -4.11  -5.10
197002   2.33   4.41   3.78   4.13   6.91
197003  -2.10  -1.23  -6.28  -4.91  -2.60
197004 -15.76 -14.30 -20.74 -17.07 -18.19
197005  -9.78  -7.98 -10.30 -10.36  -9.42
197006  -7.18  -7.07 -10.46  -5.75  -8.24
197007   6.62   6.56   0.76   4.16   6.04
197008   5.67   5.97   7.69   4.87   7.25
197009  13.51  10.22  20.39  12.19  13.46
197010  -4.87  -5.13 -12.30  -4.42  -6.61
197011   0.06   1.24  -2.91  -0.25   0.22
197012  11.08   7.65   4.97   9.09   6.88
197101  14.30  11.58  17.89   8.44  16.15
197102   7.37   3.16   4.67   6.85   3.96
197103   6.07   3.93   9.42   4.64   6.09
197104   1.98   2.49   3.32   4.08   3.72
197105  -4.91  -4.94  -5.84  -0.49  -5.79
197106  -1.85  -1.57  -3.20  -0.50  -1.66
197107  -5.92  -4.47  -8.94  -6.10  -5.81
197108   3.97   3.74   5.05   4.70   5.14
197109   0.69  -1.50  -2.82   1.45  -0.05
197110  -5.64  -5.41  -7.68  -4.85  -6.30
197111  -3.59  -3.10  -2.50  -2.89  -4.00
197112  12.63  10.83  15.55  12.11  11.27
197201  10.17   8.91  17.74   6.67  11.60
197202   4.80   3.75   5.96   7.85   2.58
197203  -0.36  -0.20   0.15   0.44   0.30
197204  -0.07   0.48   0.23  -0.61  -0.16
197205  -2.47  -1.58  -1.41   0.27  -2.43
197206  -4.37  -2.50  -3.34  -1.18  -3.90
197207  -4.65  -1.54  -2.59  -1.96  -4.16
197208  -0.82   3.02   0.70   3.80   0.80
197209  -3.84  -2.35  -3.90  -3.67  -3.38
197210  -1.73  -0.63  -1.99  -4.44  -2.10
197211   6.07   5.80   2.92  -0.40   4.38
197212  -2.71  -1.27  -2.62  -0.09  -2.98
197301  -5.75  -2.03  -3.85  -8.10  -4.65
197302  -8.45  -6.28  -9.21  -7.34  -7.13
197303  -4.33  -1.56  -3.51  -3.02  -2.10
197304  -8.73  -4.87  -8.46 -10.00  -8.55
197305  -9.44  -6.71  -9.78  -8.81  -8.85
197306  -4.89  -2.46  -2.74  -4.27  -2.85
197307  11.96   9.46  16.18  14.64   9.82
197308  -5.40  -3.27  -6.06  -6.19  -4.31
197309   6.35   8.86  11.24   8.52   5.90
197310  -1.86   1.93   1.13   0.75  -1.29
197311 -20.14 -15.83 -21.58 -15.78 -16.30
197312  -5.98  -1.79  -4.73  -5.26  -4.12
197401  14.89  12.30  14.82   9.53  12.68
197402   1.35   0.83  -1.18  -0.81   0.77
197403   1.94   1.08   0.45  -0.62   0.40
197404  -4.99  -4.64  -5.98  -5.51  -5.86
197405  -6.21  -6.46  -7.00  -5.97  -7.90
197406  -2.98  -1.53  -4.32  -3.09  -3.83
197407  -5.44  -3.51  -7.79  -7.36  -5.81
197408  -7.85  -7.14  -8.55  -7.90  -8.98
197409  -8.49  -7.07 -11.05 -11.78  -7.04
197410   6.93  11.61   6.51  19.96   8.44
197411  -6.12  -3.55  -5.75  -1.61  -5.10
197412  -8.49  -6.20 -10.07  -8.27  -7.73
197501  31.17  25.31  34.68  27.65  29.02
197502   4.88   4.79   8.32  11.84   5.86
197503  11.71   5.67  11.55   5.19   7.15
197504   3.38   4.64   6.70   3.80   1.66
197505   6.89   7.32  10.84   8.65   7.04
197506   8.06   8.17   8.65   5.43   6.00
197507   0.83  -1.59  -2.42  -2.52  -0.68
197508  -4.38  -3.82  -6.12  -7.68  -4.95
197509  -2.65  -3.24  -4.39  -5.04  -4.38
197510   3.99   1.22   0.48   1.88   0.62
197511   4.00   1.62   1.61   2.66   0.77
197512  -0.68  -0.77  -2.24  -0.75   0.52
197601  20.41  18.29  24.58  17.01  16.64
197602  14.10   8.79  14.04   7.48  10.80
197603   1.67   1.65   2.98   1.90   2.76
197604  -1.24   0.05  -1.14  -3.51  -0.16
197605  -4.00   0.25  -3.21  -1.81  -1.82
197606   1.16   3.78   5.82   2.57   2.72
197607  -0.64   0.85  -1.36   0.80   0.76
197608  -2.24  -1.07  -2.62  -1.52  -1.23
197609   0.40   2.74   1.30   2.06   1.46
197610  -2.77  -1.87  -3.78  -1.10  -1.42
197611   2.67   2.38   3.05   1.06   2.63
197612   9.48   9.24  12.39   9.24  10.34
197701   2.17   4.55   5.33   3.71   3.60
197702  -0.26   0.00   0.70  -0.50   0.90
197703   0.01   0.86   1.89   0.65   1.67
197704   0.79   2.39   1.37  -1.12   2.37
197705   0.01   0.02   0.34   0.04   0.89
197706   4.49   5.69   6.16   7.14   5.38
197707   1.16  -0.14   1.13   0.86   2.27
197708  -0.15  -1.23   0.44  -0.43   0.08
197709   1.87   0.46   0.86   4.78   1.70
197710  -1.83  -3.04  -2.56  -0.35  -2.16
197711   6.71   6.89   9.12   8.17   7.07
197712   1.53   1.71   3.40   3.92   2.37
197801  -1.14  -2.25  -2.15  -1.42  -0.29
197802   3.21   2.07   2.49   1.86   2.55
197803   6.95   5.29   9.52   8.91   6.85
197804   7.72   7.30  11.54  10.94   7.78
197805   7.38   5.80  11.59   8.29   6.17
197806   0.43   0.41   0.50   0.73   1.88
197807   3.14   5.41   7.31   8.94   5.60
197808   9.84   6.87  16.78   9.74   8.98
197809   1.05  -0.14   0.75  -0.25   0.64
197810 -19.01 -17.19 -23.79 -22.79 -16.35
197811   4.10   4.85   7.99   7.87   2.66
197812  -0.05   1.13   4.02   3.32   1.72
197901   9.37   9.59  11.74   8.97   8.36
197902  -2.68  -1.46  -3.35  -4.45  -1.13
197903   6.58   9.36  11.13   7.30   7.52
197904   2.28   2.60   3.01   1.10   3.18
197905  -1.37  -0.76  -1.43  -1.31  -0.72
197906   2.58   7.33   5.19   4.46   6.01
197907   1.37   2.70   1.79   2.89   2.69
197908   7.17   7.99   9.45   7.62   6.76
197909  -0.82   0.17  -0.34   1.32  -0.29
197910  -9.59  -9.27  -9.17  -9.27 -10.16
197911   3.83   7.69  10.92   9.77   5.97
197912   4.51   7.67   9.79   7.15   6.20
