This file was created using the 202005 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 2 ME portfolios
and 3 prior return portfolios in Europe.

The portfolios are constructed daily.  ME is market cap at the end of the
previous day.  Prior return is from -250 to -20.

Missing data are indicated by -99.99.



  Average Value Weighted Returns -- Daily
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
19910624   ,0.13   ,0.51   ,0.61  ,-0.50  ,-0.15  ,-0.06
19910625  ,-0.86  ,-0.82  ,-1.07  ,-0.70  ,-0.83  ,-0.61
19910626   ,0.17   ,0.31   ,0.60   ,0.35  ,-0.23  ,-0.27
19910627  ,-0.61  ,-0.43  ,-0.51  ,-0.61  ,-0.43   ,0.23
19910628  ,-1.54  ,-1.19  ,-1.02  ,-1.86  ,-2.26  ,-1.75
19910701  ,-0.62  ,-0.68  ,-0.60  ,-0.05  ,-0.12   ,0.49
19910702  ,-0.93  ,-0.94  ,-0.69  ,-1.09  ,-0.95  ,-0.26
19910703  ,-0.69  ,-0.56  ,-0.06  ,-1.25  ,-0.37  ,-0.46
19910704  ,-0.39  ,-0.40  ,-0.40  ,-0.16  ,-0.20  ,-0.01
19910705   ,0.57   ,0.58   ,0.66   ,0.71   ,1.09   ,1.57
19910708   ,0.45   ,0.61   ,0.35   ,0.26   ,0.12   ,0.06
19910709  ,-0.32  ,-0.28  ,-0.10   ,0.16   ,0.35   ,0.32
19910710   ,0.18   ,0.23   ,0.45   ,0.18   ,0.69   ,0.69
19910711  ,-0.85  ,-1.13  ,-0.82  ,-0.85  ,-0.80  ,-0.91
19910712   ,2.04   ,2.32   ,2.27   ,2.51   ,2.46   ,2.29
19910715   ,0.01   ,0.16   ,0.12   ,0.21   ,0.33   ,1.38
19910716  ,-0.70  ,-0.80  ,-0.48  ,-0.88  ,-0.39   ,0.16
19910717   ,0.41   ,0.43   ,0.95  ,-0.04   ,0.17   ,0.49
19910718   ,1.00   ,1.30   ,1.20   ,0.56   ,0.75   ,0.76
19910719   ,1.11   ,1.60   ,1.53   ,1.75   ,1.48   ,1.41
19910722  ,-0.45  ,-0.44  ,-0.28  ,-0.44  ,-0.41  ,-0.10
19910723  ,-0.12   ,0.14   ,0.36   ,0.25   ,0.64   ,0.94
19910724   ,1.44   ,1.14   ,1.12   ,1.24   ,0.79   ,0.39
19910725  ,-1.12  ,-1.00  ,-0.97  ,-1.31  ,-1.44  ,-1.01
19910726   ,0.80   ,0.82   ,0.89   ,0.80   ,0.89   ,1.09
19910729  ,-1.18  ,-0.93  ,-0.98  ,-1.37  ,-0.96  ,-0.26
19910730   ,0.09  ,-0.03   ,0.10  ,-0.05  ,-0.14  ,-0.05
19910731   ,0.52   ,0.46   ,0.52   ,0.49   ,0.34   ,0.34
19910801  ,-0.65  ,-0.29  ,-0.39  ,-0.16  ,-0.37  ,-0.50
19910802   ,1.20   ,0.96   ,1.28   ,1.59   ,1.81   ,1.26
19910805   ,0.95   ,1.00   ,0.95   ,0.54   ,0.76   ,0.67
19910806   ,0.35   ,0.37   ,0.05   ,0.10  ,-0.12  ,-0.16
19910807   ,0.30   ,0.21   ,0.57   ,0.62   ,0.64   ,0.61
19910808  ,-0.58  ,-0.57  ,-0.63  ,-0.27  ,-0.61  ,-0.25
19910809  ,-0.38  ,-0.47  ,-0.53  ,-1.16  ,-0.77  ,-1.17
19910812   ,0.11  ,-0.02   ,0.01  ,-0.21   ,0.14   ,0.28
19910813  ,-0.29  ,-0.47  ,-0.31  ,-0.30  ,-0.09   ,0.16
19910814  ,-0.16  ,-0.23  ,-0.19   ,0.04   ,0.33   ,0.31
19910815  ,-0.15  ,-0.05   ,0.02   ,0.15   ,0.09  ,-0.12
19910816  ,-1.38  ,-1.19  ,-1.16  ,-1.36  ,-1.26  ,-0.85
19910819  ,-7.57  ,-6.94  ,-6.55 ,-10.34  ,-8.99  ,-6.26
19910820   ,1.30   ,1.20   ,1.70   ,2.82   ,2.61   ,2.14
19910821   ,5.02   ,4.28   ,4.95   ,5.55   ,5.21   ,4.72
19910822   ,2.79   ,2.65   ,2.64   ,3.34   ,2.65   ,1.64
19910823  ,-0.90  ,-0.67  ,-1.17  ,-0.94  ,-1.03  ,-0.53
19910826   ,0.63   ,0.37   ,0.69   ,0.61   ,0.69   ,0.53
19910827   ,0.00  ,-0.08   ,0.38   ,0.48  ,-0.07  ,-0.47
19910828   ,0.55   ,0.43   ,0.56   ,0.29   ,0.38   ,0.32
19910829  ,-0.24  ,-0.12  ,-0.05   ,0.08   ,0.17   ,0.47
19910830   ,0.23   ,0.08  ,-0.27   ,0.32   ,0.29   ,0.22
19910902   ,0.19   ,0.29   ,0.45   ,0.28   ,0.31   ,1.10
19910903   ,0.38   ,0.53   ,0.40   ,0.32   ,0.52   ,0.32
19910904  ,-0.03   ,0.22  ,-0.01  ,-0.02  ,-0.24  ,-0.16
19910905  ,-0.06   ,0.05   ,0.06  ,-0.15  ,-0.06   ,0.06
19910906   ,0.75   ,0.50   ,0.32   ,0.60   ,0.53   ,1.19
19910909   ,1.51   ,1.30   ,1.31   ,0.96   ,1.35   ,0.66
19910910  ,-0.20  ,-0.07   ,0.04  ,-0.51  ,-0.55  ,-0.53
19910911  ,-0.21  ,-0.40  ,-0.11  ,-0.28  ,-0.05  ,-0.12
19910912   ,0.43   ,0.30   ,0.39   ,0.58   ,0.60   ,0.52
19910913   ,0.11   ,0.32   ,0.19   ,0.17   ,0.05  ,-0.11
19910916   ,0.40   ,0.34   ,0.50   ,0.16   ,0.39   ,0.30
19910917   ,0.17  ,-0.09   ,0.56   ,0.66   ,0.11   ,0.26
19910918  ,-0.76  ,-0.42  ,-0.49  ,-0.76  ,-0.70  ,-1.03
19910919  ,-0.47  ,-0.56  ,-0.55  ,-0.65  ,-0.62  ,-0.59
19910920  ,-0.19   ,0.01   ,0.08   ,0.03   ,0.00   ,0.91
19910923   ,0.52   ,0.63   ,0.95   ,0.20   ,0.50   ,0.22
19910924  ,-0.25  ,-0.40  ,-0.33  ,-0.19  ,-0.24  ,-0.10
19910925  ,-0.74  ,-0.51  ,-0.47  ,-0.37  ,-0.01   ,0.15
19910926  ,-0.09  ,-0.21  ,-0.35  ,-0.15  ,-0.14  ,-0.39
19910927   ,0.07   ,0.08   ,0.16   ,0.22   ,0.45   ,0.58
19910930   ,0.76   ,0.59   ,0.52   ,0.78   ,0.81   ,1.11
19911001  ,-0.21   ,0.00  ,-0.39   ,0.09   ,0.25   ,0.65
19911002   ,0.25   ,0.13   ,0.01   ,0.13  ,-0.06   ,0.10
19911003  ,-0.49  ,-0.57  ,-0.18  ,-0.52  ,-0.31  ,-0.70
19911004  ,-1.12  ,-1.11  ,-0.80  ,-1.37  ,-1.03  ,-0.97
19911007  ,-0.72  ,-0.59  ,-0.42  ,-0.86  ,-0.72  ,-0.96
19911008  ,-1.15  ,-1.15  ,-0.87  ,-1.18  ,-1.13  ,-1.48
19911009  ,-0.48  ,-0.11  ,-0.22  ,-0.10  ,-0.02   ,0.30
19911010  ,-0.84  ,-0.57  ,-0.71  ,-1.11  ,-0.66  ,-0.67
19911011  ,-0.26  ,-0.05   ,0.29   ,0.26   ,0.17  ,-0.16
19911014  ,-0.79  ,-0.26  ,-0.38  ,-0.15  ,-0.06   ,0.02
19911015  ,-0.78  ,-1.01  ,-0.65  ,-0.61  ,-0.19  ,-0.69
19911016   ,0.43   ,0.37   ,0.26   ,0.34   ,0.69   ,0.42
19911017   ,0.35   ,0.22   ,0.04   ,1.06   ,0.57   ,0.70
19911018   ,0.67   ,0.77   ,1.13   ,0.69   ,0.82   ,1.06
19911021  ,-0.11  ,-0.08  ,-0.20  ,-0.05  ,-0.61  ,-0.80
19911022  ,-0.54  ,-0.41  ,-0.04  ,-0.67  ,-0.45  ,-0.59
19911023  ,-0.95  ,-0.77  ,-0.91  ,-0.76  ,-0.53  ,-0.68
19911024   ,0.19   ,0.31  ,-0.11   ,0.52  ,-0.18  ,-0.10
19911025  ,-0.67  ,-0.21  ,-0.04  ,-0.31  ,-0.61  ,-0.18
19911028  ,-1.14  ,-0.97  ,-0.47  ,-0.61  ,-0.26   ,0.20
19911029   ,1.03   ,0.89   ,1.28   ,1.13   ,1.10   ,1.39
19911030   ,0.99   ,0.70   ,1.02   ,0.78   ,1.25   ,1.81
19911031  ,-0.23   ,0.16   ,0.51   ,0.32   ,0.08  ,-0.34
19911101   ,0.55   ,0.65   ,0.57   ,0.42   ,0.62   ,0.42
19911104   ,0.87   ,1.12   ,1.12   ,0.93   ,0.76   ,0.20
19911105  ,-0.25  ,-0.25  ,-0.22  ,-0.36   ,0.02   ,0.17
19911106  ,-0.35   ,0.16  ,-0.29   ,0.15  ,-0.24  ,-0.24
19911107   ,0.45   ,0.59   ,0.15   ,0.08   ,0.37   ,0.20
19911108  ,-0.65  ,-0.47  ,-0.45   ,0.00   ,0.48   ,0.28
19911111   ,0.03  ,-0.02  ,-0.02   ,0.10   ,0.14   ,0.28
19911112   ,0.14   ,0.06   ,0.36   ,0.14   ,0.38   ,0.42
19911113  ,-0.53  ,-0.36  ,-0.18  ,-0.25  ,-0.63  ,-0.32
19911114   ,0.02   ,0.59   ,0.52   ,0.48   ,0.43   ,0.67
19911115   ,0.05  ,-0.40  ,-0.36  ,-0.35  ,-0.09  ,-0.07
19911118   ,0.27   ,0.51   ,0.16   ,0.74  ,-0.25  ,-0.79
19911119   ,0.79   ,0.42  ,-0.01  ,-0.42  ,-0.57  ,-0.73
19911120  ,-0.90  ,-0.26  ,-0.58  ,-0.06  ,-0.09  ,-0.01
19911121  ,-0.31  ,-0.14   ,0.01  ,-0.31  ,-0.24  ,-0.31
19911122   ,0.33   ,0.44   ,0.67   ,0.14   ,0.04  ,-0.16
19911125  ,-0.43  ,-0.42  ,-0.65  ,-0.35  ,-0.13  ,-0.22
19911126   ,0.22   ,0.40   ,0.15   ,0.61   ,0.45   ,0.16
19911127  ,-1.84  ,-1.73  ,-1.86  ,-1.86  ,-1.95  ,-1.37
19911128  ,-0.30  ,-0.23  ,-0.22  ,-0.28  ,-0.56  ,-0.38
19911129  ,-0.74  ,-0.66  ,-0.62  ,-1.39  ,-0.91  ,-0.76
19911202  ,-0.02  ,-0.11  ,-0.19  ,-0.74  ,-0.38  ,-0.49
19911203  ,-0.39  ,-0.48  ,-0.03   ,0.20   ,0.18   ,0.35
19911204  ,-0.15  ,-0.39   ,0.03  ,-0.20   ,0.38   ,0.13
19911205   ,0.44   ,0.79   ,0.96   ,0.72   ,0.43   ,0.37
19911206   ,0.50   ,0.66   ,0.57   ,0.43   ,0.38   ,0.70
19911209  ,-0.34  ,-0.37  ,-0.50  ,-0.17   ,0.00  ,-0.08
19911210  ,-1.11  ,-0.88  ,-0.64  ,-1.57  ,-0.94  ,-0.87
19911211  ,-0.43  ,-0.10  ,-0.37   ,0.29   ,0.19  ,-0.05
19911212  ,-0.08  ,-0.02   ,0.42   ,0.07   ,0.42   ,0.60
19911213   ,0.49   ,0.62   ,0.74   ,0.93   ,1.02   ,1.15
19911216   ,0.78   ,0.38   ,0.46   ,0.16   ,0.21   ,0.17
19911217   ,0.14  ,-0.11   ,0.34  ,-0.08   ,0.19   ,0.33
19911218  ,-0.34  ,-0.21  ,-0.25  ,-0.42  ,-0.24  ,-0.10
19911219  ,-0.24   ,0.05   ,0.09  ,-0.70  ,-0.06  ,-0.25
19911220   ,0.63   ,0.75   ,0.69   ,0.00   ,0.14   ,0.56
19911223   ,1.27   ,1.02   ,1.39   ,0.90   ,1.03   ,0.70
19911224   ,0.00   ,0.03  ,-0.06   ,0.75   ,0.92   ,0.86
19911225   ,0.26   ,0.30   ,0.25   ,0.40   ,0.47   ,0.48
19911226   ,1.05   ,0.71   ,0.51   ,0.80   ,0.60   ,0.50
19911227   ,0.14  ,-0.14  ,-0.02   ,0.40  ,-0.12   ,0.02
19911230   ,0.85   ,0.59   ,0.67   ,0.92   ,1.00   ,0.85
19911231   ,0.92   ,0.55   ,0.78   ,1.61   ,1.24   ,1.43
19920101   ,0.01  ,-0.01  ,-0.01   ,0.00  ,-0.01  ,-0.01
19920102  ,-0.85  ,-0.23  ,-0.11  ,-0.49  ,-0.13  ,-0.19
19920103   ,0.00  ,-0.49  ,-0.54  ,-0.22  ,-0.70   ,0.14
19920106   ,1.80   ,1.64   ,1.96   ,2.12   ,1.32   ,1.96
19920107   ,0.70   ,0.26   ,0.59   ,0.00  ,-0.07  ,-0.26
19920108  ,-0.03   ,0.03   ,0.01  ,-0.20  ,-0.48  ,-0.56
19920109  ,-0.94  ,-1.65  ,-1.57  ,-1.00  ,-1.41  ,-1.19
19920110  ,-1.10  ,-1.22  ,-1.41  ,-1.84  ,-1.70  ,-1.78
19920113   ,0.59   ,0.52   ,0.43   ,0.57   ,0.59   ,0.49
19920114  ,-0.05  ,-0.56  ,-0.21  ,-0.14  ,-0.01  ,-0.05
19920115  ,-0.66  ,-0.93  ,-1.05  ,-0.90  ,-0.47  ,-0.72
19920116   ,0.82   ,0.58   ,0.57   ,1.09   ,0.69   ,0.36
