This file was created by CMPT_ME_PRIOR_RETS_DAILY using the 202006 CRSP database.
It contains value- weighted returns for the intersections of  2 ME portfolios
and  3 prior return portfolios.

The portfolios are constructed daily.  ME is market cap at the end of the
previous day.  PRIOR_RET is from -1250 to -251.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Daily
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
19300616,  -6.25,  -5.14,  -7.72,  -4.27,  -4.60,  -5.68
19300617,  -2.36,  -1.75,  -1.70,  -1.90,   0.25,  -0.17
19300618,  -5.19,  -4.69,  -6.33,  -2.61,  -3.12,  -3.32
19300619,   3.76,   2.94,   7.76,   4.73,   3.59,   4.66
19300620,   0.10,   0.05,  -0.59,  -1.18,  -1.58,  -1.88
19300621,  -1.82,  -2.27,  -2.92,  -2.15,  -1.80,  -3.44
19300623,   0.02,  -0.95,   1.82,   0.72,   1.24,   1.76
19300624,  -1.15,   0.64,  -0.51,  -1.36,  -2.19,  -3.32
19300625,  -2.49,  -2.89,  -3.28,  -0.72,  -0.21,   0.83
19300626,   2.04,   3.01,   3.75,   2.32,   2.56,   1.95
19300627,  -0.40,  -0.40,  -0.42,  -0.85,  -0.51,  -1.18
19300628,   1.26,  -0.88,   0.04,   0.21,   0.19,   0.39
19300630,   2.55,   1.94,   2.56,   2.01,   1.95,   2.95
19300701,   1.03,   1.17,   1.65,   0.33,   0.37,  -1.48
19300702,   0.27,   0.50,   0.60,   0.35,   0.77,   1.05
19300703,  -0.16,  -0.23,  -1.54,  -1.42,  -0.74,  -1.19
19300707,  -1.61,  -0.91,  -1.78,  -0.69,  -1.03,  -2.19
19300708,  -0.99,  -1.29,  -0.74,   0.47,   0.12,   0.74
19300709,   2.55,   1.21,   2.76,   1.16,   1.63,   1.40
19300710,   1.11,   0.90,   1.31,   2.03,   2.18,   2.35
19300711,  -0.19,   0.19,   0.29,  -1.52,  -0.78,  -1.04
19300712,   0.62,   0.11,   1.10,   0.68,   1.29,   1.92
19300714,   2.00,   1.67,   2.57,   1.04,   1.43,   2.09
19300715,   1.81,   1.61,   1.40,   0.60,   0.17,   0.58
19300716,   0.14,  -0.45,   0.31,   0.98,   0.79,   0.52
19300717,   1.51,   1.18,   1.82,  -0.05,   0.77,   0.56
19300718,   0.10,   0.82,   1.85,   0.24,  -0.02,   1.11
19300719,  -0.06,  -0.03,  -0.35,  -0.55,  -0.59,  -1.08
19300721,  -2.10,  -2.36,  -4.41,  -1.67,  -2.02,  -2.94
19300722,   0.39,   0.30,   1.07,   0.49,   1.22,   2.00
19300723,   1.13,   1.64,   1.29,   1.23,   0.95,   1.79
19300724,  -1.39,  -0.69,  -1.61,  -1.33,  -0.83,  -1.16
19300725,   0.04,  -0.43,  -0.30,   0.17,   0.14,   0.99
19300726,   0.37,   0.54,   1.25,   0.84,   0.64,   1.32
19300728,  -0.34,   0.90,   0.77,  -0.46,   0.25,   0.73
19300729,  -0.71,  -0.71,  -0.21,  -0.17,  -1.10,  -0.51
19300730,  -0.92,  -2.10,  -4.11,  -1.20,  -1.49,  -3.24
19300731,  -1.26,   0.52,   0.63,   0.27,   0.32,   0.84
19300801,   0.70,  -0.46,  -1.22,   0.11,   0.18,  -0.79
19300802,   0.71,   0.26,   1.09,  -0.91,   0.18,   0.77
19300804,   0.27,  -0.03,   1.37,   1.50,   0.79,   1.75
19300805,   0.26,  -0.86,   1.14,  -0.12,   0.25,  -0.31
19300806,  -0.51,  -0.57,  -1.44,  -0.85,  -1.09,  -1.71
19300807,  -1.22,  -0.75,  -0.29,  -0.20,  -0.70,  -0.84
19300808,  -2.37,  -2.18,  -4.30,  -3.76,  -2.71,  -4.58
19300809,  -0.82,  -0.63,  -0.91,   0.83,  -0.28,   0.07
19300811,  -0.01,   0.04,   1.05,   0.60,   1.10,   0.77
19300812,  -0.74,  -0.54,  -1.58,  -1.39,  -1.59,  -2.92
19300813,   0.14,  -0.66,  -0.03,   0.03,   0.41,   1.50
19300814,   0.07,   0.57,  -0.19,   0.73,   0.39,   0.36
19300815,   0.85,   0.77,   0.26,   1.10,   1.32,   3.14
19300816,   1.55,   0.96,   0.66,   0.09,   0.16,  -0.32
19300818,  -0.76,  -0.39,   0.01,  -0.75,  -0.76,  -0.20
19300819,  -0.03,   0.78,   1.90,   0.65,   0.67,   0.95
19300820,  -0.29,   0.39,  -0.19,  -0.34,   0.08,   0.77
19300821,  -0.58,   0.17,  -0.29,  -0.93,  -0.68,  -0.58
19300822,   0.97,  -0.01,   0.46,   0.11,  -0.15,   0.25
19300823,   0.11,   0.49,   0.35,   0.56,   0.54,   0.55
19300825,  -0.48,  -0.61,  -0.58,  -1.86,  -0.64,  -0.89
19300826,   0.53,   0.30,   0.96,   0.76,   1.03,   1.41
19300827,   1.01,   0.80,   0.72,   0.17,   0.41,   0.64
19300828,  -1.12,  -0.27,   0.10,  -0.06,  -0.27,   0.03
19300829,   1.25,   0.81,   1.61,   0.10,   1.24,   1.44
19300902,   1.17,   0.49,   0.55,   1.98,   0.33,  -0.16
19300903,  -0.92,  -0.22,  -0.63,  -0.55,  -0.94,  -1.09
19300904,  -0.64,  -1.24,  -1.09,  -0.81,  -0.34,  -0.64
19300905,   2.88,   1.04,   0.92,   1.02,   1.09,   1.59
19300906,  -0.41,   1.06,   2.18,   1.09,   0.83,   1.45
19300908,   0.88,   0.06,   0.21,   0.64,  -0.21,   0.11
19300909,   1.05,   0.18,   0.80,  -1.11,   0.26,   0.60
19300910,   0.65,   0.68,   1.41,  -0.03,   0.82,   0.20
19300911,   0.27,   0.66,  -0.24,  -0.49,  -0.27,  -1.39
19300912,  -0.72,  -0.37,   0.26,   0.46,  -0.69,  -0.96
19300913,  -0.73,  -0.66,  -0.65,  -0.01,  -0.07,  -0.17
19300915,  -1.37,  -0.59,  -1.01,  -1.53,  -0.62,  -1.34
19300916,  -1.23,  -0.39,  -0.14,  -0.55,  -0.31,   0.24
19300917,   1.12,  -0.08,  -0.10,   0.53,   0.25,   0.25
19300918,  -1.09,  -0.63,  -0.42,  -1.66,  -0.68,  -1.19
19300919,  -2.36,  -1.45,  -2.98,  -1.29,  -1.48,  -1.67
19300920,   1.22,   0.11,   0.12,  -0.18,   0.17,   0.38
19300922,  -3.40,  -2.38,  -1.08,  -2.38,  -2.22,  -2.55
19300923,  -0.81,  -0.02,  -1.67,   0.32,   0.46,   1.45
19300924,  -3.66,  -1.25,  -1.87,  -2.44,  -1.03,  -1.66
19300925,   0.08,  -1.65,  -1.82,  -2.89,  -1.90,  -1.85
19300926,  -3.31,  -2.33,  -1.87,  -3.39,  -1.42,  -1.53
19300927,  -2.31,  -0.92,  -1.22,  -0.73,  -0.66,  -0.56
19300929,  -2.31,  -2.31,  -3.17,  -2.76,  -2.90,  -1.59
19300930,  -4.50,  -2.37,  -5.25,  -4.38,  -1.51,  -1.13
19301001,   5.03,   3.40,   6.93,   3.44,   3.52,   3.88
19301002,  -0.86,   0.15,  -0.98,  -1.58,  -0.83,  -1.22
19301003,   2.20,   0.87,   1.83,   1.18,   1.22,   1.21
19301004,  -0.45,   0.13,  -0.20,   0.07,  -1.00,  -1.07
19301006,  -2.45,  -1.97,  -3.87,  -4.11,  -2.52,  -3.02
19301007,  -2.97,  -1.83,  -0.82,  -1.61,  -0.24,   0.20
19301008,   0.23,   0.07,  -1.02,  -1.72,  -0.59,  -1.16
19301009,  -4.39,  -2.61,  -4.67,  -5.33,  -2.96,  -4.13
19301010,  -2.85,  -2.46,   0.83,   1.08,   0.92,   2.83
19301011,   2.36,   0.46,   0.24,  -1.07,  -1.07,  -2.90
19301014,  -1.24,  -0.34,  -0.01,   1.39,   0.00,   1.86
19301015,   3.74,   1.68,   3.20,   2.09,   1.83,   1.58
19301016,  -0.76,   0.42,  -2.58,  -1.79,  -1.21,  -1.72
19301017,  -4.59,  -3.07,  -4.34,  -4.48,  -2.87,  -3.95
19301018,  -3.66,  -1.82,  -1.70,  -1.86,  -1.53,  -0.77
19301020,   2.61,   1.06,   3.16,   4.20,   2.27,   3.33
19301021,  -1.83,  -1.27,  -4.01,  -2.48,  -2.63,  -2.46
19301022,  -2.49,  -1.02,  -0.79,  -0.69,  -0.94,  -0.74
19301023,   1.70,   0.56,  -0.32,   2.38,   0.61,   1.25
19301024,   2.55,   2.51,   3.55,   3.74,   2.68,   3.07
19301025,   1.68,   1.36,   0.39,   0.44,   0.05,  -0.52
19301027,  -0.74,  -0.35,   0.09,   0.61,  -0.14,   0.72
19301028,   1.00,   0.95,   0.16,  -0.86,   1.16,   0.38
19301029,  -1.72,   0.68,  -0.71,  -1.95,  -1.23,  -1.58
19301030,  -0.96,  -1.27,  -2.67,   0.00,  -0.72,  -1.24
19301031,  -2.93,  -1.46,  -1.97,  -3.05,  -1.55,  -2.28
19301101,  -0.78,  -0.01,  -0.04,   0.49,   0.08,   0.74
19301103,   0.35,   0.25,   0.75,  -1.21,   0.19,   0.28
19301105,  -2.59,  -2.27,  -2.67,  -1.89,  -1.41,  -3.06
19301106,  -0.70,  -1.11,   0.29,  -0.34,  -0.16,   0.24
19301107,  -4.25,  -2.19,  -4.93,  -4.16,  -2.96,  -3.55
19301108,  -1.10,  -0.55,  -1.68,  -1.59,  -1.36,  -1.04
19301110,  -3.43,  -3.52,  -2.42,  -3.45,  -2.23,  -1.94
19301111,   0.46,   0.28,   0.75,  -2.18,   0.95,   1.22
19301112,  -0.24,   1.81,   3.54,   3.84,   1.06,   2.19
19301113,   4.36,   4.47,   5.35,   1.88,   2.19,   2.39
19301114,   1.68,   0.93,   5.18,   3.29,   2.02,   2.69
19301115,   2.38,   3.58,   0.82,   3.38,   0.94,   0.77
19301117,  -1.32,  -1.32,  -2.71,  -2.96,  -2.63,  -3.13
19301118,   1.56,  -1.05,  -1.35,   1.75,   0.54,   0.87
19301119,   2.08,   2.38,   3.03,   2.02,   1.90,   2.17
19301120,   2.17,   0.93,  -0.23,   2.31,   0.16,  -0.38
19301121,   1.79,   0.23,   0.97,   2.14,   1.20,   1.42
19301122,  -0.04,  -0.14,  -1.58,  -1.55,  -0.65,  -1.20
19301124,   0.30,   0.38,  -0.16,  -0.59,  -0.36,   0.48
19301125,   0.21,  -0.34,  -0.31,  -2.64,  -1.03,  -1.20
19301126,  -3.59,  -2.09,  -1.80,  -2.10,  -1.48,  -1.28
19301128,  -0.96,  -1.27,  -0.43,  -1.79,  -1.11,  -1.31
19301129,   0.76,   0.13,   1.08,   0.23,   0.84,   1.14
19301201,  -0.60,   0.77,   0.62,   1.62,   1.42,   1.34
19301202,   1.76,   0.97,   0.73,   1.04,   0.67,   0.78
19301203,  -1.44,  -1.09,  -1.64,  -2.02,  -1.20,  -1.49
19301204,  -2.78,  -1.87,  -2.27,  -2.93,  -1.33,  -1.60
19301205,  -1.82,  -1.10,   0.91,   1.24,  -0.05,   0.17
19301206,   0.01,  -0.32,  -0.50,  -1.30,  -1.00,  -1.26
19301208,  -1.95,  -2.63,  -2.19,  -1.54,  -1.68,  -1.26
19301209,  -0.62,  -0.91,  -0.25,  -0.42,  -0.29,   0.18
19301210,  -2.93,  -2.38,  -2.48,  -2.89,  -1.52,  -1.70
19301211,  -2.44,  -2.25,  -1.48,  -1.50,  -0.90,  -0.84
19301212,  -0.83,  -0.32,  -0.15,  -2.23,  -1.02,  -1.08
19301213,  -3.72,  -2.82,  -3.42,  -5.81,  -2.23,  -2.39
19301215,  -1.73,  -2.41,  -1.56,  -0.91,  -1.12,   0.04
19301216,  -4.58,  -3.71,  -3.60,  -6.72,  -3.49,  -2.99
19301217,   1.00,   4.30,   4.43,   4.59,   3.20,   4.32
19301218,   2.61,   3.79,   2.62,   3.71,   1.21,   0.94
19301219,   1.13,   2.48,   2.92,  -0.12,   2.16,   1.02
19301220,   2.13,   0.68,  -1.49,   3.65,  -0.41,   0.21
19301222,  -1.93,  -1.82,  -0.12,  -3.95,  -2.98,  -3.09
19301223,  -2.30,  -1.87,  -0.16,  -0.30,   0.60,   0.54
19301224,   1.53,   1.67,  -0.16,  -0.54,   0.75,   1.41
19301226,  -2.73,  -0.86,  -2.73,  -2.22,  -1.72,  -2.15
19301227,  -0.55,  -1.57,  -1.93,  -1.86,  -0.46,  -0.46
19301229,  -3.01,  -1.34,  -2.36,  -1.30,  -0.49,  -0.29
19301230,   2.27,   1.24,   2.85,   1.44,   1.85,   2.36
19301231,   4.30,   4.44,   3.34,   3.98,   2.07,   1.33
19310102,   6.76,   4.11,   5.55,   2.86,   3.85,   2.80
19310103,   4.44,   2.53,   2.91,   3.33,   1.89,   1.31
19310105,   1.38,   0.09,  -0.27,   0.11,  -0.93,  -0.85
19310106,   2.54,   1.80,   0.13,   0.00,   1.05,   2.01
19310107,   1.23,   2.14,   5.18,   1.84,   0.64,  -0.39
19310108,   1.83,   0.98,  -0.59,   0.20,   0.84,   0.60
19310109,   1.69,   1.88,   1.90,  -0.90,  -0.18,  -0.98
19310110,   0.29,  -0.86,  -0.64,   0.56,   0.55,   0.49
19310112,  -2.18,  -0.88,  -0.86,  -0.54,  -2.29,  -1.47
19310113,  -2.29,  -2.08,  -1.74,  -2.52,  -1.02,  -1.04
19310114,   0.93,   1.06,   1.51,   0.31,   1.07,   0.39
19310115,  -1.92,  -0.54,  -2.69,  -0.68,  -1.43,  -2.58
19310116,   0.02,   0.42,   0.37,   0.92,   1.07,   1.46
19310117,   0.70,  -0.14,   1.24,  -0.72,  -0.28,  -0.73
19310119,  -1.59,  -0.35,  -1.38,   0.03,  -0.94,  -0.38
19310120,   1.70,   0.68,   2.31,   2.56,   1.90,   2.13
19310121,   0.40,   0.82,   0.11,  -0.72,   0.41,  -0.04
19310122,   1.48,   1.93,   2.82,   2.51,   1.41,   1.80
19310123,   0.95,   2.92,   1.40,   0.67,   1.37,   1.98
19310124,   0.06,   0.21,  -0.19,  -1.66,  -0.64,  -0.84
19310126,  -0.44,   0.12,   0.44,   0.64,   0.69,   0.81
19310127,   1.29,   0.21,   0.13,   0.48,  -0.27,  -0.45
19310128,  -0.91,  -2.24,   1.69,  -2.20,  -1.56,  -1.87
19310129,   0.45,  -0.35,   0.86,   1.94,   0.35,   1.15
19310130,   0.99,   0.52,   2.82,   0.76,   0.41,   0.12
19310131,  -0.38,  -1.14,  -0.45,  -0.88,  -0.49,  -0.63
19310202,   1.78,  -0.03,   0.82,   0.05,   0.26,   0.45
19310203,  -0.40,   0.42,  -0.09,   0.63,   0.22,   0.59
19310204,   0.35,   0.69,  -2.31,   0.70,   0.35,   0.53
19310205,   0.07,  -0.73,   1.53,  -0.61,  -0.47,  -0.76
19310206,   0.58,   1.49,   1.56,   0.53,   0.13,   0.47
19310207,   0.93,   1.15,   1.07,   1.94,   0.85,   1.50
19310209,   3.70,   3.33,   2.26,   2.75,   1.64,   2.70
19310210,   0.54,   2.05,   3.72,   1.92,   1.23,   1.43
19310211,   0.00,   0.92,   1.28,  -0.77,  -0.08,   1.18
19310213,   0.68,  -0.05,   0.70,   0.64,  -0.38,  -0.51
19310214,   0.25,  -0.33,  -0.68,   0.37,  -0.27,  -0.08
19310216,   1.39,   1.92,   0.78,   0.54,   1.10,   1.20
19310217,  -0.54,  -1.46,   1.42,   0.26,  -1.21,  -1.65
19310218,   0.45,   0.43,   1.43,   0.42,   0.40,   0.84
19310219,   2.15,   1.94,   2.25,   0.62,   0.68,   1.45
19310220,   1.52,   1.97,   0.69,   2.03,   1.00,   1.67
19310221,   1.38,   2.15,   1.00,   0.52,   1.30,   1.09
19310224,  -0.05,   0.28,   0.29,   1.16,   0.32,   1.76
19310225,  -0.50,  -0.89,  -1.35,  -1.95,  -0.89,  -1.14
19310226,   0.80,   1.14,   1.18,   2.01,   0.55,   0.83
19310227,   0.95,  -0.26,   1.10,  -0.04,  -0.35,  -0.75
19310228,  -0.78,  -1.07,  -1.78,  -0.58,  -0.81,  -0.47
19310302,  -0.50,  -1.51,  -1.85,  -2.07,  -1.95,  -2.05
19310303,  -1.22,  -0.49,  -1.02,  -0.93,  -0.37,  -0.08
19310304,  -0.44,  -0.92,  -1.23,  -0.71,  -1.29,  -0.92
19310305,  -0.55,   1.48,   1.27,   0.47,   0.82,   2.11
19310306,  -0.80,  -0.32,  -0.16,  -2.42,  -1.46,  -1.87
19310307,  -0.61,   0.50,   0.55,   1.45,   1.33,   1.71
19310309,   1.48,   0.96,  -0.50,   1.73,  -0.06,   0.69
19310310,   0.70,  -0.32,   0.07,   0.56,  -0.14,  -0.23
19310311,  -1.16,  -1.17,  -0.84,  -1.47,  -1.64,  -1.00
19310312,  -0.10,  -0.50,  -1.19,  -0.89,  -0.54,  -0.62
19310313,  -1.66,  -1.50,   0.25,  -0.16,  -0.45,  -0.47
19310314,   1.37,   0.50,   2.09,   1.49,   1.13,   1.15
19310316,   1.17,   1.23,   1.36,   0.96,   0.71,   1.34
19310317,  -0.30,   0.32,  -0.20,   0.33,  -1.03,  -1.02
19310318,   1.04,   0.43,  -0.08,   2.24,   0.29,   1.49
19310319,   1.71,   1.81,   0.93,   2.51,   0.52,   1.30
19310320,   0.55,  -0.08,   1.10,   0.34,   0.08,   0.33
19310321,   0.30,  -0.63,   0.35,  -0.11,  -0.08,  -1.09
19310323,  -0.46,  -0.33,  -0.39,  -1.23,  -0.32,  -0.63
19310324,   0.06,  -0.84,  -1.04,   0.92,   0.60,   0.60
19310325,  -0.58,   0.15,   0.51,  -0.11,  -0.56,  -0.39
19310326,  -0.75,  -0.86,  -1.06,  -1.67,  -1.25,  -1.33
19310327,  -1.40,  -2.04,  -1.86,  -1.58,  -1.31,  -1.70
19310328,  -2.37,  -1.65,  -2.77,  -2.99,  -1.25,  -2.23
19310330,  -1.34,  -1.53,  -0.21,  -1.46,  -0.80,  -1.19
19310331,  -0.52,  -0.49,  -0.44,  -0.29,  -0.10,   0.20
19310401,  -0.88,  -3.08,  -0.96,  -1.70,  -1.20,  -0.89
19310402,  -0.48,  -1.35,  -1.28,  -0.77,  -0.18,  -1.35
19310404,   1.55,   2.76,   2.05,   2.34,   0.87,   2.34
19310406,   0.28,   0.28,  -1.06,  -0.98,  -0.41,  -0.97
19310407,  -1.21,  -1.16,  -4.05,  -1.41,  -0.83,  -1.31
19310408,  -0.02,  -0.51,   0.40,   1.57,   0.57,   1.33
19310409,   0.44,  -0.53,  -0.36,   1.06,  -0.54,  -0.34
19310410,  -0.34,   0.46,   0.77,   0.97,   0.23,   0.12
19310411,  -0.35,   1.28,   0.67,  -0.40,   0.21,  -0.01
19310413,  -0.09,   0.50,   0.78,   0.22,   0.23,   1.52
19310414,  -0.26,  -0.38,  -0.85,  -1.46,  -0.66,  -1.21
19310415,  -1.70,  -2.20,  -2.49,  -3.22,  -1.91,  -1.82
19310416,  -1.53,  -2.00,  -1.91,  -1.48,  -0.60,  -1.09
19310417,  -1.09,  -1.64,  -2.33,  -2.85,  -1.25,  -1.45
19310418,   0.45,  -0.34,  -0.59,   1.52,   0.73,   0.85
19310420,   0.88,  -0.40,  -0.10,   0.49,  -0.31,   0.61
19310421,  -2.63,  -2.43,  -0.55,  -3.54,  -1.85,  -2.57
19310422,  -1.24,  -2.34,  -2.67,  -2.79,  -1.34,  -1.87
19310423,  -1.79,  -1.79,  -1.00,  -0.70,  -0.66,   0.43
19310424,   0.08,   0.78,   0.88,  -0.42,  -0.88,   0.08
19310425,  -2.28,  -1.69,  -2.90,  -2.40,  -1.33,  -1.97
19310427,  -4.26,  -4.59,  -2.00,  -4.83,  -2.65,  -0.87
19310428,  -1.45,  -0.58,  -1.75,  -0.67,  -0.49,  -0.70
19310429,  -1.33,  -2.62,  -1.86,  -2.53,  -1.27,  -2.22
19310430,   3.48,   5.88,   6.48,   9.24,   4.22,   4.85
19310501,   1.47,  -0.22,  -2.34,  -2.86,  -1.98,  -2.53
19310502,  -1.10,  -0.63,   0.01,   1.46,   0.51,   1.00
19310504,   0.85,   1.55,  -0.75,   1.68,   1.35,   1.38
19310505,   0.75,  -1.37,  -2.18,  -0.34,   0.03,  -0.92
19310506,  -0.79,   0.45,   0.18,   0.04,  -0.57,   0.43
19310507,  -1.36,  -1.26,  -1.52,  -0.75,  -0.17,  -0.20
19310508,   2.76,   2.79,   4.21,   4.17,   2.35,   2.92
19310509,   1.17,  -0.04,   2.05,  -1.06,  -1.02,  -1.32
19310511,  -0.29,  -0.10,  -0.58,   0.21,  -0.16,  -0.11
19310512,  -0.31,  -0.63,  -3.25,  -2.03,  -0.73,  -1.00
19310513,  -1.18,   0.44,   0.39,  -0.24,  -0.06,  -0.43
19310514,  -1.21,  -1.97,  -3.25,  -4.66,  -2.36,  -2.32
19310515,  -1.60,  -2.28,  -0.85,  -2.44,  -1.16,  -1.15
19310516,   0.10,   0.39,   1.45,  -2.02,  -0.45,  -0.56
19310518,  -2.69,  -2.43,  -2.78,  -5.33,  -3.11,  -3.46
19310519,  -2.01,  -2.00,  -1.02,  -1.89,  -0.51,   0.11
19310520,   0.02,  -0.07,  -2.09,   0.09,  -0.09,  -1.02
19310521,  -0.76,  -0.72,   0.15,   0.16,   1.31,   0.97
19310522,   0.19,   0.65,  -0.01,   1.43,   0.75,   0.27
19310523,   1.50,  -0.09,   0.16,   0.68,  -0.50,  -1.01
19310525,  -2.77,  -2.17,  -3.29,  -4.66,  -2.37,  -3.19
19310526,  -1.01,  -0.89,  -1.26,  -1.95,  -0.02,   0.18
19310527,  -1.01,  -3.07,  -2.59,  -3.62,  -1.10,  -1.68
19310528,  -0.28,  -0.06,  -0.85,   0.43,  -0.34,   1.31
19310529,  -1.39,  -1.32,  -0.26,  -3.51,  -1.97,  -2.01
19310601,  -5.38,  -4.61,  -1.92,  -5.98,  -4.08,  -4.57
19310602,  -2.20,  -4.20,  -0.88,  -1.96,  -2.26,  -0.91
19310603,   4.88,   5.44,   1.63,   8.55,   5.71,   6.86
19310604,   7.55,   6.25,  11.00,   5.96,   3.55,   3.22
19310605,   1.56,   2.42,   1.18,   0.45,   0.11,  -0.67
