This file was created using the 202006 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 2 ME portfolios
and 3 prior return portfolios in Europe.

The portfolios are constructed monthly.  ME is market cap at the end of the
previous month.  Prior return is from -12 to - 2.

Missing data are indicated by -99.99.



  Average Value Weighted Returns -- Monthly
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
199508  ,-3.22  ,-3.09  ,-1.14  ,-4.16  ,-4.26  ,-2.47
199509  ,-0.49   ,2.78   ,5.18  ,-0.51   ,2.41   ,5.46
199510  ,-3.27  ,-0.73   ,1.42  ,-3.27  ,-0.34   ,1.21
199511  ,-3.79  ,-1.46  ,-1.80  ,-1.03  ,-0.13   ,1.28
199512   ,1.57   ,1.09   ,1.74   ,2.53   ,3.51   ,1.70
199601   ,0.74  ,-0.25   ,2.06   ,2.41   ,0.89  ,-0.38
199602   ,2.79   ,3.39   ,5.20   ,1.83   ,1.44   ,2.94
199603   ,0.44   ,2.11   ,2.88   ,0.01   ,0.73   ,2.78
199604   ,0.02   ,1.63   ,2.56   ,1.26   ,0.91   ,1.05
199605   ,2.19   ,2.52   ,5.55   ,0.82   ,2.17   ,1.63
199606  ,-0.61   ,1.37   ,0.72   ,0.08   ,0.50   ,1.33
199607  ,-0.72  ,-1.41  ,-2.36  ,-0.03  ,-1.16  ,-2.39
199608   ,0.51   ,1.67   ,3.69   ,1.24   ,3.36   ,3.32
199609  ,-2.46  ,-0.51   ,1.29   ,1.43   ,1.40   ,2.53
199610   ,0.62   ,3.13   ,4.81   ,0.50   ,2.26   ,3.25
199611   ,1.10   ,3.23   ,3.33   ,4.35   ,4.88   ,4.87
199612   ,1.65   ,2.51   ,3.39   ,1.12   ,3.17   ,2.67
199701   ,0.26   ,0.53   ,1.99   ,1.25  ,-1.35   ,1.07
199702   ,0.37   ,1.60   ,3.30   ,1.21   ,2.23  ,-0.59
199703   ,1.80   ,1.36   ,1.48   ,3.20   ,3.02   ,1.62
199704  ,-2.45  ,-1.81  ,-1.58  ,-1.20  ,-1.21   ,2.05
199705   ,2.92   ,3.60   ,4.02   ,2.76   ,4.16   ,6.10
199706   ,0.53   ,1.87   ,1.13   ,3.83   ,4.22   ,5.08
199707  ,-1.55  ,-1.27  ,-1.05   ,1.64   ,3.77   ,6.22
199708   ,1.25  ,-0.58   ,0.46  ,-2.20  ,-5.94  ,-5.87
199709   ,5.18   ,5.34   ,9.12   ,7.35   ,8.92  ,11.25
199710  ,-0.43  ,-0.12  ,-1.37  ,-4.52  ,-4.09  ,-6.46
199711  ,-2.03  ,-1.29  ,-1.25   ,2.39   ,1.65   ,0.55
199712  ,-1.39   ,0.13   ,0.64   ,0.60   ,3.27   ,4.42
199801   ,1.39   ,2.50   ,3.05  ,-0.34   ,3.13   ,5.90
199802   ,5.15   ,6.12   ,8.29   ,8.13   ,8.43   ,7.77
199803   ,6.18   ,8.41  ,11.67   ,7.74   ,7.88   ,6.58
199804   ,4.43   ,3.93   ,4.96   ,5.04   ,2.17   ,1.97
199805   ,3.27   ,3.93   ,5.83   ,3.00   ,2.27   ,2.39
199806  ,-4.15  ,-3.30  ,-3.98  ,-2.21   ,0.53   ,2.34
199807  ,-2.44  ,-1.35   ,2.36  ,-1.39   ,2.11   ,6.48
199808 ,-10.80  ,-9.60 ,-11.41 ,-10.87 ,-11.27 ,-13.98
199809  ,-4.56  ,-4.10  ,-4.42   ,1.13  ,-3.10  ,-9.28
199810   ,2.30   ,2.02   ,2.94   ,6.68   ,8.44   ,6.50
199811   ,0.56   ,2.48   ,5.78   ,4.11   ,5.09   ,4.76
199812  ,-0.68   ,1.17   ,1.92   ,0.53   ,2.29   ,7.60
199901  ,-0.79  ,-2.65   ,4.13  ,-2.32  ,-2.37   ,4.66
199902   ,0.11  ,-0.93   ,1.25   ,1.38  ,-2.53  ,-3.61
199903   ,3.13   ,0.09  ,-2.55   ,6.07   ,1.13  ,-4.05
199904   ,8.13   ,2.00   ,2.85   ,8.68   ,3.95  ,-0.95
199905  ,-0.92  ,-0.63   ,3.74  ,-4.88  ,-4.56  ,-2.80
199906   ,1.91   ,1.55   ,4.37   ,2.72   ,1.42   ,2.49
199907   ,2.32   ,2.86   ,9.55   ,1.52   ,1.09   ,1.45
199908   ,1.59   ,2.03  ,12.95   ,2.12   ,1.75   ,0.25
199909  ,-0.96   ,1.50   ,2.67   ,0.68  ,-1.20   ,0.02
199910  ,-2.09  ,-1.22   ,3.84   ,0.10   ,2.40   ,5.64
199911  ,-3.02  ,-0.07   ,8.55  ,-3.26   ,2.01  ,10.57
199912   ,4.40   ,6.02   ,5.48   ,6.05   ,6.70  ,17.19
200001  ,-2.88  ,-0.58   ,1.56 ,-11.88  ,-8.71  ,-3.79
200002   ,3.57   ,0.72   ,8.80   ,0.28   ,3.57  ,12.26
200003   ,1.89   ,1.56  ,-7.42   ,6.61   ,5.83  ,-6.66
200004  ,-3.49  ,-4.49 ,-14.44  ,-1.64  ,-2.75  ,-8.94
200005   ,3.20   ,3.56  ,-0.50   ,5.61   ,2.17  ,-4.39
200006   ,1.05   ,1.41   ,2.01   ,1.76   ,1.95  ,-0.39
200007  ,-1.44  ,-0.87  ,-1.43  ,-0.80   ,0.74  ,-2.92
200008  ,-3.07  ,-1.21   ,3.74  ,-1.00  ,-1.12  ,-1.24
200009  ,-1.63  ,-1.64  ,-2.83  ,-1.87  ,-2.43  ,-8.86
200010  ,-7.29  ,-4.38  ,-9.60   ,3.19  ,-1.46  ,-4.09
200011  ,-3.31  ,-0.29  ,-9.05  ,-4.43  ,-0.64  ,-8.77
200012   ,5.91   ,7.30   ,6.80   ,5.74   ,6.47   ,6.65
200101   ,4.07   ,2.39   ,1.76   ,6.42  ,-0.37  ,-4.54
200102  ,-7.10  ,-1.54  ,-3.08 ,-15.99  ,-6.66  ,-4.67
200103 ,-12.71  ,-7.26  ,-8.72 ,-11.32  ,-8.13  ,-7.26
200104   ,5.62   ,4.76   ,5.79  ,12.87   ,6.32   ,4.32
200105  ,-4.75  ,-1.55   ,0.35 ,-10.02  ,-2.51  ,-1.73
200106 ,-10.96  ,-1.30  ,-1.60  ,-8.30  ,-1.61   ,1.31
200107  ,-4.38   ,0.69  ,-0.77  ,-0.35   ,0.28  ,-0.75
200108  ,-2.89   ,1.88   ,3.11  ,-8.20   ,1.02   ,2.18
200109 ,-22.63 ,-11.20 ,-11.38 ,-16.14  ,-9.90  ,-7.49
200110   ,9.72   ,2.86   ,3.22   ,8.96   ,0.51   ,2.01
200111  ,12.72   ,4.13   ,2.34  ,10.81   ,1.14   ,1.67
200112  ,-0.86   ,1.52   ,1.72   ,0.55   ,2.54   ,3.52
200201  ,-4.39  ,-1.74   ,0.21  ,-8.62  ,-3.49  ,-1.45
200202  ,-3.75   ,1.61   ,3.43  ,-2.82   ,2.13   ,1.82
200203   ,5.46   ,4.43   ,4.46   ,7.45   ,4.76   ,3.53
200204  ,-0.06   ,3.65   ,4.84  ,-5.69   ,1.80   ,1.55
200205  ,-0.22   ,3.44   ,3.81  ,-2.21   ,0.56   ,3.36
200206  ,-6.84   ,0.58   ,2.25  ,-6.13  ,-1.34   ,1.01
200207 ,-11.49  ,-6.99  ,-5.99 ,-12.54 ,-10.38  ,-8.21
200208  ,-3.29  ,-1.24   ,0.70  ,-0.06   ,0.68   ,0.29
200209 ,-19.12  ,-9.23  ,-5.68 ,-19.90 ,-11.41  ,-6.03
200210   ,5.51   ,1.72   ,3.00  ,14.12   ,7.10   ,4.41
200211  ,10.83   ,3.94   ,3.77  ,10.46   ,2.70  ,-0.17
200212  ,-5.55   ,1.98   ,4.90  ,-8.50  ,-1.70   ,3.09
200301  ,-2.22  ,-1.42   ,0.44  ,-2.85  ,-4.64  ,-1.42
200302  ,-7.22  ,-3.26  ,-1.17  ,-7.33  ,-1.58  ,-1.00
200303  ,-1.88  ,-0.73   ,0.43  ,-2.77  ,-1.00  ,-0.68
200304  ,21.39  ,11.79   ,7.37  ,20.55  ,12.04   ,5.63
200305  ,13.59  ,10.11   ,9.17   ,8.24   ,6.96   ,7.88
200306   ,5.93   ,3.38   ,1.65   ,2.89   ,1.48  ,-2.13
200307   ,6.26   ,1.85   ,1.83   ,3.92   ,1.10  ,-0.90
200308   ,5.12   ,1.95   ,2.55   ,1.28  ,-0.60  ,-0.90
200309   ,5.54   ,5.57   ,6.66   ,2.25   ,2.53   ,3.05
200310   ,4.30   ,4.98   ,8.34   ,3.30   ,6.99  ,10.39
200311   ,4.10   ,4.52   ,4.98   ,4.46   ,5.15   ,3.41
200312   ,5.06   ,6.16   ,5.89   ,8.30   ,7.17   ,6.24
200401   ,4.78   ,4.87   ,8.39   ,0.95   ,2.13   ,4.97
200402   ,3.31   ,4.34   ,4.62   ,3.12   ,3.08   ,2.89
200403  ,-2.01  ,-1.41  ,-4.20  ,-2.30  ,-3.54  ,-4.86
200404  ,-1.37  ,-1.18  ,-2.47   ,0.35  ,-1.96  ,-2.08
200405   ,0.54   ,1.21  ,-0.12   ,1.32   ,1.79   ,1.43
200406   ,1.45   ,2.76   ,3.49   ,1.42   ,2.09   ,3.70
200407  ,-3.76  ,-1.68  ,-3.18  ,-3.65  ,-2.42  ,-3.55
200408  ,-1.37   ,0.71   ,0.37   ,0.56   ,0.09   ,1.46
200409   ,3.34   ,3.95   ,5.44   ,2.53   ,4.81   ,5.22
200410   ,4.02   ,4.16   ,4.77   ,4.31   ,4.38   ,3.59
200411   ,8.77   ,8.61  ,10.04   ,6.72   ,6.51   ,7.28
200412   ,3.92   ,5.09   ,6.17   ,3.82   ,5.41   ,3.28
200501   ,2.25   ,1.99   ,2.85  ,-2.05  ,-1.20  ,-0.90
200502   ,4.31   ,5.18   ,6.48   ,4.24   ,4.99   ,4.94
200503  ,-3.93  ,-2.13  ,-1.30  ,-1.43  ,-2.72  ,-3.43
200504  ,-3.45  ,-2.15  ,-1.53  ,-2.81  ,-1.90  ,-3.07
200505  ,-2.14  ,-1.39   ,0.15   ,0.35   ,0.15   ,1.30
200506   ,0.72   ,1.96   ,4.06   ,0.41   ,1.89   ,3.75
200507   ,3.84   ,3.89   ,6.04   ,4.28   ,3.70   ,4.33
200508   ,3.09   ,4.05   ,5.79   ,1.48   ,1.79   ,4.18
200509  ,-0.18   ,1.78   ,3.16   ,0.87   ,2.06   ,3.40
200510  ,-3.42  ,-3.17  ,-4.39  ,-2.03  ,-3.28  ,-4.56
200511   ,0.45   ,1.42   ,1.98   ,0.53   ,2.36   ,1.72
200512   ,3.58   ,3.87   ,6.03   ,3.97   ,4.03   ,4.55
200601   ,7.66   ,7.52  ,10.77   ,3.89   ,6.97   ,9.30
200602   ,1.81   ,2.54   ,4.25   ,1.71   ,0.06   ,0.74
200603   ,3.94   ,4.69   ,6.73   ,3.99   ,3.86   ,5.77
200604   ,5.41   ,6.17   ,9.22   ,4.81   ,5.27   ,6.91
200605  ,-2.64  ,-3.54  ,-5.48  ,-1.69  ,-3.69  ,-4.56
200606  ,-1.14  ,-0.39  ,-2.34   ,0.80   ,0.26  ,-0.43
200607  ,-0.64   ,0.35  ,-0.14   ,1.31   ,2.03   ,1.00
200608   ,3.72   ,2.64   ,2.76   ,1.85   ,4.24   ,2.48
200609   ,0.52   ,1.48   ,1.27   ,0.71   ,0.90   ,2.37
200610   ,3.46   ,4.63   ,4.98   ,4.47   ,3.86   ,4.21
200611   ,5.45   ,6.05   ,7.80   ,3.74   ,3.73   ,4.80
200612   ,3.30   ,4.81   ,5.41   ,2.49   ,3.69   ,6.03
200701   ,2.29   ,3.21   ,3.65   ,0.07   ,1.60   ,0.58
200702   ,0.42   ,1.97   ,1.64  ,-0.60  ,-0.39   ,0.64
200703   ,3.19   ,4.73   ,5.55   ,3.51   ,4.08   ,5.11
200704   ,4.56   ,5.91   ,7.03   ,6.76   ,5.91   ,5.37
200705   ,0.05   ,2.36   ,2.11   ,2.37   ,1.31   ,2.72
200706   ,0.20  ,-0.08  ,-0.02   ,1.14  ,-0.54   ,0.28
200707  ,-0.80   ,0.21   ,0.41  ,-2.32  ,-2.62  ,-0.21
200708  ,-4.26  ,-4.03  ,-4.33  ,-1.51  ,-1.00  ,-1.69
200709   ,0.52   ,1.04   ,2.80   ,3.34   ,6.13   ,7.92
200710   ,3.04   ,4.24   ,6.52   ,2.63   ,4.63   ,7.11
200711  ,-9.18  ,-7.41  ,-7.23  ,-4.91  ,-2.19  ,-3.09
200712  ,-3.65  ,-2.66  ,-2.05  ,-4.19  ,-0.40  ,-1.58
200801  ,-9.65  ,-8.81  ,-9.65  ,-9.98 ,-10.50  ,-9.11
200802   ,4.32   ,5.06   ,4.55  ,-0.62   ,2.17   ,2.74
200803  ,-1.17   ,0.34   ,1.16   ,1.23   ,1.17  ,-0.67
200804   ,2.14   ,1.71   ,2.47   ,5.22   ,4.62   ,5.18
200805  ,-0.23   ,1.89   ,2.40  ,-3.41   ,1.61   ,2.75
200806 ,-12.14  ,-5.72  ,-3.19 ,-15.19  ,-8.65  ,-5.27
200807  ,-5.30  ,-4.19  ,-5.80  ,-1.45  ,-2.74  ,-5.43
200808  ,-2.18  ,-5.16  ,-6.73  ,-1.19  ,-4.27  ,-6.63
200809 ,-19.23 ,-16.83 ,-15.31 ,-18.28 ,-13.09 ,-14.66
200810 ,-30.34 ,-26.80 ,-23.48 ,-29.43 ,-20.89 ,-16.04
200811 ,-11.44  ,-9.03  ,-6.17  ,-8.22  ,-5.16  ,-8.68
200812   ,5.21   ,6.55   ,7.10   ,7.80   ,8.95   ,4.43
200901  ,-7.40  ,-6.42  ,-6.99 ,-15.64 ,-11.50  ,-9.44
200902  ,-9.47  ,-6.12  ,-4.34 ,-13.07 ,-10.47  ,-9.22
200903  ,10.45   ,4.02   ,2.32  ,16.90   ,5.64   ,4.42
200904  ,31.15  ,15.28   ,6.96  ,32.08  ,13.48   ,4.07
200905  ,19.07  ,13.71  ,10.13  ,15.97  ,12.79   ,9.48
200906  ,-1.04  ,-0.03   ,0.13  ,-2.94  ,-3.23   ,0.86
200907   ,7.78   ,6.01   ,7.90  ,12.69  ,10.22   ,9.42
200908  ,12.47   ,7.56   ,4.55  ,10.42   ,5.32  ,-0.20
200909   ,8.48   ,6.77   ,5.75   ,6.85   ,5.13   ,4.05
200910  ,-2.48   ,0.29   ,0.47  ,-5.09  ,-0.73  ,-0.62
200911  ,-0.34   ,0.42   ,2.18   ,2.40   ,4.24   ,3.59
200912  ,-1.93  ,-0.49  ,-0.40   ,1.53   ,1.24   ,0.47
201001  ,-2.50  ,-1.02  ,-0.30  ,-5.88  ,-4.98  ,-6.94
201002  ,-3.79  ,-2.68  ,-3.35  ,-2.45  ,-1.37  ,-2.43
201003   ,3.37   ,6.02   ,7.56   ,4.59   ,6.12  ,10.67
201004  ,-1.48   ,0.89   ,2.25  ,-2.80  ,-1.35  ,-2.12
201005 ,-13.24 ,-12.80 ,-12.32 ,-13.56 ,-11.13 ,-12.53
201006  ,-1.93  ,-0.90  ,-1.37  ,-3.19   ,0.05  ,-0.38
201007  ,10.54  ,10.12  ,11.63  ,16.76   ,9.26  ,11.84
201008  ,-6.40  ,-3.51  ,-2.93  ,-7.02  ,-3.01  ,-2.88
201009  ,10.08  ,12.20  ,14.74   ,9.52  ,12.14  ,13.56
201010   ,4.85   ,5.29   ,5.72   ,5.19   ,4.90   ,4.71
201011 ,-10.40  ,-5.89  ,-3.65 ,-12.75  ,-6.81  ,-3.67
201012   ,9.61  ,11.50  ,12.30   ,8.51   ,8.80   ,9.54
201101   ,5.05   ,3.79   ,3.27   ,8.92   ,1.67  ,-0.32
201102   ,2.41   ,2.24   ,1.76   ,3.03   ,3.24   ,3.34
201103   ,0.63   ,1.66   ,1.85  ,-2.13   ,0.35   ,1.02
201104   ,5.42   ,7.22   ,8.49   ,7.59   ,8.13   ,9.07
201105  ,-4.48  ,-3.31  ,-2.02  ,-2.46  ,-3.19  ,-3.68
201106  ,-4.19  ,-3.18  ,-3.05  ,-3.81  ,-1.30  ,-0.27
201107  ,-4.55  ,-2.36  ,-2.34  ,-4.17  ,-2.99  ,-3.21
201108  ,-9.53  ,-7.62  ,-9.92 ,-11.30  ,-8.56 ,-11.77
201109 ,-14.40 ,-12.21 ,-12.73 ,-10.38 ,-10.52 ,-14.40
201110   ,7.12   ,8.78   ,8.71  ,13.06  ,11.21  ,11.66
201111 ,-10.78  ,-7.12  ,-5.36  ,-9.05  ,-3.92  ,-2.05
201112  ,-3.92  ,-3.30  ,-2.56  ,-4.32  ,-2.31   ,0.02
201201  ,13.08   ,7.25   ,5.86  ,12.41   ,4.97   ,1.68
201202   ,7.63   ,6.72   ,7.84   ,9.44   ,5.78   ,5.56
201203  ,-1.21   ,1.40   ,1.59  ,-3.18  ,-0.10   ,1.68
201204  ,-4.98  ,-0.70   ,1.85 ,-10.18  ,-0.96   ,0.89
201205 ,-16.56 ,-10.67  ,-9.62 ,-16.84 ,-12.52  ,-8.94
201206   ,4.96   ,3.75   ,2.49  ,11.26   ,6.61   ,6.22
201207  ,-2.51  ,-0.84   ,1.42  ,-3.27   ,2.16   ,2.10
201208   ,5.83   ,4.12   ,4.35   ,7.53   ,3.78   ,3.15
201209   ,5.95   ,4.33   ,5.35   ,4.08   ,3.11   ,2.86
201210   ,0.39   ,1.38   ,2.76   ,3.02   ,1.21   ,1.79
201211  ,-1.46   ,1.25   ,0.91   ,1.59   ,2.44   ,3.98
201212   ,6.27   ,4.98   ,5.11   ,3.77   ,2.84   ,2.95
201301   ,7.80   ,6.97   ,7.10   ,6.08   ,6.17   ,5.99
201302  ,-3.67   ,0.09   ,0.63  ,-5.57  ,-1.81  ,-0.79
201303  ,-3.64  ,-0.62  ,-0.51  ,-1.74  ,-0.20   ,0.46
201304   ,1.80   ,3.21   ,4.64   ,4.97   ,3.95   ,4.11
201305   ,2.35   ,1.82   ,2.33   ,0.17   ,0.25   ,1.19
201306  ,-3.92  ,-2.50  ,-2.35  ,-5.59  ,-4.81  ,-4.76
201307   ,4.57   ,6.06   ,8.59   ,6.45   ,7.37   ,9.61
201308   ,3.18   ,1.51   ,0.88   ,0.70  ,-1.96  ,-1.71
201309   ,6.47   ,6.82   ,9.78   ,6.53   ,7.00   ,8.06
201310   ,2.75   ,5.39   ,5.68   ,4.38   ,4.31   ,5.40
201311   ,0.59   ,1.96   ,3.36   ,0.31   ,1.30   ,2.65
201312   ,2.07   ,3.20   ,3.55   ,1.61   ,2.51   ,3.11
201401  ,-0.60   ,1.11   ,1.01  ,-4.04  ,-3.98  ,-1.02
201402   ,6.48   ,7.11   ,8.80   ,6.43   ,7.73   ,8.45
201403  ,-0.58   ,0.57   ,0.16   ,0.04   ,0.08  ,-2.67
201404   ,1.07   ,1.28  ,-1.57   ,3.63   ,1.87  ,-0.79
201405  ,-0.24   ,0.09   ,0.23   ,1.23   ,0.87   ,0.29
201406   ,0.00  ,-0.23   ,0.36  ,-0.67   ,0.36  ,-0.41
201407  ,-4.84  ,-3.61  ,-4.91  ,-3.45  ,-4.11  ,-4.54
201408  ,-2.17  ,-0.01  ,-0.74   ,0.38   ,0.10  ,-0.40
201409  ,-7.25  ,-5.65  ,-4.71  ,-5.38  ,-2.81  ,-2.96
201410  ,-6.38  ,-2.97  ,-2.95  ,-1.93  ,-2.61  ,-3.19
201411   ,0.54   ,0.93   ,0.86   ,3.10   ,2.27   ,1.54
201412  ,-3.89  ,-1.67  ,-0.76  ,-4.18  ,-4.11  ,-3.33
201501  ,-3.00  ,-1.62  ,-0.77  ,-3.09   ,0.14   ,1.67
201502   ,9.56   ,5.69   ,6.42   ,9.26   ,5.43   ,4.48
201503  ,-4.09  ,-2.50  ,-0.81  ,-2.22  ,-2.16  ,-2.36
201504   ,7.14   ,6.59   ,6.48   ,6.42   ,4.75   ,2.80
201505  ,-0.62   ,0.71   ,2.49  ,-2.91   ,0.45   ,1.10
201506  ,-1.83  ,-0.42  ,-0.71  ,-3.43  ,-2.96  ,-2.71
201507  ,-0.23   ,2.43   ,3.39   ,0.48   ,3.00   ,3.95
201508  ,-4.57  ,-2.07  ,-1.84  ,-7.41  ,-5.93  ,-5.91
201509  ,-5.91  ,-3.03  ,-1.68  ,-7.47  ,-2.89  ,-3.15
201510   ,4.03   ,2.74   ,3.51   ,7.47   ,6.37   ,4.86
201511  ,-3.69  ,-1.42  ,-0.34  ,-2.10  ,-1.52  ,-0.25
201512  ,-1.36   ,1.77   ,2.55  ,-4.14  ,-1.65  ,-0.03
201601  ,-7.89  ,-5.96  ,-8.28  ,-8.59  ,-5.27  ,-5.91
201602  ,-0.49   ,0.04  ,-1.05  ,-1.01  ,-2.55  ,-1.86
201603  ,10.85   ,8.41   ,8.32   ,7.07   ,6.02   ,6.63
201604   ,5.05   ,1.72   ,1.67   ,4.90   ,1.42   ,0.46
201605  ,-1.20  ,-0.44   ,2.08  ,-2.67   ,0.46   ,1.68
201606 ,-12.18  ,-7.11  ,-4.70  ,-8.70  ,-2.99  ,-1.98
201607   ,5.51   ,5.26   ,6.81   ,5.46   ,3.56   ,3.98
201608   ,3.07   ,1.90   ,2.69   ,2.43  ,-0.18  ,-0.70
201609   ,0.45   ,2.09   ,3.49  ,-0.87   ,1.27   ,2.36
201610  ,-3.20  ,-3.39  ,-3.05  ,-1.90  ,-3.50  ,-3.71
201611   ,0.20  ,-1.73  ,-2.57  ,-1.41  ,-3.42  ,-2.72
201612   ,5.15   ,3.74   ,3.92   ,5.67   ,4.99   ,2.97
201701   ,3.18   ,4.60   ,6.24   ,1.33   ,2.71   ,3.92
201702   ,0.47   ,0.84   ,1.22   ,2.71   ,0.85  ,-1.25
201703   ,3.27   ,3.17   ,2.77   ,3.95   ,4.78   ,4.49
201704   ,6.00   ,6.20   ,6.37   ,4.63   ,4.28   ,4.73
201705   ,4.20   ,5.11   ,6.32   ,6.22   ,5.56   ,3.24
201706   ,0.53   ,1.13   ,0.99  ,-2.22  ,-0.64   ,0.49
201707   ,3.81   ,3.83   ,5.06   ,2.69   ,2.91   ,5.36
201708  ,-0.81  ,-0.67   ,1.11  ,-0.24   ,0.38   ,0.51
201709   ,2.34   ,2.17   ,3.59   ,2.82   ,2.89   ,2.82
201710  ,-0.89  ,-0.18   ,0.25  ,-0.03   ,1.11   ,1.29
201711  ,-0.92   ,0.65   ,0.24  ,-0.11   ,0.43  ,-0.68
201712   ,3.44   ,3.00   ,2.40   ,2.01   ,1.59   ,0.24
201801   ,4.65   ,5.97   ,7.31   ,3.94   ,6.03   ,7.18
201802  ,-4.56  ,-4.19  ,-3.92  ,-5.51  ,-5.52  ,-4.92
