This file was created by CMPT_ME_BEME_OP_INV_RETS using the 202006 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on ME and BEME.

The portfolios are constructed at the end of June.  BEME is book value at the last fiscal year end of the prior calendar year
divided by ME at the end of December of the prior year. 
Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Average Value Weighted Returns -- Monthly
,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
200802,  -5.6868,  -4.2210,  -5.2593,  -2.4496,  -4.0959,  -5.0662,  -1.2050,  -1.2451,  -3.4398,  -4.8268,  -3.6909,  -1.1523,  -2.1197,  -1.7892,  -3.1761,  -0.8748,  -1.3290,  -2.3380,  -2.6804,  -5.5073,  -2.7053,  -2.0454,  -4.2547,  -5.2061,  -6.2710
200803,  -4.0675,  -1.2838,   2.1084,  -0.1607,  -0.3974,  -0.7816,   1.7446,   1.8199,   1.3785,   0.4703,  -3.2365,   1.1746,  -2.5350,  -1.1576,  -1.1518,   0.0715,  -2.4546,  -2.5488,  -3.3835,  -1.3912,   0.0369,   1.3267,  -4.4263,  -3.5241,   0.5664
200804,   3.0787,   3.5461,   0.6491,   0.5305,   0.5997,   2.8684,   4.2160,   3.4542,   2.7575,   0.4488,   7.0099,   6.6209,   8.9214,   9.8056,   7.4617,   6.0384,   6.6786,   5.8211,   7.9035,   2.6194,   3.3309,   3.3885,   7.0880,   3.9637,   6.3671
200805,   5.7093,   4.1016,   2.1777,   3.3215,   1.5205,   7.0839,   3.4023,   7.8922,   5.4608,   1.6047,   3.7433,   3.4991,   6.6845,   6.1581,   4.3879,   4.1809,   5.1764,   3.6969,   4.8796,   2.6475,   3.3519,  -0.6145,   0.3541,  -1.9704,   1.5464
200806,  -6.2011,  -8.9869, -11.2077,  -7.3929, -10.0284,  -7.6924,  -7.2444,  -5.2188,  -8.3958, -11.6204,  -8.5720,  -7.0691,  -6.9143,  -7.1711,  -6.4571,  -7.1980,  -9.0213,  -9.9432,  -5.8260, -13.5241,  -7.1972,  -7.3198,  -9.3362, -13.4056, -11.0002
200807,   4.9132,   4.4308,   4.8909,   7.0172,   3.2450,   1.6464,   2.8094,   4.2946,   3.4550,   7.9210,  -0.5213,   0.0742,   1.6465,  -0.5680,   5.6902,  -0.4147,  -1.5565,  -7.8540,  -2.2305,  -2.4270,  -1.3925,  -2.0903,  -2.1688,   2.6245,   7.5854
200808,   1.1151,   3.0966,   2.8653,   2.9568,   6.6590,   4.4964,   4.5122,   3.5523,   5.2782,  12.0915,   3.1137,   2.9441,   4.2358,   2.2125,   5.7520,   0.9762,   1.6643,   1.8742,   4.3722,   2.2723,   0.9198,   1.2949,   2.0220,  -2.5692,  -0.0929
200809, -13.0889,  -9.5847,  -8.7146,  -3.6779,  -6.5948,  -9.0964,  -8.5537,  -6.9987,  -4.6846,  -6.8985, -13.8391, -11.6645,  -8.1945,  -7.1008,  -6.3382, -13.2751, -13.4733, -14.9049, -10.7570,  -8.9627,  -9.5502,  -8.9079,  -7.1458,  -8.2894,  -3.6074
200810, -23.6144, -20.1407, -19.0752, -15.4571, -21.7484, -22.6773, -23.6733, -18.7489, -19.6905, -20.9371, -22.9976, -18.3895, -17.5775, -19.9879, -20.4356, -20.7598, -20.4063, -25.3851, -22.4463, -19.1497, -14.4895, -15.5903, -13.3971, -27.2797, -17.2138
200811, -13.0604, -12.4143, -12.5050, -11.9331, -16.3814, -11.1400, -10.6713, -10.6253,  -9.9071, -16.8757, -11.7898, -10.4069,  -9.5827,  -9.7571,  -6.9218,  -8.4695,  -9.0888,  -9.4380,  -9.2056, -15.5709,  -6.3034,  -4.8201,  -7.0798, -14.3035, -17.4533
200812,   2.6198,   6.2518,   5.4808,   2.2669,   4.0337,   3.8463,   6.2048,   6.1001,   5.2718,   6.8300,   6.5089,   3.1864,   4.3650,  -0.4639,   9.9574,   4.1884,   6.3239,   2.5402,   2.2500,   0.9554,   1.3386,   0.6408,   0.2815,  -2.2234,   3.5943
200901,  -6.8078,  -7.7847,  -9.7973, -15.8445, -15.3644,  -7.1517,  -5.3057, -11.1780, -13.9823, -19.6658,  -6.0022,  -8.7986,  -8.8115,  -6.7036, -18.3623,  -4.5058,  -6.2961,  -6.8793,  -9.0851, -17.2655,  -3.2958,  -9.8435, -11.2195, -18.9820, -13.2018
200902, -11.1780, -10.6134, -12.5964, -13.4059, -15.0623,  -9.8166,  -9.1318, -10.7558, -13.8091, -21.7234,  -6.4711, -10.9095,  -9.6828, -13.0080, -11.5656,  -6.8961,  -8.7559, -10.8760, -14.4781, -15.4282,  -8.1439,  -9.7475, -12.3649, -19.9404, -12.0608
200903,  10.4564,  11.5009,  10.4581,   7.5760,  10.0637,   8.0921,  10.7583,   9.7558,   7.2740,  13.7672,   8.7543,   9.0792,   9.8267,   8.3181,  13.0395,   8.2347,   8.9906,   7.2409,  10.7517,  10.0838,   7.8797,   8.1784,   9.5134,  11.4568,   6.4526
200904,  18.9540,  15.7929,  15.8980,  15.9473,  17.2779,  16.0168,  17.7855,  15.1993,  13.6363,  19.0620,  14.1005,  18.0599,  13.7592,  16.1367,  15.7516,  11.1929,  14.0158,  16.6284,  14.3260,  16.7331,   6.6266,   6.9717,  10.4618,  13.6581,  23.5375
200905,   5.9459,   5.6545,   4.5301,   4.2856,   3.7318,   3.9570,   3.0245,   2.7223,   0.2982,   4.7063,   3.8607,   1.3406,   2.6751,   1.0403,  -1.1980,   3.5398,   2.5932,   4.7922,   8.2623,   3.6475,   4.8911,   5.0574,   4.6617,   8.0466,   7.0998
200906,   7.9494,   5.0150,   4.1480,   2.4415,   2.9931,   6.3435,   1.9991,   0.7002,  -2.4443,   0.3703,   1.7820,   1.3650,  -1.7742,   0.2018,   0.0202,   1.8314,   0.4551,  -1.6111,  -0.8920,  -0.6554,   1.6492,  -1.7708,  -0.2845,  -1.0908,  -1.6788
200907,   8.4114,   7.3789,   9.1381,   8.8624,  13.6455,   6.0096,   6.8684,  12.1047,  11.8465,  13.3529,   6.8635,   9.4267,   9.9185,  12.2912,  16.0033,   7.5777,   7.6870,   9.2698,  11.9798,  10.9922,   5.7852,   8.8477,   7.1235,   8.4822,   9.2562
200908,   3.3604,   2.3465,   3.5364,   3.7093,  10.1193,   0.0665,   0.5446,   3.0869,   4.0915,   7.9534,   0.9799,   0.8955,   3.6517,   4.3379,  11.5108,   1.9074,   4.2476,   3.0744,   5.9499,  15.1507,   0.9532,   4.0331,   2.5239,   6.0726,  14.6005
200909,   4.8834,   5.5442,   4.8947,   6.2847,   8.9428,   8.0724,   5.8962,   7.2809,   5.4824,   7.9971,   6.4569,   3.9989,   6.5696,   7.8203,   6.9242,   6.7724,   4.8031,   5.9822,   6.2992,   8.4576,   3.3155,   2.3303,   4.3616,   5.0083,   0.4652
200910, -10.3107,  -7.3799,  -6.9484,  -7.7243,  -9.0816,  -7.4761,  -5.1021,  -7.0166,  -9.4325, -10.0719,  -5.3308,  -3.6920,  -5.4500,  -5.5552,  -9.7463,  -4.6108,  -2.8708,  -4.1201,  -7.4752,  -6.4098,   0.1384,  -1.0819,  -3.6057,  -3.4903, -10.0222
200911,  -0.2343,  -0.8668,   3.4324,   1.1291,   1.5478,   2.1672,   1.2006,   2.1076,   2.9341,   5.6531,   3.1431,   3.1380,   1.1094,   6.4981,   7.2020,   4.1141,   4.2964,   4.1948,   4.1483,   4.2243,   6.7740,   5.1431,   4.1557,   4.3407,   5.7880
200912,   5.7423,   8.3791,   7.6607,   7.8303,  10.1825,   9.1445,   9.2522,   9.1436,   7.0197,   9.2313,   6.8337,   7.0990,   6.9421,   7.3285,   8.3938,   5.9369,   4.0756,   7.5716,   5.6313,   6.3775,   0.7655,   2.3846,   2.5580,   1.6718,  -1.9964
201001,  -4.0363,  -5.2578,  -4.1761,  -3.8479,  -1.1477,  -3.2369,  -3.5570,  -0.9610,  -2.8703,  -3.9043,  -3.6391,  -3.3777,  -3.9800,  -3.9353,  -3.0913,  -3.7568,  -3.8453,  -5.2861,  -2.0673,  -2.3468,  -4.1786,  -3.5130,  -1.4636,  -4.8881,  -1.4429
201002,   3.9054,   3.7866,   4.8806,   5.1905,   6.8933,   1.9187,   3.4761,   2.5043,   6.0192,   5.4556,   4.0178,   3.9072,   3.9473,   6.7949,   8.9106,   4.7124,   6.8976,   4.8633,   3.8133,   6.4355,   2.2395,   2.7424,   2.3805,   3.9254,   5.9328
201003,   6.9969,   6.6163,   8.1088,   6.7125,   9.8315,   6.7711,   8.0190,   7.8010,   7.2279,  11.3222,   9.2193,   6.6375,   9.0996,   7.6728,   7.6149,   8.0864,   6.2048,   7.6823,   5.5578,  12.0412,   4.9206,   5.2222,   6.3463,   6.6450,   8.2769
201004,   6.4378,   6.9237,   5.6559,  10.0126,  12.0549,   2.1219,   5.6644,   5.2663,   6.5217,   7.1876,   2.9258,   5.7904,   3.1967,   5.4351,   5.6749,   3.9596,   4.5015,   3.2400,   7.0066,   4.7302,   0.2533,   2.3987,   1.6409,  -1.5033,   2.6088
201005,  -7.2777,  -5.6248,  -7.0939,  -9.4978, -10.4844,  -4.9171,  -6.3704,  -7.6129,  -9.1494,  -9.8639,  -6.3341,  -6.4611,  -6.7369,  -9.7268,  -9.2905,  -5.2182,  -8.5599,  -8.8623,  -7.1525,  -8.0994,  -7.7512,  -8.0538,  -9.4660,  -7.7397, -10.0706
201006,  -7.0248,  -7.1726,  -6.9017,  -7.4132, -11.5992,  -5.4024,  -5.1478,  -7.8367, -10.1288, -12.6156,  -5.7445,  -6.3143,  -7.2205,  -7.6547, -11.8623,  -4.4620,  -6.2849,  -7.6440,  -8.6119,  -9.8133,  -4.0393,  -6.9679,  -3.3458,  -7.4371,  -9.8111
201007,   6.0815,   5.2992,   7.0034,   5.9706,   6.0921,   6.8857,   7.9577,   6.2634,   7.0307,   6.1127,   6.5397,   7.2438,   4.9968,   8.0408,   7.9509,   6.8936,   6.2911,   8.4407,   7.9360,   6.3866,   6.8797,   5.7566,   7.7938,   6.9342,   5.4331
201008,  -8.7055,  -8.5390,  -8.7339,  -9.8820,  -9.3230,  -5.7930,  -8.2826,  -8.6107,  -6.7374,  -8.7052,  -4.4392,  -6.1915,  -8.4342,  -6.8467,  -6.5591,  -4.3500,  -4.7878,  -5.6700,  -4.4794,  -6.2722,  -4.3693,  -4.0781,  -2.3877,  -5.6814,  -8.9059
201009,  11.4443,  11.0580,  13.3145,  11.6719,  10.1085,  14.8878,  15.0200,  13.2417,  10.4002,  11.3256,  12.5039,  13.9231,  12.1405,  11.3005,  10.8490,  11.9511,  11.2782,  10.7724,   7.5434,   9.4785,  10.0520,   8.0601,   8.2449,   7.0865,   7.1898
201010,   6.5264,   4.6066,   5.7373,   5.0100,   3.5425,   3.6220,   4.0316,   3.6635,   3.2095,   2.5874,   4.4609,   3.8784,   4.3915,   3.8128,   3.1382,   3.1514,   4.6229,   4.1126,   1.6686,   0.2754,   4.7861,   4.3618,   3.7619,   1.5819,  -0.0050
201011,   1.2930,   3.5509,   5.2080,   4.0783,   3.2910,   3.3304,   4.3726,   3.1899,   2.7898,   4.1313,   3.7161,   5.5974,   2.3032,   3.5343,   1.4579,   4.5024,   3.6281,   2.5075,   1.0212,  -0.7467,  -1.1840,   1.8228,  -1.0619,  -0.1740,  -3.6409
201012,   9.9609,   7.7177,   7.5280,   8.4940,   9.3421,   7.5999,   7.0753,   7.6687,   7.6098,  10.0227,   6.0896,   7.6869,   8.6421,   6.9182,   6.9497,   4.7112,   7.0154,   7.4283,   8.8483,   9.1633,   4.2237,   6.0247,   6.7761,   8.8202,  13.8074
201101,  -2.9088,  -1.9319,  -1.5396,  -1.0878,  -0.9301,   0.8289,  -0.7740,   1.9834,  -0.0280,   2.4539,   1.9755,   1.7753,  -0.4651,   3.8005,  -0.6250,   1.8008,   3.6502,   1.6536,   1.7648,   0.7471,   1.2598,   3.4889,   2.5693,   2.4324,   3.3578
201102,   1.3224,   5.3022,   3.7487,   4.7601,   6.3432,   5.5826,   6.9486,   6.2753,   4.6062,   5.3624,   5.0774,   6.2871,   5.5305,   5.0126,   4.1758,   4.5629,   4.1348,   4.0655,   3.5571,   2.3795,   1.6397,   3.4280,   4.6719,   3.5716,   4.1121
201103,   3.4851,   4.4494,   0.8592,   1.8995,   1.5803,   2.5145,   2.5458,   2.9762,   1.2579,   3.2898,   4.7800,   3.0179,   2.6206,   2.2773,   1.6492,   1.7661,   3.1126,   2.3961,   0.7867,   0.0945,  -0.3297,  -0.2354,   1.4588,  -0.7609,  -2.8958
201104,   2.6036,   0.8134,   0.5430,   1.4249,   0.2924,   4.2140,   2.1107,   2.2377,   1.8288,  -0.1020,   4.0055,   3.8964,   3.2488,   2.9721,   1.9380,   3.4108,   1.6115,   1.7109,   2.7753,   2.2833,   3.5610,   4.4031,   3.0222,   0.4756,   1.0201
201105,  -1.1266,  -1.2110,  -2.4400,  -4.4485,  -2.8978,  -2.0924,  -1.1313,  -0.6143,  -3.6619,  -3.2831,  -1.5383,  -1.2827,  -1.7431,  -4.3943,  -0.6007,   0.0845,  -0.6175,  -1.5279,  -1.4872,  -0.9644,  -0.2139,  -2.6926,  -1.6828,  -2.2562,  -3.5867
201106,  -4.4962,  -3.6762,  -2.4672,  -1.8575,  -2.5508,  -0.9552,  -2.1474,  -1.4547,  -0.6318,  -1.6310,  -0.9431,  -2.1375,  -1.8346,  -1.0751,  -3.7351,  -1.5819,  -2.1525,  -3.0156,  -2.1213,  -2.1632,  -1.3535,  -1.9090,  -2.1576,  -1.8370,  -2.7487
201107,  -5.1765,  -2.9374,  -3.0004,  -1.2755,  -1.4811,  -3.6364,  -3.6402,  -5.2595,  -3.0715,  -5.6794,  -4.8264,  -3.7865,  -3.2951,  -5.1734,  -4.0106,  -4.3258,  -3.3144,  -3.7810,  -2.9312,  -3.8453,   0.1232,  -1.8474,  -1.6188,  -4.1836,  -5.6244
201108, -12.3108, -12.1755,  -8.9747, -10.7340,  -9.8852,  -9.3958,  -8.9009, -10.4741,  -8.1184, -11.1263,  -7.4788,  -8.3010,  -8.6356,  -9.0545,  -9.4831,  -8.0760,  -7.8568,  -8.9775,  -8.7577,  -6.9302,  -3.9583,  -5.0032,  -7.2027,  -4.1132, -11.7631
201109, -11.4020, -12.8370, -10.8558, -11.0444, -10.4737, -10.5004, -11.9822, -11.8303, -10.8189, -10.9735, -10.3662, -13.0326, -11.9374, -11.1779, -10.9648,  -9.1547, -11.1717, -12.7394,  -9.0331,  -9.8084,  -6.3850,  -5.1092,  -7.2655,  -6.0588, -13.8270
201110,  12.7273,  15.1863,  14.4787,  14.8203,  10.0150,  17.9573,  14.8040,  16.1740,  14.9343,  14.7984,  14.0487,  16.6911,  17.0400,  15.2611,  12.4426,  14.9380,  15.8162,  15.4675,  11.7394,  12.0174,   9.2212,  10.3968,  12.4601,   8.5866,  14.8420
201111,  -2.4547,  -1.0752,  -3.1583,  -1.2456,  -0.4384,  -0.2857,  -2.2543,  -0.2045,   1.4519,   0.0373,  -1.4570,   1.3978,  -0.9718,   1.3179,  -0.3558,  -0.5932,  -0.8612,   1.0022,   1.0452,  -1.5793,  -0.9078,   0.9932,   0.5290,  -0.1940,  -6.6315
201112,  -0.6303,   1.8734,   0.7999,   1.7546,   1.1778,  -0.9277,   0.3985,   1.3493,   0.4459,   1.1700,  -2.1725,  -0.4344,   0.3379,   0.1943,   2.8387,  -2.6364,   0.3538,  -0.6252,   3.7337,  -0.6397,  -0.6030,   0.6428,   1.8010,   3.2549,   1.2576
201201,  12.4862,   7.4511,   7.3766,   7.6498,   7.6249,   7.9488,   5.9304,   7.7541,   5.3793,   5.2286,   8.0769,   5.4419,   7.3247,   5.7927,   2.7039,   9.5716,   6.3154,   4.9262,   3.0103,   4.0466,   7.1784,   2.4171,   1.8799,   2.0079,   9.0747
201202,   1.1727,   0.7580,   1.2081,   0.8858,   2.5080,   4.0474,   3.5708,   1.2579,   2.5403,   4.3542,   4.1077,   3.5446,   3.7354,   3.9883,   3.4854,   4.6380,   5.2028,   3.6046,   3.2882,   5.9483,   5.0082,   2.6839,   3.6947,   4.2397,   6.6923
201203,   2.5260,   3.4545,   3.3707,   2.9695,   4.4100,   1.7795,   1.5719,   1.9504,   3.6755,   2.5761,   1.4570,   1.0432,   1.3940,   2.0614,  -0.6024,   4.4391,   0.1772,  -1.0407,   2.1662,   1.5531,   4.0483,   1.9884,   0.2495,   3.4806,   7.6488
201204,  -3.7930,  -2.1888,  -1.8467,  -1.7213,  -0.2428,  -0.0820,  -2.6384,  -2.4003,  -2.6374,  -1.8841,  -2.4471,  -0.7215,  -1.4932,  -0.9761,   0.3758,  -0.6427,   0.1816,  -0.4040,   0.6151,  -3.3402,  -0.3462,  -0.9532,  -0.1988,  -0.8297,  -4.1788
201205,  -8.5506,  -5.7421,  -7.3575,  -8.3145,  -5.1102,  -5.8317,  -6.0053,  -7.7991,  -5.5289,  -7.4933,  -6.5750,  -7.0728,  -7.7358,  -6.1554,  -7.0748,  -7.3811,  -8.7322,  -9.5565,  -6.7598,  -5.8743,  -6.4943,  -5.6186,  -5.4204,  -3.1132, -12.7892
201206,   6.9690,   7.6734,   5.3256,   5.6416,   5.3392,   6.3336,   4.5600,   4.7271,   2.8643,   5.1135,   5.0943,   2.5628,   2.3360,   2.6980,   3.3262,   0.4163,   1.6715,   3.2755,   2.4695,   3.1851,   2.4371,   4.3976,   4.3929,   5.2145,   5.8105
201207,  -2.6368,   1.2693,  -2.9610,  -1.7757,  -2.4402,  -4.1537,  -0.2790,  -1.1838,  -1.3976,  -0.4692,  -2.2211,  -0.5011,  -0.3328,   0.4755,  -4.7013,  -2.5106,   0.2322,  -0.3656,  -0.7157,  -1.2558,   1.0577,   2.4561,   1.0486,   1.6982,  -1.4759
201208,   2.4907,   0.3903,   3.7990,   2.6782,   3.2569,   2.0096,   2.2772,   2.8319,   3.1823,   3.3116,   5.3245,   2.9490,   4.1127,   3.9622,   3.2750,   3.9307,   4.0250,   2.1185,   3.8133,   5.7022,   2.4741,   1.6627,   1.0893,  -0.4816,   6.4923
201209,   4.9667,   5.0762,   4.6710,   4.5077,   4.2697,   4.8483,   3.4669,   3.7013,   3.7600,   3.4378,   2.6405,   1.0336,   1.8394,   2.7219,   3.4539,   1.9894,   1.8460,   2.5545,   2.1889,   3.0767,   1.4116,   2.2737,   3.6513,   3.1137,   5.1812
201210,  -5.6386,  -4.4744,  -3.7807,  -4.2858,  -1.2401,  -6.0444,  -2.3473,  -1.1962,  -1.8797,  -1.0255,  -4.2701,   0.1971,  -0.4957,   0.6939,  -0.0367,  -1.2385,  -0.0507,  -0.8167,   1.3254,   1.0219,  -4.1755,  -1.0762,  -1.7600,  -2.0985,   3.8309
201211,  -0.9220,   1.5395,   0.4011,  -0.9300,   0.9048,  -0.7413,   0.1925,   0.2667,   0.0828,   2.3736,   2.5391,   3.2683,   2.1867,   1.1309,   0.7715,   2.7601,   2.9765,   0.2736,  -0.7009,   0.6051,   1.3409,  -0.1190,  -0.7812,  -0.8491,  -1.6872
201212,   0.1732,   2.9454,   3.4162,   3.6770,   4.0137,   3.3063,   2.7232,   3.5811,   3.2243,   4.2546,   1.7474,   3.6357,   1.7248,   1.7996,   3.5852,   1.7809,   2.0402,   3.2087,   3.6660,   2.9502,  -1.4003,  -0.4419,   1.3643,   1.3714,   7.3272
201301,   6.6669,   4.2681,   5.9901,   5.5249,   5.6011,   7.6468,   6.2091,   6.4080,   7.6617,   4.0470,   5.1954,   6.2872,   6.2946,   6.6173,   8.5814,   7.3151,   6.6243,   7.6222,   8.4876,   9.3114,   3.5728,   5.2987,   5.4462,   6.2541,   6.6182
201302,  -1.2895,  -0.2461,  -0.6741,   1.8458,   1.5238,   0.9617,   1.1881,   0.5486,   1.9086,   1.0405,   0.5018,   0.8476,   1.0315,   1.6021,   1.0832,   0.5138,   1.3821,   1.6898,   0.0328,   2.5331,   0.6650,   1.1473,   1.6267,   2.7820,  -0.0991
201303,   7.5114,   6.6669,   4.9688,   3.8343,   4.4732,   5.1374,   4.6359,   3.7757,   4.3680,   4.1825,   3.7418,   4.6633,   5.6558,   2.9925,   5.9013,   3.9896,   4.1491,   5.3167,   5.0599,   5.7083,   3.5214,   3.2091,   4.0864,   4.4774,   3.0947
201304,  -0.1260,  -0.3356,  -1.0090,  -0.8235,   0.8036,  -1.2813,  -1.8351,  -1.1739,  -1.6153,   1.5438,  -1.8752,   0.6229,  -0.7926,  -0.9272,  -1.7170,   0.8537,   1.1533,  -0.0348,   1.4831,   0.7840,   1.7915,   1.4316,   2.3246,   1.3088,   3.1933
201305,   7.7645,   3.9334,   3.5507,   6.3671,   4.0426,   5.3818,   4.2523,   5.8269,   4.6849,   7.7139,   3.0459,   5.4928,   4.1911,   3.7335,   4.0274,   3.5172,   3.5887,   1.2103,   3.0002,   4.7553,   1.7105,   2.0335,   0.2033,   1.7007,   8.6397
201306,  -0.8561,  -0.7011,   1.3964,   1.2860,  -0.0712,   1.7785,  -0.1355,  -0.5806,  -1.0564,  -0.5546,  -0.3975,  -1.3511,  -1.6418,  -0.9921,  -0.8398,  -2.0804,  -2.3069,  -1.2008,  -2.4376,  -1.3949,  -2.9705,  -0.4425,  -0.0110,  -0.1144,  -3.0180
201307,   7.5114,   9.5854,   7.5816,   8.5149,   7.3782,   6.6967,   7.1108,   6.6594,   6.8323,   7.9529,   8.3249,   6.9581,   6.1514,   8.0257,   9.0199,   7.7494,   4.3607,   6.2272,   7.5562,   5.7041,   5.1930,   4.7184,   4.3921,   4.9592,   6.7470
201308,  -2.3479,  -3.0090,  -2.8604,  -3.6002,  -3.3675,  -0.4918,  -1.4613,  -3.3431,  -3.6543,  -4.1427,  -1.9713,  -2.4431,  -3.7236,  -4.6626,  -4.3354,  -1.7028,  -1.9227,  -3.6272,  -3.2303,  -3.1390,  -1.1989,  -3.5563,  -3.6510,  -3.9243,  -4.6325
201309,   7.3105,   8.0685,   6.2697,   6.6039,   6.1460,   6.9669,   5.9996,   7.3535,   5.8551,   5.3198,   5.9682,   5.7776,   5.5771,   5.0457,   4.0811,   5.3223,   5.8631,   4.7504,   5.3099,   4.3241,   4.0802,   2.5177,   2.1613,   2.6135,   1.9301
201310,  -0.6373,   1.6727,   2.5269,   3.3819,   2.8069,   0.8051,   0.4414,   1.5618,   4.8902,   3.7258,   3.2835,   3.5077,   3.1529,   4.2084,   5.9543,   2.0296,   3.8504,   2.7347,   4.1202,   6.1561,   4.7168,   4.3866,   4.9759,   3.4668,   3.4898
201311,   7.6858,   5.7338,   5.4788,   7.0573,   4.4695,   5.8317,   3.3219,   3.3995,   2.8694,   5.0734,   2.9978,   3.1754,   3.1105,   2.4703,   3.3037,   1.9043,   1.5339,   0.8052,  -0.4238,   2.5270,   3.3828,   2.8155,   1.2217,   1.9630,   5.6991
201312,   2.3475,   3.8140,   2.0542,   1.2110,   1.3973,   2.6254,   0.3511,   3.4383,   1.4029,   1.2432,   1.5765,   3.6605,   3.0426,   2.9616,   2.0346,   3.0701,   3.3989,   3.0260,   3.4909,   2.4247,   2.2191,   2.4583,   3.5671,   2.3290,   1.7625
201401,   2.6080,  -2.9281,  -1.8576,  -4.2247,  -2.8593,  -0.0341,  -2.0498,  -5.4973,  -4.5408,  -5.9630,  -0.3506,  -3.7590,  -4.9564,  -1.5448,  -2.4226,  -2.5533,  -3.6641,  -0.7580,  -2.7991,  -5.9778,  -3.8716,  -3.0414,  -3.2524,  -4.7702,  -4.1394
201402,   4.6918,   2.5749,   3.8674,   5.7767,   4.5437,   4.5977,   4.2104,   5.0585,   5.1980,   3.9335,   6.6746,   4.2501,   4.7910,   5.9602,   3.9302,   5.7980,   5.8962,   4.7321,   4.7537,   5.6045,   4.8377,   4.7821,   2.6814,   3.8152,   2.3877
201403,  -4.2543,   0.6525,   0.9959,   0.9226,   1.3127,  -3.9815,   0.2591,   1.5231,   0.8182,   2.5135,  -4.5775,  -0.5148,   0.6793,   1.6366,   2.1336,  -2.3540,   0.2702,   0.1492,   1.2802,   4.6344,  -1.1766,   0.1047,   2.2863,   3.3447,   3.6298
201404,  -8.6053,  -6.7846,  -4.8627,  -3.3233,  -4.4230,  -6.5607,  -3.2485,  -3.0912,  -2.0554,  -2.1240,  -5.4764,  -1.8685,  -1.3497,  -1.8732,  -2.9360,  -2.8946,  -1.1465,  -0.0256,   0.2497,  -0.5176,   1.1307,   0.1768,   1.5043,   1.7117,  -1.9855
201405,  -2.3892,  -1.3181,  -0.8170,  -1.1834,  -0.0756,  -0.5306,  -0.0486,   1.3632,  -0.6643,   0.0226,   1.2702,   0.2445,   2.3897,   0.1981,   1.1232,   2.6872,   1.8208,   2.4635,   1.2639,   1.3832,   2.7423,   1.2527,   2.1798,   1.2946,   1.2558
201406,   6.2281,  10.8943,   3.5769,   4.1151,   3.6290,   7.5298,   7.0954,   5.2714,   4.8158,   5.9043,   5.8600,   5.0716,   3.9429,   4.2735,   5.2386,   4.2126,   3.6815,   3.3529,   3.9665,   3.5695,   1.3023,   0.8454,   2.1372,   3.1623,   3.2371
201407,  -9.0365,  -7.8977,  -5.9706,  -4.6855,  -4.9418,  -5.4736,  -6.5421,  -5.2270,  -6.3186,  -6.1717,  -5.6563,  -5.8979,  -6.3754,  -6.1137,  -3.7331,  -2.1681,  -4.4207,  -3.6953,  -3.3661,  -3.7592,  -1.7438,  -1.0888,  -0.5455,  -2.1392,  -1.7419
201408,   2.7214,   4.6203,   2.5566,   4.5867,   3.2816,   5.6858,   4.9357,   3.8046,   4.5020,   5.3194,   5.6082,   4.2405,   4.9072,   5.0358,   4.0396,   5.8907,   4.7660,   5.3203,   3.4454,   4.4284,   4.8240,   4.4464,   2.0348,   1.5793,   4.9569
201409,  -7.1842,  -4.8445,  -7.2209,  -5.5023,  -5.9858,  -4.6336,  -4.9363,  -5.2842,  -5.3297,  -8.5174,  -2.9340,  -6.2934,  -4.7804,  -6.6101,  -7.3312,  -3.1069,  -3.6476,  -4.9422,  -3.9833,  -4.9446,  -0.6839,  -0.8826,  -1.5482,  -4.0795,  -0.4726
201410,   5.8356,   6.4928,   6.2551,   7.3503,   4.1040,   8.2359,   6.6052,   6.2306,   5.2579,   4.3176,   6.1671,   5.3933,   3.7202,   4.4664,   3.7109,   3.8164,   0.5836,   3.2624,   3.9313,  -1.2241,   2.1772,   2.6247,   2.0906,  -0.5038,   1.4019
201411,   0.0577,   0.1223,  -1.2858,  -1.4976,  -2.7872,   1.3962,  -0.6659,  -0.8701,  -0.8184,  -1.0021,   2.1855,   2.4035,  -0.2899,   0.2093,  -0.6995,   3.4215,   2.6513,   3.0203,   0.9349,  -2.4018,   3.3620,   3.4445,   2.8425,  -0.2038,   0.9508
201412,   5.7869,   7.2817,   5.3394,   4.3367,   3.3111,   0.9600,   3.7130,   2.6522,   2.8718,   2.3228,   1.6526,   0.6922,   0.4384,   1.8308,  -0.6167,   0.2896,   0.2768,   0.7410,   0.5666,   0.0803,  -1.5345,  -1.1998,  -0.5551,   0.0665,   2.3036
201501,  -3.5941,  -6.6961,  -4.6303,  -4.8883,  -5.1411,  -1.7700,  -4.1230,  -4.4837,  -5.1319,  -6.6493,  -0.9229,  -1.2103,  -4.0751,  -4.7751,  -4.9113,  -1.3681,  -2.5557,  -1.0604,  -1.6241,  -4.0429,  -0.8325,  -2.8100,  -4.3293,  -4.1151,  -7.6553
