This file was created by CMPT_IND_RETS using the 201507 CRSP database.
It contains value- and equal-weighted returns for 10 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
        NoDur  Durbl  Manuf  Enrgy  HiTec  Telcm  Shops  Hlth   Utils  Other
197205    308    134    612    104    189     27    266     60    139    430
197206    308    134    611    104    188     27    265     60    139    427
197207    339    140    630    109    195     27    290     70    143    488
197208    335    139    629    109    195     27    289     70    143    485
197209    335    139    628    109    195     27    288     70    143    485
197210    334    138    627    109    195     27    287     70    143    484
197211    333    138    625    109    193     27    287     70    143    482
197212    333    138    623    109    193     27    286     70    143    482
197301    331    137    622    109    192     27    284     70    142    481
197302    328    137    619    109    191     27    284     70    142    480
197303    327    137    618    108    191     27    284     70    142    478
197304    327    136    618    108    190     27    283     70    142    477
197305    323    136    615    107    188     27    281     70    142    475
197306    322    136    615    107    187     27    280     70    142    474
197307    545    212    964    165    426     44    542    135    183   1924
197308    540    210    960    164    423     44    538    135    183   1905
197309    537    210    956    164    420     44    534    133    183   1893
197310    536    209    953    164    416     44    528    133    183   1882
197311    532    204    942    162    408     44    522    133    183   1852
197312    523    204    938    160    403     43    516    130    183   1823
197401    519    203    933    160    401     43    515    128    183   1809
197402    517    202    930    160    398     43    513    128    183   1803
197403    516    202    930    159    393     42    512    128    183   1793
197404    512    201    927    158    390     42    510    127    183   1787
197405    506    200    919    158    387     42    506    125    182   1776
197406    502    197    915    158    384     42    503    125    182   1763
197407    506    192    913    169    390     42    498    130    184   1742
197408    502    189    910    168    384     42    496    129    184   1730
197409    496    186    909    168    380     41    493    129    184   1721
197410    494    182    906    168    376     41    489    129    184   1710
197411    492    180    902    167    374     41    488    129    182   1700
197412    489    179    897    162    371     41    487    129    182   1688
197501    485    179    894    161    369     41    481    126    182   1678
197502    484    179    893    160    367     41    481    125    182   1674
197503    482    179    890    159    365     41    479    125    182   1670
197504    481    178    886    159    365     41    478    125    181   1661
197505    481    177    885    159    364     41    478    125    181   1658
197506    479    175    880    158    360     40    474    122    181   1651
197507    486    176    898    173    366     41    477    135    185   1662
197508    484    174    892    173    364     41    477    135    185   1657
197509    484    174    891    173    363     41    475    134    185   1655
197510    482    174    891    173    363     41    474    132    184   1647
197511    480    174    889    172    362     41    470    132    184   1643
197512    476    174    887    172    361     40    468    130    184   1637
197601    475    174    883    169    360     40    465    130    184   1629
197602    473    174    879    168    360     40    464    130    184   1625
197603    468    172    878    168    359     40    461    130    184   1621
197604    465    171    876    168    355     40    459    129    184   1615
197605    464    171    870    165    354     40    458    129    184   1609
197606    461    171    866    165    353     40    456    129    184   1606
197607    477    174    909    182    372     41    485    135    187   1670
197608    474    172    902    182    372     41    481    135    187   1664
197609    474    172    899    182    369     41    479    135    187   1658
197610    473    171    895    180    369     41    479    135    187   1655
197611    472    171    892    179    367     41    477    134    187   1653
197612    471    170    886    178    364     41    477    130    187   1646
197701    467    167    883    176    360     41    476    129    187   1640
197702    465    166    880    174    358     41    475    128    187   1636
197703    461    166    877    172    358     41    471    127    187   1632
197704    460    165    873    172    357     41    471    126    187   1629
197705    456    165    866    169    356     41    470    124    187   1627
197706    453    164    861    169    356     41    468    123    186   1624
197707    462    170    895    190    386     44    493    133    187   1677
197708    458    168    893    187    383     44    488    132    187   1669
197709    456    167    889    186    381     44    487    132    187   1659
197710    452    167    882    186    379     44    484    131    187   1653
197711    451    167    880    184    377     44    481    130    187   1651
197712    449    167    868    184    374     44    476    128    187   1646
197801    447    164    859    184    369     44    472    125    187   1631
197802    443    164    856    184    368     44    470    125    187   1622
197803    440    164    852    184    367     44    468    125    187   1616
197804    436    164    846    181    365     43    467    124    187   1613
197805    431    164    835    178    363     43    463    123    187   1607
197806    428    164    820    176    361     43    457    120    187   1600
197807    425    168    859    188    380     43    476    124    189   1664
197808    419    165    855    185    378     43    474    124    188   1656
197809    417    165    852    185    377     42    469    122    188   1647
197810    413    164    849    184    375     42    465    122    188   1638
197811    413    164    844    184    374     41    461    122    188   1629
197812    412    163    841    183    370     41    459    121    188   1621
197901    409    161    831    182    368     41    453    121    188   1611
197902    405    160    828    179    367     41    452    120    188   1598
197903    402    160    825    177    365     41    451    119    188   1594
197904    399    159    823    176    361     41    449    118    188   1581
197905    398    158    820    175    360     40    449    117    188   1573
197906    394    156    815    174    357     39    446    115    188   1558
197907    402    158    842    198    399     44    455    127    188   1646
197908    398    158    835    197    399     43    453    126    187   1638
197909    396    157    832    197    397     43    451    124    187   1629
197910    395    156    830    195    396     43    449    124    187   1625
197911    393    154    827    194    392     42    446    124    187   1617
197912    391    152    823    192    387     42    444    123    187   1611
198001    386    150    815    190    384     42    441    123    187   1591
198002    384    148    811    190    382     42    439    122    187   1586
198003    383    148    809    189    382     41    436    122    187   1575
198004    380    148    803    188    381     40    432    119    187   1568
198005    377    147    801    187    378     39    430    117    186   1557
198006    376    147    797    187    374     38    427    117    186   1546
198007    386    155    832    244    422     43    447    136    190   1639
198008    385    154    828    243    418     43    446    135    189   1622
198009    378    152    822    242    415     43    445    133    189   1613
198010    377    152    821    241    414     43    441    133    189   1604
198011    376    152    817    240    411     43    440    132    189   1598
198012    375    152    814    240    409     40    433    132    188   1585
198101    371    151    812    240    404     40    426    131    187   1577
198102    368    149    808    237    403     40    423    130    187   1569
198103    366    148    800    237    402     38    422    129    187   1565
198104    363    145    796    234    401     38    421    127    187   1559
198105    361    144    792    233    401     38    419    126    187   1558
198106    360    144    785    232    399     38    412    126    187   1550
198107    370    162    834    359    531     50    445    157    192   1735
198108    365    162    830    358    531     49    443    157    191   1733
198109    364    161    830    357    529     49    438    156    191   1720
198110    362    160    826    355    526     49    434    155    191   1710
198111    360    159    823    354    524     47    431    155    191   1703
198112    359    158    820    350    522     47    425    153    191   1697
198201    359    156    818    349    518     47    423    153    191   1684
198202    357    156    813    348    516     47    421    153    191   1675
198203    356    156    810    346    512     47    415    151    191   1660
198204    354    155    808    343    508     47    411    150    189   1642
198205    351    154    807    342    508     46    405    150    189   1629
198206    349    152    806    340    507     46    401    148    189   1618
198207    365    153    845    404    600     54    439    175    190   1718
198208    362    153    841    402    598     54    437    174    190   1706
198209    359    153    832    398    596     53    436    172    190   1682
198210    357    150    826    395    593     52    434    171    190   1666
198211    352    149    823    394    591     52    431    170    190   1641
198212    351    149    815    391    588     51    431    168    190   1626
198301    347    149    808    384    587     50    425    167    190   1603
198302    346    149    803    379    586     50    422    165    190   1596
198303    344    149    801    377    584     50    419    162    190   1588
198304    344    148    798    371    583     49    418    160    190   1581
198305    343    148    797    367    576     48    415    160    189   1568
198306    340    147    791    363    571     48    414    159    188   1556
198307    366    157    830    393    694     61    475    201    196   1730
198308    364    157    824    384    692     60    471    199    195   1715
198309    363    156    820    377    688     60    467    199    195   1701
198310    363    156    816    375    685     59    466    199    192   1693
198311    363    154    814    374    683     59    464    199    192   1683
198312    361    154    813    365    680     59    458    198    190   1676
198401    360    151    809    357    678     59    453    195    190   1661
198402    352    151    804    354    676     59    447    193    190   1653
198403    350    151    801    348    675     59    446    193    190   1642
198404    348    150    795    346    674     57    443    193    190   1631
198405    345    147    794    344    673     57    440    190    190   1619
198406    342    147    787    340    667     54    435    190    190   1600
198407    378    169    862    380    912     83    551    284    196   1854
198408    374    169    861    377    909     83    550    283    195   1841
198409    369    168    855    366    902     83    537    281    194   1821
198410    367    167    851    362    892     82    532    278    194   1796
198411    364    167    842    352    886     81    527    277    194   1779
198412    358    167    839    344    883     81    525    273    194   1768
198501    353    166    835    338    875     81    519    269    194   1742
198502    352    166    823    336    870     80    514    268    194   1733
198503    350    164    817    333    864     79    511    265    192   1726
198504    347    164    814    332    856     79    503    264    192   1712
198505    340    160    809    328    851     78    496    264    191   1692
198506    339    157    800    324    838     78    490    259    191   1677
198507    364    171    845    365    940     95    539    312    192   1755
198508    362    170    837    360    930     94    533    311    192   1732
198509    359    167    834    356    926     91    529    309    192   1714
198510    354    166    831    347    916     91    522    307    191   1705
198511    351    164    824    341    909     89    514    304    191   1686
198512    348    162    820    335    903     85    504    300    190   1669
198601    345    161    817    328    896     84    501    296    189   1643
198602    341    161    814    323    891     84    497    293    189   1632
198603    339    161    807    318    879     83    492    289    188   1617
198604    332    159    804    310    873     82    488    285    186   1602
198605    328    158    798    303    869     80    484    281    185   1584
198606    326    155    788    296    860     79    481    277    184   1572
198607    343    171    872    330    951     93    621    362    194   1764
198608    340    170    867    321    942     93    618    359    194   1747
198609    338    168    860    316    933     93    612    357    193   1730
198610    335    166    849    312    923     92    605    352    192   1719
198611    329    165    844    302    912     91    599    345    192   1699
198612    325    162    824    292    898     90    588    344    191   1667
198701    319    161    818    291    888     88    578    338    191   1652
198702    319    161    814    286    886     88    576    335    191   1647
198703    317    161    806    282    880     88    572    331    191   1635
198704    313    159    797    281    878     88    567    331    191   1627
198705    310    159    795    278    873     88    566    331    191   1613
198706    308    156    790    273    864     87    562    330    191   1603
198707    358    177    875    289    984    112    668    412    195   2049
198708    356    174    868    286    974    108    662    410    195   2036
198709    352    173    861    280    967    106    659    408    195   2030
198710    346    172    851    278    959    104    651    407    195   2009
198711    344    171    844    274    953    104    639    401    195   1991
198712    342    168    839    272    942    103    627    397    195   1974
198801    338    167    834    270    937    102    626    392    195   1958
198802    337    166    825    268    922    101    620    390    194   1936
198803    333    163    820    267    918     99    614    382    193   1922
198804    327    158    812    266    913     96    605    381    193   1909
198805    322    155    801    264    903     94    588    379    193   1886
198806    318    154    796    257    893     94    582    375    192   1875
198807    371    173    849    246    961    118    636    413    205   2079
198808    370    172    842    242    951    116    623    406    203   2053
198809    367    172    834    240    941    116    615    398    203   2033
198810    365    170    826    238    935    116    609    396    203   2019
198811    361    170    813    235    925    115    600    391    202   2003
198812    353    165    805    231    914    111    589    388    202   1973
198901    350    163    801    228    905    109    584    386    201   1956
198902    348    161    796    227    894    106    580    384    201   1941
198903    345    161    791    225    880    106    574    381    201   1925
198904    344    158    788    224    876    104    570    377    201   1907
198905    339    158    781    222    864    103    562    374    200   1893
198906    334    156    770    219    853    103    556    368    199   1873
198907    339    164    841    227    889    114    617    398    198   2002
198908    337    162    833    225    884    110    610    396    198   1974
198909    333    160    828    221    878    109    602    394    198   1950
198910    329    160    819    221    874    109    599    389    198   1938
198911    325    159    815    220    863    109    592    387    198   1915
198912    325    158    807    220    858    109    584    384    198   1896
199001    323    157    797    219    851    108    581    380    198   1875
199002    322    155    794    218    845    108    574    378    197   1860
199003    320    155    787    217    838    108    570    377    197   1842
199004    319    154    783    217    830    107    561    373    197   1827
199005    319    153    777    215    823    106    555    371    197   1807
199006    319    150    769    215    809    104    547    366    197   1789
199007    348    157    793    236    878    113    587    426    198   1945
199008    347    155    787    234    871    111    580    426    198   1923
199009    345    153    785    232    867    110    577    424    198   1907
199010    341    150    779    231    861    110    572    420    198   1892
199011    340    150    775    230    854    108    566    415    195   1876
199012    340    149    768    228    846    107    566    414    194   1863
199101    338    149    763    228    842    107    562    411    194   1839
199102    337    149    760    226    838    106    557    406    194   1830
199103    333    149    754    225    830    105    556    403    194   1819
199104    333    147    744    222    823    105    546    400    194   1800
199105    328    146    737    221    819    105    542    398    194   1783
199106    325    146    735    221    815    104    536    396    194   1774
199107    343    147    780    233    850    109    567    458    194   1877
199108    339    146    776    233    847    107    564    454    194   1864
199109    338    145    776    232    841    106    561    453    194   1852
199110    338    145    774    232    833    105    555    450    194   1840
199111    335    143    771    232    826    104    550    450    194   1827
199112    334    142    766    232    815    103    547    447    194   1806
199201    333    141    762    230    809    103    544    445    194   1790
199202    331    141    761    227    805    101    537    440    194   1780
199203    330    141    759    225    799    100    531    439    194   1758
199204    328    139    753    224    794     99    527    436    192   1740
199205    326    135    748    218    785     99    523    432    192   1722
199206    325    133    742    212    772     98    515    428    191   1704
199207    366    148    793    211    858    117    612    549    194   1840
199208    363    142    788    206    848    114    608    547    194   1826
199209    363    141    785    204    845    114    603    541    194   1813
199210    359    140    780    204    839    114    598    533    194   1793
199211    356    140    777    204    834    114    594    533    194   1784
199212    355    140    776    201    831    111    593    532    194   1766
199301    353    140    772    201    823    111    592    531    194   1748
199302    351    140    771    200    820    111    589    528    194   1735
199303    349    140    769    199    815    108    586    526    194   1715
199304    347    140    767    199    812    108    585    522    194   1707
199305    346    140    763    199    809    108    585    518    194   1697
199306    343    139    755    198    806    108    583    517    194   1686
199307    380    155    798    217    919    116    672    596    195   1907
199308    379    155    793    216    917    115    669    590    195   1896
199309    379    154    790    216    913    114    667    587    195   1889
199310    377    154    787    216    910    114    664    584    195   1876
199311    376    152    780    214    908    114    662    582    195   1871
199312    372    152    776    213    900    113    661    580    195   1852
199401    369    152    775    213    898    113    657    579    193   1832
199402    369    151    770    213    894    111    654    574    193   1820
199403    369    150    768    212    891    111    653    572    193   1806
199404    369    150    763    212    884    111    652    567    192   1795
199405    369    150    760    209    877    111    649    561    192   1783
199406    368    149    756    209    873    111    646    553    192   1765
199407    423    175    886    237   1008    152    770    623    192   2081
199408    421    173    880    236   1000    152    767    622    192   2062
199409    419    173    880    233    992    149    759    618    192   2046
199410    417    173    879    230    986    149    757    609    191   2034
199411    413    172    876    228    979    149    755    605    191   2021
199412    410    170    871    225    969    145    750    600    190   2006
199501    410    169    868    224    962    143    744    595    190   1980
199502    407    169    863    223    956    142    742    591    189   1965
199503    402    169    857    221    947    141    737    585    189   1949
199504    400    169    853    220    944    141    728    581    189   1931
199505    394    169    847    219    942    137    720    574    187   1914
199506    391    167    841    218    931    134    712    573    185   1897
199507    414    195    907    223   1053    156    777    621    186   2103
199508    411    191    907    222   1045    154    772    613    186   2093
199509    410    190    902    221   1043    149    768    608    185   2081
199510    407    189    898    219   1036    148    761    603    185   2061
199511    404    189    892    218   1031    147    755    594    185   2047
199512    403    188    889    218   1020    146    750    591    185   2029
199601    401    185    882    217   1015    145    744    587    185   1994
199602    400    184    875    214   1009    141    737    584    185   1980
199603    400    183    866    213   1006    141    737    580    185   1962
199604    400    182    860    213   1001    140    735    577    185   1938
199605    399    181    853    211    995    138    730    573    185   1923
199606    394    179    852    209    992    138    725    569    184   1910
199607    427    194    928    221   1242    173    807    698    185   2191
199608    426    193    918    220   1230    173    801    693    185   2177
199609    421    190    913    219   1226    172    795    689    185   2165
199610    419    188    906    217   1219    171    788    688    185   2146
199611    416    188    900    217   1213    169    783    686    185   2127
199612    415    185    893    216   1205    169    775    679    185   2107
199701    415    185    885    214   1196    166    765    674    185   2089
199702    410    185    884    214   1187    165    758    671    184   2076
199703    406    185    876    213   1178    162    752    666    183   2054
199704    403    184    874    213   1170    159    748    662    183   2035
199705    400    183    870    212   1162    157    745    659    183   2020
199706    395    182    866    210   1152    156    739    655    182   1991
199707    417    193    935    223   1336    186    821    736    183   2245
199708    416    190    924    219   1326    185    811    731    179   2221
199709    412    190    918    219   1320    182    798    721    179   2206
199710    411    190    909    214   1316    179    787    714    179   2185
199711    409    187    904    212   1305    177    782    709    178   2166
199712    404    186    895    208   1290    172    771    702    177   2133
199801    398    185    887    206   1279    169    761    697    174   2115
199802    393    184    884    205   1266    167    753    693    174   2089
199803    389    182    880    201   1256    162    741    684    173   2057
199804    386    180    871    200   1245    161    735    681    171   2028
199805    383    178    869    197   1230    160    729    675    170   2004
199806    377    178    857    196   1215    152    723    668    166   1977
199807    418    184    894    210   1364    175    785    730    167   2202
199808    415    182    889    205   1350    172    775    722    167   2176
199809    410    180    881    202   1325    170    762    714    165   2158
199810    404    178    868    202   1301    165    748    694    163   2126
199811    399    177    862    201   1290    161    743    685    163   2105
199812    390    177    855    199   1275    158    735    675    163   2073
199901    385    173    844    196   1259    155    726    667    163   2046
199902    382    168    832    196   1248    152    718    661    162   2022
199903    379    166    824    188   1230    147    702    648    160   1995
199904    374    165    814    184   1218    144    692    642    160   1976
199905    371    164    811    178   1201    140    682    638    159   1958
199906    366    160    804    176   1180    138    676    628    159   1934
199907    375    161    817    180   1324    163    704    632    158   2073
199908    373    159    801    174   1309    158    696    626    155   2054
199909    368    158    793    171   1293    156    688    614    154   2034
199910    364    157    783    170   1279    152    685    608    152   2006
199911    361    157    766    168   1261    149    681    591    150   1980
199912    354    154    759    166   1241    148    672    583    150   1958
200001    353    152    757    165   1226    146    666    578    148   1938
200002    351    150    749    165   1210    143    661    572    145   1918
200003    347    150    742    164   1198    142    658    570    143   1878
200004    344    149    740    162   1184    142    651    567    139   1855
200005    339    146    735    161   1172    139    648    561    138   1842
200006    332    145    724    161   1156    136    643    556    137   1816
200007    342    142    734    171   1471    189    682    602    137   1933
200008    336    142    728    170   1458    186    673    595    136   1918
200009    334    141    718    168   1442    186    664    586    130   1901
200010    325    136    708    167   1423    185    654    578    129   1870
200011    322    133    699    166   1409    183    640    564    125   1846
200012    314    131    692    163   1390    181    629    553    123   1828
200101    310    131    679    161   1373    179    617    549    121   1796
200102    308    130    677    159   1357    176    608    543    121   1776
200103    303    130    674    155   1337    172    600    539    119   1760
200104    299    130    663    155   1313    165    591    531    119   1734
200105    294    127    652    153   1287    160    579    525    118   1716
200106    290    125    647    152   1265    157    574    522    117   1690
200107    287    124    669    170   1378    168    576    570    124   1731
200108    283    122    664    164   1337    164    562    566    124   1713
200109    281    121    661    162   1326    163    555    563    124   1695
200110    278    120    657    161   1311    161    550    561    123   1680
200111    273    120    650    159   1291    155    540    557    122   1656
200112    269    117    647    158   1277    153    538    555    122   1633
200201    265    117    643    155   1263    151    531    553    121   1612
200202    262    115    638    155   1253    146    529    551    119   1591
200203    260    115    633    154   1243    142    521    550    119   1575
200204    259    112    625    153   1227    139    519    544    118   1558
200205    257    112    622    152   1211    135    517    543    118   1547
200206    256    112    617    152   1197    130    512    538    117   1543
200207    262    116    616    151   1230    136    519    568    116   1582
200208    261    115    611    151   1205    134    515    565    115   1562
200209    258    115    608    150   1190    132    515    563    115   1552
200210    255    115    603    146   1171    131    510    557    115   1540
200211    255    114    596    145   1160    126    508    555    115   1529
200212    254    112    592    144   1146    120    506    548    115   1520
200301    253    111    585    144   1131    118    502    544    114   1502
200302    252    109    580    144   1115    118    501    539    114   1494
200303    248    109    575    143   1086    116    498    527    114   1478
200304    246    105    573    142   1074    114    492    522    113   1473
200305    244    105    571    142   1062    112    486    521    113   1459
200306    242    105    570    141   1047    112    480    516    113   1452
200307    241    105    576    147   1055    121    489    518    112   1501
200308    239    104    573    146   1040    120    486    514    112   1487
200309    236    103    571    146   1030    119    484    513    111   1481
200310    235    102    568    145   1017    119    480    512    111   1472
200311    235    102    566    145   1005    118    476    510    111   1456
200312    234    102    561    144    997    116    470    509    111   1443
200401    231    101    560    142    990    116    467    506    111   1430
200402    230    100    559    140    982    116    466    503    111   1421
200403    230     99    554    140    969    115    465    502    111   1415
200404    228     99    552    140    964    115    458    499    111   1401
200405    228     98    550    138    961    114    453    497    111   1386
200406    226     98    548    137    953    113    452    493    111   1376
200407    229    106    547    145    992    128    467    551    112   1455
200408    228    106    545    145    984    126    460    548    112   1448
200409    226    106    542    144    983    126    459    548    112   1436
200410    225    105    539    144    975    125    455    547    112   1424
200411    225    104    536    144    967    123    451    546    112   1413
200412    222    103    533    144    961    122    450    543    110   1401
200501    222    103    526    144    957    122    449    540    110   1381
200502    220    102    524    144    952    121    448    539    110   1369
200503    219    100    517    143    950    120    444    538    110   1361
200504    217     99    514    142    944    119    441    536    110   1353
200505    216     98    511    141    935    118    438    533    110   1342
200506    214     98    509    140    924    116    437    531    110   1336
200507    222    102    527    155    974    134    463    569    114   1431
200508    219     99    524    153    964    130    460    565    114   1422
200509    219     99    521    153    955    130    456    560    114   1415
200510    214     98    516    152    946    129    451    555    114   1409
200511    213     98    516    152    938    125    447    549    113   1403
200512    211     97    512    150    933    124    442    546    113   1390
200601    208     96    511    149    921    123    441    540    113   1379
200602    208     96    508    149    909    120    434    536    113   1374
200603    207     95    508    149    903    118    430    532    113   1365
200604    207     94    505    148    896    118    428    525    112   1358
200605    205     94    504    147    888    116    425    521    111   1350
200606    203     94    501    147    882    115    421    519    111   1343
200607    218    107    521    169    918    126    439    573    114   1443
200608    217    107    520    168    910    125    437    572    113   1436
200609    217    106    517    168    906    124    432    571    113   1430
200610    216    105    513    167    895    123    430    570    113   1421
200611    215    103    511    167    892    121    424    562    113   1410
200612    213    103    505    166    883    119    423    557    113   1400
200701    211    102    501    165    873    116    420    550    113   1386
200702    211    100    498    165    864    116    418    548    112   1375
200703    209    100    496    163    856    114    415    546    112   1369
200704    209     99    487    163    847    113    413    539    111   1356
200705    206     99    484    163    837    113    410    538    110   1348
200706    204     99    478    160    829    113    406    534    109   1340
200707    208    103    506    176    883    126    419    578    110   1447
200708    204    102    504    176    875    125    416    572    109   1432
200709    203    102    502    176    864    124    412    569    109   1424
200710    203    101    500    176    853    124    405    565    108   1408
200711    202    100    497    175    847    120    397    557    107   1398
200712    199     99    492    175    837    120    394    554    107   1386
200801    199     98    491    175    830    119    393    549    106   1379
200802    198     98    487    173    827    117    392    545    106   1367
200803    198     98    485    170    821    116    389    539    106   1355
200804    197     97    481    169    816    115    385    532    106   1345
200805    195     97    478    168    807    114    380    523    106   1336
200806    195     97    476    168    801    114    379    520    106   1326
200807    203    105    502    185    840    120    384    553    106   1402
200808    202    105    499    183    829    119    380    548    106   1397
200809    200    105    497    183    817    118    377    543    105   1388
200810    198    105    495    183    808    117    371    536    105   1376
200811    193    104    492    180    800    116    369    534    105   1362
200812    192    104    490    179    794    115    367    526    104   1351
200901    190    103    487    179    791    114    364    518    104   1339
200902    189    100    484    179    786    113    363    513    103   1328
200903    189     98    477    177    781    112    362    505    103   1316
200904    188     97    470    176    772    111    360    502    103   1304
200905    188     95    467    174    768    111    360    494    103   1296
200906    187     93    465    174    759    107    359    487    103   1286
200907    188     95    472    177    760    111    360    497    105   1304
200908    187     94    470    176    755    111    358    493    105   1294
200909    186     93    469    176    755    110    357    488    105   1283
200910    186     93    468    175    748    109    355    483    104   1272
200911    186     92    464    172    744    104    350    478    104   1262
200912    184     92    461    172    740    102    349    473    104   1249
201001    184     92    461    172    734    101    346    468    104   1236
201002    183     92    458    172    727     99    345    465    104   1225
201003    179     92    456    169    724     99    343    459    104   1219
201004    179     92    454    168    713     99    343    459    104   1207
201005    178     92    452    167    711     98    341    458    104   1199
201006    178     92    451    165    711     97    340    456    104   1191
201007    184     95    475    177    734    104    351    480    105   1222
201008    184     95    473    177    728    103    348    477    105   1220
201009    183     94    470    174    723    103    348    474    104   1217
201010    183     94    470    173    712    102    346    469    104   1209
201011    182     93    466    172    705    102    345    464    104   1200
201012    181     93    462    169    695    102    344    457    102   1188
201101    180     92    458    169    690    102    343    454    102   1179
201102    180     91    457    167    683    102    342    450    100   1177
201103    178     88    453    167    680    100    340    447    100   1171
201104    176     88    451    166    670     99    338    443    100   1159
201105    175     88    448    166    664     99    335    441    100   1151
201106    173     88    447    162    657     98    332    431     99   1141
201107    172     96    459    170    693    104    339    458    101   1179
201108    171     96    458    169    688    104    339    456    101   1177
201109    170     96    457    167    685    102    339    454    100   1172
201110    169     96    455    167    679    102    338    450    100   1165
201111    168     95    451    166    672    102    336    447     99   1156
201112    165     95    447    163    669    101    335    445     98   1148
201201    165     95    445    162    662    100    333    443     97   1140
201202    165     95    444    161    655    100    331    439     97   1135
201203    165     95    442    160    651    100    330    436     95   1130
201204    164     95    441    160    648    100    328    432     94   1124
201205    164     94    439    159    645    100    327    431     93   1114
201206    161     94    437    158    644    100    324    427     92   1107
201207    166     97    439    171    679    106    333    447     91   1135
201208    166     96    438    168    672    106    331    438     91   1133
201209    164     96    436    168    670    106    329    434     91   1123
201210    163     95    433    164    665    106    325    433     91   1114
201211    163     95    431    163    659    104    324    432     91   1109
201212    163     94    426    162    650    103    324    427     90   1102
201301    161     94    425    162    649    102    321    425     90   1100
201302    158     94    424    162    647    101    318    424     90   1094
201303    158     93    423    162    642    101    318    420     90   1088
201304    158     92    421    160    634    101    315    419     90   1082
201305    156     92    419    158    631    100    313    418     90   1076
201306    153     92    419    157    627     99    311    414     89   1070
201307    156     93    428    161    662     98    328    455     89   1110
201308    154     92    426    160    657     97    328    453     89   1108
201309    153     91    425    159    652     96    328    452     89   1104
201310    152     90    422    158    648     96    326    446     89   1102
201311    150     89    421    157    641     96    319    445     89   1097
201312    150     89    421    156    637     94    318    444     88   1093
201401    150     89    421    156    634     94    316    439     88   1089
201402    148     89    414    156    630     94    314    436     88   1083
201403    148     88    412    154    630     93    314    435     88   1080
201404    147     88    411    153    627     92    313    434     88   1076
201405    146     88    408    153    626     92    312    432     88   1071
201406    145     88    408    152    622     91    312    431     88   1067
201407    150     90    419    169    677     94    331    533     90   1127
201408    149     90    419    169    676     94    328    531     89   1122
201409    148     90    419    168    674     93    328    528     89   1117
201410    147     89    419    166    669     92    326    527     89   1113
201411    147     88    418    165    667     91    325    522     89   1107
201412    147     87    417    164    660     90    322    521     89   1100
201501    146     87    416    163    654     90    320    518     89   1096
201502    146     87    413    162    649     90    316    515     89   1091
201503    145     87    412    160    645     90    314    512     89   1084
201504    145     86    412    160    641     89    314    509     89   1077
201505    145     84    412    159    636     89    314    505     89   1076
201506    144     84    410    158    631     89    314    504     88   1070
201507    145     86    418    159    663     90    327    593     90   1145


  Average Firm Size
           NoDur     Durbl     Manuf     Enrgy     HiTec     Telcm     Shops     Hlth      Utils     Other
192607     31.93     53.05     38.49     84.59     89.75    350.36     39.19     25.52     81.22     52.19
192608     32.35     61.05     40.17     83.49     92.30    353.27     39.13     25.80     86.81     53.17
192609     33.55     62.94     41.16     86.27     94.49    360.96     38.76     26.73     85.01     55.30
192610     33.69     65.75     41.39     82.94     93.38    364.16     38.77     26.87     86.41     55.21
192611     33.20     60.18     39.77     82.19     89.05    363.74     37.79     26.54     83.92     53.49
192612     35.16     58.76     41.25     81.69     93.02    369.65     40.02     27.81     86.70     54.76
192701     35.17     64.38     42.37     85.19     92.25    371.52     40.19     27.62     86.12     56.14
192702     35.61     63.63     42.21     86.11     91.14    378.52     39.06     28.85     84.41     57.33
192703     36.68     68.73     44.53     86.96     94.97    393.55     40.28     29.16     87.90     60.01
192704     37.36     69.66     44.88     81.29     95.58    500.46     40.05     29.40     87.84     60.97
192705     38.56     71.70     45.09     76.90    100.74    489.80     41.58     30.03     89.13     61.41
192706     41.60     74.97     47.65     80.21    107.82    506.18     42.51     31.08     97.00     65.08
192707     39.42     67.29     45.74     85.18     93.43    421.56     39.24     33.05    100.48     60.01
192708     41.26     75.92     51.52     87.49    104.79    437.31     43.00     36.12    105.48     63.43
192709     42.30     80.69     52.80     86.93    110.48    439.17     45.98     36.02    108.73     62.54
192710     44.56     85.09     55.06     89.49    111.14    462.04     49.36     37.99    117.36     65.07
192711     42.32     81.24     52.06     87.42    108.19    452.37     46.81     39.62    111.96     62.49
192712     45.12     84.82     57.39     90.69    119.56    465.15     52.09     40.86    118.67     65.62
192801     46.13     91.22     58.87     90.60    120.27    465.55     51.66     40.55    120.98     66.46
192802     46.33     88.04     58.40     88.78    119.76    466.92     51.10     41.46    127.73     65.63
192803     44.25     88.53     57.43     88.11    118.90    465.52     50.33     34.35    131.36     64.09
192804     45.90    112.70     61.82     92.54    141.29    468.84     54.50     37.75    139.70     67.68
192805     45.63    114.21     62.61    106.44    144.41    592.00     54.28     38.56    154.57     70.38
192806     45.94    119.28     64.64    100.33    147.42    631.15     57.52     41.86    156.50     70.18
192807     42.82    112.49     60.19     96.24    140.92    644.26     52.70     62.28    154.49     69.65
192808     43.90    115.79     61.25     97.14    141.81    636.03     55.47     63.68    152.09     69.23
192809     46.44    125.67     66.26     99.00    155.34    664.99     62.81     72.50    161.40     72.21
192810     46.75    135.35     68.82    104.02    155.57    657.74     62.84     71.51    167.22     72.40
