This file was created using the 201509 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 2 ME portfolios
and 3 prior return portfolios in Asia_Pacific_ex_Japan.

The portfolios are constructed monthly.  ME is market cap at the end of the
previous month.  Prior return is from -12 to - 2.

Missing data are indicated by -99.99.



  Average Value Weighted Returns -- Monthly
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
199708  ,-3.66   ,1.59   ,3.71  ,-8.33  ,-9.50  ,-8.96
199709  ,-1.49  ,-0.46  ,-4.40   ,3.73   ,5.28   ,5.87
199710 ,-21.06 ,-17.72 ,-28.50 ,-22.07 ,-21.96 ,-21.06
199711  ,-7.97  ,-3.93  ,-4.37   ,1.45  ,-0.05  ,-2.20
199712  ,-8.62  ,-5.46  ,-4.92  ,-2.83  ,-1.56   ,2.44
199801 ,-14.16 ,-12.93 ,-13.17 ,-20.01  ,-7.88   ,0.16
199802  ,32.13  ,14.75  ,14.66  ,29.60  ,10.37   ,3.84
199803  ,-2.19  ,-3.17  ,-1.33  ,-1.77  ,-1.86  ,-0.80
199804  ,-4.99  ,-4.56  ,-3.89  ,-7.54  ,-6.14  ,-3.07
199805 ,-15.45 ,-10.18  ,-6.30 ,-17.82 ,-12.61  ,-6.81
199806 ,-15.36 ,-11.23  ,-6.80 ,-11.99  ,-6.61  ,-0.21
199807  ,-7.52  ,-1.78  ,-1.23  ,-7.75  ,-4.47  ,-1.01
199808 ,-18.80 ,-12.98 ,-11.62 ,-13.39 ,-12.41 ,-13.30
199809   ,9.85   ,7.65   ,6.03  ,14.90  ,11.61   ,9.99
199810  ,34.44  ,12.72   ,5.47  ,52.31  ,20.07   ,6.44
199811   ,9.69   ,5.73   ,5.39  ,12.25   ,1.83   ,3.68
199812  ,-6.50  ,-0.98   ,0.61  ,-2.27  ,-1.86  ,-2.12
199901  ,-2.62   ,1.41   ,4.22  ,-2.38  ,-3.07   ,5.27
199902  ,-1.32  ,-2.08   ,0.03   ,0.74  ,-1.35  ,-1.58
199903   ,1.80   ,2.74   ,8.02   ,9.84  ,10.60   ,6.18
199904  ,30.31  ,16.87  ,16.45  ,24.46  ,18.12   ,7.73
199905   ,9.88   ,2.91   ,4.38  ,-6.57  ,-6.79  ,-5.43
199906  ,11.69  ,16.44  ,18.40   ,6.18   ,7.60  ,12.17
199907  ,-0.27  ,-2.14 ,-12.27   ,0.09  ,-2.40  ,-1.25
199908  ,-3.39  ,-2.18  ,-3.56  ,-4.46  ,-0.83  ,-0.41
199909   ,5.66  ,-0.01   ,0.15  ,-1.25  ,-2.39  ,-2.55
199910  ,-2.57  ,-0.46   ,2.18   ,1.03   ,0.83   ,3.86
199911   ,2.66   ,3.32   ,7.10   ,6.00   ,8.68   ,8.49
199912   ,7.28   ,5.32  ,12.41   ,6.43   ,8.75  ,19.61
200001   ,1.36   ,0.88   ,1.00  ,-9.97  ,-7.50  ,-5.14
200002   ,2.72   ,2.51   ,4.17  ,-5.30  ,-2.84   ,5.31
200003  ,-1.53   ,2.15  ,-0.26   ,1.94  ,-2.49   ,2.88
200004  ,-8.72  ,-7.88 ,-23.43  ,-1.08   ,0.77 ,-13.11
200005  ,-7.52  ,-7.27 ,-10.58  ,-4.81  ,-5.19 ,-12.55
200006   ,8.16   ,9.06   ,7.54  ,11.02   ,9.08  ,14.18
200007  ,-0.44   ,0.59  ,-1.92   ,5.01  ,-1.64  ,-0.17
200008   ,1.90   ,0.82   ,0.66   ,1.61   ,4.07   ,1.74
200009 ,-12.22  ,-8.42 ,-11.43  ,-8.31  ,-5.42  ,-7.78
200010  ,-8.66  ,-5.44  ,-8.17  ,-3.67   ,1.30 ,-11.41
200011  ,-1.06   ,1.22  ,-0.12   ,1.77   ,2.91  ,-4.47
200012  ,-1.49   ,3.86  ,-0.13   ,1.56   ,7.02   ,3.78
200101   ,1.26   ,1.00   ,3.48   ,4.82   ,3.71   ,2.02
200102  ,-3.38  ,-0.71  ,-1.64  ,-5.76  ,-3.87  ,-0.82
200103 ,-15.89  ,-9.88  ,-8.96 ,-16.31 ,-14.14  ,-8.39
200104   ,6.72   ,6.27   ,7.37  ,10.48   ,7.14   ,3.05
200105   ,4.80   ,4.51   ,5.33  ,-3.77   ,2.54   ,0.23
200106  ,-0.71   ,1.55   ,3.21  ,-1.79   ,4.91   ,1.51
200107  ,-8.97  ,-2.17  ,-2.16  ,-2.43  ,-5.45  ,-0.28
200108  ,-4.26  ,-0.66   ,1.86  ,-6.21   ,1.68   ,4.03
200109 ,-18.71 ,-13.68 ,-12.99 ,-16.30 ,-13.97 ,-11.10
200110   ,9.32   ,5.70  ,10.93   ,5.96   ,5.51   ,8.43
200111  ,10.03   ,6.35   ,7.09  ,13.11   ,6.40   ,4.65
200112   ,0.30   ,0.89   ,2.38   ,5.73   ,0.70   ,0.35
200201   ,6.93   ,3.85   ,5.15   ,1.15   ,1.00   ,3.13
200202  ,-2.46   ,2.77   ,3.82  ,-7.19   ,2.54   ,1.54
200203   ,3.39   ,4.02   ,6.82   ,6.60   ,2.73   ,4.51
200204  ,-1.89   ,1.29   ,1.07   ,1.47  ,-0.76   ,2.01
200205   ,2.73   ,5.18   ,7.24  ,-1.26   ,3.90   ,6.63
200206  ,-7.96  ,-4.07  ,-3.00  ,-9.60  ,-3.21  ,-2.90
200207 ,-11.52  ,-7.12  ,-7.98  ,-5.43  ,-5.75  ,-6.54
200208  ,-0.81   ,1.30   ,3.34  ,-2.69   ,1.43   ,2.48
200209 ,-11.02  ,-6.43  ,-6.94  ,-9.41  ,-6.18  ,-6.44
200210   ,1.85   ,2.06   ,2.69   ,5.80   ,4.69   ,4.77
200211  ,-0.31   ,0.46   ,1.59   ,7.24   ,0.66   ,2.70
200212  ,-0.22   ,0.90   ,2.05  ,-7.63  ,-1.22   ,0.16
200301   ,0.81   ,3.34   ,4.38   ,0.89   ,1.11   ,4.05
200302  ,-1.91   ,0.36   ,3.16  ,-4.45  ,-0.60   ,1.48
200303  ,-3.61  ,-1.75  ,-2.25  ,-3.64   ,1.92   ,0.34
200304   ,0.88   ,1.75   ,2.74   ,4.30   ,4.99   ,6.15
200305  ,13.89   ,9.18  ,10.96   ,7.80   ,5.73   ,7.96
200306   ,2.42   ,5.04   ,7.20   ,3.77   ,3.31   ,7.07
200307  ,10.30   ,7.15   ,9.79   ,6.30   ,1.13   ,1.85
200308  ,12.51   ,7.54   ,9.24  ,10.85   ,3.31   ,4.26
200309   ,8.45   ,8.11   ,9.20   ,5.58   ,4.45   ,4.27
200310   ,5.16   ,6.40   ,6.26   ,5.26   ,6.39   ,6.68
200311   ,0.47   ,2.07  ,-0.09   ,0.36  ,-0.64   ,0.59
200312   ,2.65   ,4.39   ,5.61   ,4.11   ,7.10   ,5.55
200401   ,5.64   ,4.20   ,7.33   ,5.15   ,3.35   ,5.41
200402   ,4.16   ,3.08   ,5.27   ,2.67   ,4.27   ,3.84
200403  ,-4.63  ,-2.52  ,-3.61  ,-2.18  ,-0.38  ,-1.93
200404  ,-6.14  ,-6.24  ,-9.77  ,-3.58  ,-5.67  ,-7.16
200405  ,-3.17  ,-1.23  ,-2.14   ,0.23   ,0.09   ,0.78
200406  ,-1.75   ,0.66  ,-0.95   ,0.83   ,0.24   ,1.23
200407   ,1.24   ,2.80   ,2.30  ,-0.91   ,1.92   ,1.26
200408  ,-1.55   ,2.20   ,1.43   ,3.26   ,2.16   ,5.44
200409   ,4.89   ,6.59   ,6.71   ,3.91   ,5.45   ,8.35
200410   ,2.12   ,4.65   ,7.47   ,2.15   ,3.70   ,4.19
200411   ,6.60   ,8.35  ,13.76   ,8.02   ,7.82   ,8.65
200412   ,0.77   ,2.46   ,2.73   ,2.33   ,3.91   ,3.36
200501   ,1.74   ,2.30   ,2.71   ,0.35  ,-0.57   ,0.72
200502   ,1.93   ,2.27   ,5.11   ,3.52   ,4.56   ,4.46
200503  ,-4.46  ,-4.31  ,-4.38  ,-3.40  ,-2.64  ,-2.61
200504  ,-3.63  ,-2.69  ,-3.84   ,0.99   ,0.42  ,-1.68
200505  ,-2.93  ,-1.23  ,-3.13   ,0.89  ,-0.34  ,-0.55
200506   ,0.54   ,3.53   ,3.26   ,2.96   ,5.19   ,6.24
200507   ,2.69   ,3.99   ,0.69   ,3.20   ,3.96   ,3.63
200508  ,-0.31   ,2.12   ,5.19  ,-1.31   ,0.88   ,0.70
200509   ,4.12   ,3.25   ,3.50   ,1.18   ,4.84   ,5.83
200510  ,-4.48  ,-4.13  ,-4.54  ,-5.66  ,-5.08  ,-7.96
200511   ,1.50   ,3.51   ,2.06   ,3.22   ,3.04   ,4.28
200512   ,0.78   ,2.35   ,2.12   ,2.78   ,1.42   ,3.30
200601   ,4.96   ,6.76  ,10.98   ,4.01   ,4.93  ,10.89
200602   ,1.05   ,2.44   ,4.48  ,-0.33   ,0.52  ,-1.39
200603   ,3.45   ,5.59   ,7.99   ,0.11   ,1.30   ,5.38
200604   ,5.12   ,8.72   ,8.16   ,5.38   ,7.23   ,7.59
200605  ,-6.27  ,-5.42  ,-6.73  ,-5.13  ,-5.75  ,-5.32
200606  ,-3.75  ,-1.20  ,-2.41   ,0.01   ,1.05  ,-0.36
200607   ,1.89   ,1.73   ,4.30   ,1.48   ,1.50   ,0.22
200608   ,1.21   ,1.98   ,3.90   ,1.35   ,3.81   ,2.16
200609   ,1.22   ,0.18   ,0.68   ,1.34   ,0.36  ,-2.75
200610   ,6.60   ,6.80  ,10.14   ,5.26   ,6.72   ,7.11
200611   ,5.41   ,5.40   ,7.72   ,4.03   ,4.40   ,8.86
200612   ,1.45   ,3.20   ,4.17   ,3.93   ,4.45   ,5.72
200701   ,4.86   ,6.45   ,6.95   ,2.10   ,1.73   ,2.04
200702   ,2.76   ,2.48   ,3.78   ,0.83   ,1.09   ,3.22
200703   ,3.00   ,5.85   ,9.88   ,5.82   ,4.54   ,5.73
200704   ,7.55   ,8.18  ,11.35   ,3.14   ,5.56   ,5.01
200705   ,9.22   ,7.15   ,9.94   ,3.61   ,2.48   ,4.28
200706   ,5.08   ,7.46   ,8.75   ,3.43   ,1.53   ,2.61
200707   ,2.89   ,4.17   ,8.04   ,2.32   ,0.22   ,1.31
200708 ,-10.69 ,-11.21 ,-17.10  ,-2.25  ,-1.79  ,-6.75
200709   ,7.03   ,8.31  ,11.18  ,11.51  ,13.62  ,19.58
200710   ,3.73   ,4.82   ,8.02   ,7.83   ,9.16  ,10.81
200711  ,-7.83  ,-6.71 ,-10.04  ,-6.31  ,-4.30  ,-7.85
200712  ,-1.12  ,-1.48  ,-1.74   ,1.65  ,-1.61  ,-2.27
200801 ,-13.45 ,-13.25 ,-19.50  ,-7.57  ,-9.01 ,-12.45
200802   ,3.58   ,4.15   ,9.23  ,-1.54   ,1.86   ,6.57
200803 ,-11.20  ,-7.98  ,-9.76  ,-2.84  ,-2.10  ,-8.73
200804   ,3.70   ,5.60   ,6.59   ,6.38   ,5.32  ,10.88
200805   ,2.65   ,4.05   ,9.49   ,2.37   ,1.69   ,5.66
200806 ,-11.24  ,-7.37  ,-7.25 ,-13.07  ,-9.14  ,-4.06
200807  ,-7.09  ,-6.96 ,-11.18  ,-3.11  ,-1.20  ,-8.78
200808 ,-11.21  ,-8.93  ,-9.60  ,-7.72  ,-5.95  ,-5.51
200809 ,-20.98 ,-15.98 ,-21.48 ,-12.92 ,-15.15 ,-20.86
200810 ,-36.54 ,-30.66 ,-31.56 ,-26.18 ,-24.55 ,-25.23
200811  ,-9.05  ,-9.10  ,-4.98  ,-7.95  ,-7.83  ,-3.50
200812  ,14.40   ,9.10   ,6.57  ,15.66   ,6.32   ,4.51
200901  ,-6.95  ,-8.78  ,-5.80  ,-9.30  ,-9.55  ,-5.75
200902  ,-2.89  ,-3.07  ,-2.52  ,-5.24  ,-4.84  ,-5.25
200903  ,14.74   ,6.95   ,8.01  ,17.92  ,14.53   ,5.11
200904  ,25.71  ,12.83   ,9.57  ,20.48  ,13.70   ,8.58
200905  ,38.95  ,25.30  ,18.27  ,27.44  ,17.14   ,9.82
200906   ,0.92  ,-0.98   ,2.62   ,2.63   ,1.80   ,1.54
200907  ,14.65  ,13.28  ,11.99  ,16.22  ,11.68  ,12.58
200908   ,6.82   ,4.23   ,0.67   ,1.94   ,2.16   ,0.15
200909  ,10.07   ,6.61   ,9.17   ,8.97   ,8.75   ,8.91
200910   ,3.24   ,3.44   ,2.38   ,0.58   ,0.27   ,1.69
200911   ,3.00   ,3.14   ,4.84   ,2.52   ,2.47   ,3.26
200912   ,2.31   ,2.53   ,1.10   ,2.71   ,1.94   ,3.87
201001  ,-1.10  ,-1.95  ,-3.46  ,-4.95  ,-7.98  ,-7.28
201002   ,0.72  ,-0.10   ,0.88   ,1.88   ,3.25   ,4.87
201003   ,6.05   ,6.96   ,7.81   ,6.49   ,8.39   ,8.25
201004   ,4.23   ,4.30   ,3.79  ,-0.15   ,0.53   ,1.11
201005 ,-13.64 ,-14.01 ,-15.55  ,-9.13 ,-13.18 ,-15.13
201006  ,-4.16   ,0.78  ,-1.38   ,2.07   ,0.05  ,-4.17
201007   ,9.05   ,8.12   ,7.99   ,7.08  ,11.79   ,9.55
201008  ,-2.91  ,-0.21   ,0.41   ,0.13  ,-2.84   ,3.48
201009  ,14.94  ,13.93  ,14.72  ,13.85  ,12.32  ,11.24
201010   ,4.84   ,5.33   ,5.25   ,2.93   ,3.62   ,4.40
201011  ,-3.28   ,0.47   ,3.02  ,-3.29  ,-0.99   ,0.02
201012   ,8.35   ,7.77  ,10.43   ,8.16   ,4.99   ,8.00
201101  ,-0.88   ,0.08  ,-2.41  ,-0.92  ,-1.62   ,0.64
201102  ,-2.85   ,0.10   ,2.78   ,1.05   ,0.13  ,-1.52
201103   ,0.09   ,1.11   ,1.44   ,2.55   ,2.05   ,3.50
201104   ,2.85   ,5.17   ,4.06   ,3.73   ,5.08   ,5.59
201105  ,-6.64  ,-3.78  ,-4.40  ,-5.57  ,-1.68  ,-0.36
201106  ,-6.10  ,-4.18  ,-6.29  ,-3.92  ,-1.34  ,-2.80
201107   ,0.68   ,2.48   ,4.35   ,0.20   ,0.53   ,4.02
201108 ,-11.00  ,-8.33  ,-8.79  ,-7.71  ,-5.47  ,-8.96
201109 ,-16.35 ,-15.58 ,-17.89 ,-15.22 ,-14.20 ,-19.60
201110  ,12.05  ,10.57  ,12.59  ,16.31  ,14.21  ,11.51
201111  ,-8.36  ,-4.07  ,-5.40 ,-10.80  ,-6.71  ,-2.82
201112  ,-2.79  ,-1.71  ,-2.63  ,-1.55  ,-1.56  ,-0.12
201201   ,9.10   ,7.14   ,7.61  ,16.14   ,9.85   ,5.96
201202  ,10.95   ,7.07   ,9.31   ,8.17   ,3.39   ,3.99
201203  ,-6.47  ,-0.39   ,1.76  ,-6.27  ,-1.60  ,-0.49
201204  ,-2.07  ,-0.06  ,-0.63   ,0.12   ,1.33   ,1.56
201205 ,-14.06  ,-9.28  ,-9.73 ,-14.39 ,-11.67  ,-8.22
201206  ,-1.26   ,1.93   ,3.25   ,2.74   ,5.33   ,7.40
201207  ,-0.32   ,2.27   ,2.86   ,1.72   ,6.92   ,7.46
201208   ,1.27   ,1.75   ,3.84  ,-0.47   ,1.40   ,0.64
201209   ,4.83   ,6.45   ,6.55   ,5.73   ,4.38   ,2.33
201210   ,1.14   ,1.33   ,1.94   ,2.33   ,1.65   ,2.37
201211  ,-3.02   ,1.77   ,2.10  ,-0.67   ,1.65   ,3.77
201212   ,4.76   ,3.76   ,4.73   ,4.45   ,2.25   ,1.78
201301   ,6.45   ,7.06   ,7.67   ,3.88   ,5.18   ,6.85
201302  ,-2.71   ,0.59   ,3.09  ,-0.59   ,2.69   ,0.50
201303  ,-4.75   ,0.20   ,1.50  ,-4.59   ,0.99   ,0.88
201304  ,-7.19   ,0.43  ,-0.07  ,-2.45   ,3.78   ,5.73
201305  ,-5.42  ,-2.34  ,-1.31  ,-4.10  ,-6.01 ,-11.38
201306  ,-9.62  ,-4.41  ,-7.43  ,-8.82  ,-5.63  ,-4.43
201307   ,6.79   ,3.19   ,5.16   ,2.62   ,3.42   ,5.34
201308   ,1.77   ,0.95   ,1.50   ,0.28  ,-1.30   ,2.34
201309   ,5.66   ,6.40   ,6.98   ,6.97   ,6.23   ,8.13
201310   ,2.16   ,3.17   ,2.39   ,1.82   ,4.01   ,5.16
201311  ,-5.09  ,-1.92   ,1.40  ,-2.95  ,-3.22   ,0.40
201312  ,-0.48   ,1.51   ,2.25  ,-1.67  ,-1.36   ,1.28
201401  ,-2.30  ,-2.06   ,1.82  ,-3.74  ,-5.40  ,-3.71
201402   ,3.33   ,2.46   ,6.98   ,5.13   ,5.56   ,6.27
201403   ,0.70   ,1.40   ,1.06   ,2.47   ,3.55  ,-1.33
201404  ,-1.43  ,-0.47  ,-3.47   ,3.11   ,2.65  ,-2.02
201405  ,-0.76   ,1.47   ,2.74   ,2.91   ,1.45   ,1.51
201406   ,0.63   ,1.41   ,2.14   ,0.14  ,-0.28   ,0.37
201407   ,4.06   ,3.61   ,4.89   ,2.64   ,4.07   ,1.86
201408   ,0.68   ,1.72   ,1.73   ,0.46   ,0.20  ,-3.57
201409  ,-7.35  ,-4.75  ,-5.45  ,-6.34  ,-8.84  ,-9.58
201410  ,-1.88  ,-0.13   ,0.28   ,0.91   ,4.38   ,4.23
201411  ,-4.14  ,-1.29  ,-0.23  ,-6.51  ,-2.50  ,-0.05
201412  ,-6.45  ,-2.11  ,-4.71  ,-7.12  ,-1.58  ,-0.57
201501  ,-4.00  ,-0.74  ,-0.50  ,-3.82   ,1.10   ,3.71
201502   ,1.29   ,1.98   ,3.70   ,4.60   ,3.93   ,2.11
201503  ,-1.37  ,-0.71   ,5.12  ,-5.11  ,-0.39   ,1.92
201504  ,14.37  ,13.21  ,20.27   ,5.19   ,3.10  ,10.00
201505   ,2.37   ,4.01  ,13.99  ,-3.31  ,-2.71  ,-1.31
201506  ,-6.21  ,-1.26  ,-0.52  ,-6.06  ,-3.31  ,-6.70
201507  ,-7.23  ,-5.19 ,-12.98  ,-1.28  ,-1.81  ,-7.19
201508 ,-11.22  ,-8.89 ,-14.38 ,-11.99 ,-10.10  ,-8.02
201509  ,-1.54  ,-0.72   ,1.51  ,-6.75  ,-3.29  ,-0.44



  Average Equal Weighted Returns -- Monthly
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
199011  ,-4.80  ,-3.32  ,-5.00  ,-6.98  ,-3.31  ,-1.99
199012  ,-3.85  ,-1.78  ,-3.10  ,-4.14  ,-1.20   ,1.43
199101   ,0.44   ,2.17   ,2.38   ,3.56   ,5.96   ,6.10
199102   ,7.34   ,7.45   ,8.09  ,12.73   ,9.56   ,9.39
199103   ,2.98   ,0.53   ,4.10   ,1.16   ,2.21   ,2.82
199104   ,2.24   ,4.31   ,4.91   ,1.95   ,2.95   ,3.43
199105  ,-2.97  ,-0.96   ,1.58  ,-3.81  ,-0.07   ,0.56
199106   ,1.20   ,1.29   ,1.54  ,-2.03  ,-1.71  ,-1.01
199107  ,10.39   ,6.91   ,8.78   ,5.16   ,4.68   ,6.38
199108  ,-1.75  ,-0.35   ,1.17  ,-3.56  ,-1.10  ,-0.23
199109   ,2.80   ,2.58   ,7.46   ,0.82   ,0.76   ,2.37
199110   ,6.45   ,5.62  ,11.25   ,4.03   ,3.69   ,2.62
199111   ,4.22   ,2.86   ,4.08   ,2.32   ,0.47   ,0.95
199112  ,-2.82  ,-2.58  ,-2.40   ,0.35   ,1.58   ,2.68
199201   ,0.00   ,0.04   ,3.05   ,1.34   ,1.70   ,2.41
199202   ,3.48   ,4.05   ,6.42  ,-1.30   ,0.63   ,2.87
199203   ,0.75   ,1.15  ,-0.63  ,-0.74  ,-0.45   ,0.51
199204  ,-0.87   ,1.99  ,-2.85   ,4.86   ,4.12   ,5.98
199205   ,5.15   ,6.11   ,2.65   ,5.05   ,8.76  ,11.73
199206  ,-3.65  ,-3.19  ,-4.06  ,-1.52  ,-1.02   ,1.98
199207  ,-0.76  ,-0.19   ,7.11  ,-3.57  ,-3.28  ,-4.91
199208  ,-6.97  ,-4.49  ,-3.13  ,-8.43  ,-5.31  ,-5.05
199209  ,-1.43  ,-0.31  ,-0.34  ,-3.21  ,-1.58  ,-0.64
199210  ,-2.09  ,-1.01   ,0.31  ,-3.86   ,0.81   ,7.40
199211  ,-1.48  ,-0.36  ,-0.11   ,0.47   ,0.16  ,-1.05
199212   ,5.08   ,2.75   ,3.82   ,4.93   ,1.46  ,-4.09
